p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
CXCR6	2.02738516089474e-130	0.925065630274902	0.333	0.002	4.41949691223444e-126	CD4+ Tem	CXCR6
TNFRSF4	8.81461581386874e-120	2.3203141729579	0.667	0.009	1.92149810126525e-115	CD4+ Tem	TNFRSF4
CD3E	1.34355300569393e-86	1.76371108453796	0.75	0.017	2.92881119711219e-82	CD4+ Tem	CD3E
CXCR3	1.39398992279901e-81	0.699818821576733	0.333	0.003	3.03875863270957e-77	CD4+ Tem	CXCR3
SIRPG	5.2198301665798e-80	0.88045582607749	0.333	0.003	1.13787077801273e-75	CD4+ Tem	SIRPG
CTLA4	1.42450818896322e-78	1.45452399930049	0.417	0.005	3.10528540112093e-74	CD4+ Tem	CTLA4
LAIR2	3.32320486085242e-76	1.56534955123052	0.5	0.008	7.24425427617219e-72	CD4+ Tem	LAIR2
ICOS	1.61531580398003e-65	1.06665141084112	0.333	0.004	3.52122692109607e-61	CD4+ Tem	ICOS
LTB	1.19682944744844e-61	2.49452388771231	0.833	0.03	2.60896851249286e-57	CD4+ Tem	LTB
CD3D	8.08309123055011e-58	2.3452281341772	1	0.047	1.76203305734762e-53	CD4+ Tem	CD3D
TRBC2	3.35693173091903e-57	1.5485346724162	0.667	0.02	7.3177754802304e-53	CD4+ Tem	TRBC2
CD7	2.83348457554857e-56	1.97949891871773	0.833	0.033	6.17671302623833e-52	CD4+ Tem	CD7
CCND2	1.03491495730117e-53	1.52639873488981	0.667	0.022	2.25601111542081e-49	CD4+ Tem	CCND2
LINC01943	8.90347191207669e-53	1.59839819989428	0.417	0.008	1.9408678421136e-48	CD4+ Tem	LINC01943
CD2	1.46343131978725e-52	1.87037830705299	0.75	0.028	3.19013393400422e-48	CD4+ Tem	CD2
TIGIT	1.81083367905434e-50	0.882091755264668	0.333	0.006	3.94743633697056e-46	CD4+ Tem	TIGIT
SPOCK2	5.52689977084619e-50	0.986396040945653	0.417	0.009	1.20480888104676e-45	CD4+ Tem	SPOCK2
TRAC	1.84026918374674e-49	2.15718258972913	0.75	0.03	4.01160279364951e-45	CD4+ Tem	TRAC
BCL11B	1.03984628763298e-48	0.873188997056098	0.417	0.009	2.26676092241114e-44	CD4+ Tem	BCL11B
TNFRSF18	5.88981570371366e-43	1.93855070630715	0.583	0.021	1.28392092525254e-38	CD4+ Tem	TNFRSF18
CST7	7.51233601877481e-41	1.14385838450148	0.583	0.022	1.63761412873272e-36	CD4+ Tem	CST7
IL2RG	3.2170953674641e-34	1.33267557571091	0.583	0.026	7.01294619153499e-30	CD4+ Tem	IL2RG
DOK2	3.52755654703075e-32	1.13891166667357	0.583	0.028	7.68972051687234e-28	CD4+ Tem	DOK2
CYTIP	1.77510227428773e-31	1.31555071566696	0.583	0.029	3.86954544771981e-27	CD4+ Tem	CYTIP
PCED1B	2.3434458402064e-31	0.890252666785553	0.417	0.014	5.10847758706593e-27	CD4+ Tem	PCED1B
APOBEC3G	9.54134292590761e-31	1.66243782951183	0.583	0.03	2.0799173444186e-26	CD4+ Tem	APOBEC3G
BCL2	1.83130251859966e-29	0.828436613503562	0.333	0.01	3.99205636029539e-25	CD4+ Tem	BCL2
LIME1	9.45258367585239e-26	1.01299200343276	0.5	0.025	2.06056871549906e-21	CD4+ Tem	LIME1
IL2RA	1.40076885217253e-23	1.49335478345532	0.417	0.02	3.0535360208509e-19	CD4+ Tem	IL2RA
FHL3	7.98321386918513e-23	0.791151197247219	0.333	0.013	1.74026079134367e-18	CD4+ Tem	FHL3
LAT	1.33425766038093e-22	0.816457734737953	0.417	0.02	2.90854827386438e-18	CD4+ Tem	LAT
PCED1B-AS1	3.86497303379191e-22	1.3945196578528	0.75	0.069	8.42525471636298e-18	CD4+ Tem	PCED1B-AS1
IL1R2	2.03829085752999e-21	0.823044648521171	0.333	0.014	4.44327024032962e-17	CD4+ Tem	IL1R2
SPN	1.89365384723369e-20	0.717073255804734	0.333	0.014	4.12797602158471e-16	CD4+ Tem	SPN
OASL	3.25624344710701e-19	0.873247078104119	0.333	0.015	7.09828509034856e-15	CD4+ Tem	OASL
C16orf54	4.09831978504008e-19	0.739582147488665	0.333	0.015	8.93392729940886e-15	CD4+ Tem	C16orf54
TNFAIP3	1.59245411863195e-18	2.07202580796162	0.833	0.107	3.47139073320579e-14	CD4+ Tem	TNFAIP3
GNG2	6.10629930904944e-18	0.857965410616837	0.333	0.017	1.33111218637969e-13	CD4+ Tem	GNG2
CD53	5.10548792718607e-17	1.5111254078098	0.75	0.092	1.11294531324729e-12	CD4+ Tem	CD53
KLRB1	5.4737104870701e-16	1.71537960374964	0.417	0.029	1.19321414907641e-11	CD4+ Tem	KLRB1
IL10RA	1.01438525134891e-15	0.693131394712867	0.333	0.019	2.21125840941549e-11	CD4+ Tem	IL10RA
CXCR4	1.2571594841283e-15	1.86378795291665	0.667	0.08	2.74048195945127e-11	CD4+ Tem	CXCR4
GZMA	2.51811315702871e-15	1.64324234978608	0.417	0.031	5.48923487100689e-11	CD4+ Tem	GZMA
CD52	5.6737691086518e-15	1.83916342293834	0.75	0.109	1.23682492799501e-10	CD4+ Tem	CD52
ARHGAP9	7.73591523916807e-15	0.830913172555472	0.333	0.02	1.68635216298625e-10	CD4+ Tem	ARHGAP9
SNRPN	9.15849311719239e-15	1.14398709586753	0.333	0.02	1.99645991461677e-10	CD4+ Tem	SNRPN
TRBC1	9.4102909754604e-14	1.13563475777662	0.333	0.022	2.05134932974061e-09	CD4+ Tem	TRBC1
GMFG	1.21129835610835e-13	1.35207522008357	0.75	0.116	2.64050928648059e-09	CD4+ Tem	GMFG
CD37	2.73544818093293e-13	1.06580572480185	0.583	0.069	5.96300348961569e-09	CD4+ Tem	CD37
CD69	3.40188335050015e-13	1.17567724591181	0.333	0.023	7.41576551575528e-09	CD4+ Tem	CD69
RORA	3.5607521854992e-12	0.802813030340159	0.333	0.025	7.7620836891697e-08	CD4+ Tem	RORA
CD3G	3.82238327996545e-12	0.957752113060085	0.333	0.025	8.33241331199669e-08	CD4+ Tem	CD3G
ETS1	4.61136398865388e-12	0.748572238542293	0.333	0.025	1.00523123588666e-07	CD4+ Tem	ETS1
IL7R	1.20233365195773e-11	1.54437871587678	0.417	0.041	2.62096712790266e-07	CD4+ Tem	IL7R
TNFRSF9	1.31649312272478e-11	0.796002505218851	0.333	0.026	2.86982335822775e-07	CD4+ Tem	TNFRSF9
LIMD2	1.74453968483769e-11	0.746393772187142	0.417	0.04	3.80292205897767e-07	CD4+ Tem	LIMD2
SIAH2	4.02117625204672e-11	0.990677453596526	0.5	0.061	8.76576211183664e-07	CD4+ Tem	SIAH2
DUSP4	7.13638742762341e-11	1.20679867380577	0.5	0.064	1.55566109534763e-06	CD4+ Tem	DUSP4
GPSM3	1.11996277109345e-10	0.879354666295427	0.583	0.083	2.44140684470662e-06	CD4+ Tem	GPSM3
BTG1	1.24514709661068e-10	1.97208078157135	1	0.447	2.71429615590162e-06	CD4+ Tem	BTG1
ITGA4	1.33319156689316e-10	0.798180392832927	0.333	0.029	2.9062242966704e-06	CD4+ Tem	ITGA4
ARHGDIB	1.40723651266284e-10	1.67561045883184	0.917	0.29	3.06763487395372e-06	CD4+ Tem	ARHGDIB
LCP1	2.01916791784721e-10	1.00230885354678	0.5	0.064	4.40158414411513e-06	CD4+ Tem	LCP1
EXOG	2.59950579455294e-10	0.719325456252262	0.333	0.029	5.66666268154595e-06	CD4+ Tem	EXOG
IL32	2.66828185440181e-10	2.18981221698797	1	0.489	5.81658761441052e-06	CD4+ Tem	IL32
CD4	3.66550651481448e-10	0.930350090084468	0.5	0.066	7.99043765164408e-06	CD4+ Tem	CD4
PRDM1	5.94386453674866e-10	1.13377627446996	0.583	0.095	1.29570303036584e-05	CD4+ Tem	PRDM1
CD82	6.73929866561715e-10	1.05031144477468	0.417	0.048	1.46909971611788e-05	CD4+ Tem	CD82
IKZF1	8.23571715067168e-10	1.07799928439123	0.333	0.031	1.79530398167492e-05	CD4+ Tem	IKZF1
GPR183	1.03389150223329e-09	1.11898745500467	0.5	0.071	2.25378008571835e-05	CD4+ Tem	GPR183
LPXN	1.12714496544487e-09	0.925292429801442	0.333	0.032	2.45706331017328e-05	CD4+ Tem	LPXN
MTAP	1.16601857014864e-09	0.702565322729789	0.333	0.031	2.54180388106701e-05	CD4+ Tem	MTAP
PTPRC	2.6536881904369e-09	0.876294891735632	0.5	0.072	5.7847748863334e-05	CD4+ Tem	PTPRC
S100A4	8.68461627941666e-09	2.40466204596625	0.917	0.409	0.000189315950275004	CD4+ Tem	S100A4
DDIT4	8.77296799692165e-09	1.01492855858771	0.75	0.178	0.000191241929364895	CD4+ Tem	DDIT4
B2M	1.12002913849608e-08	1.45539011515272	1	1	0.00024415515190076	CD4+ Tem	B2M
ANXA6	1.67414666244999e-08	0.930365447252098	0.417	0.055	0.000364947230947473	CD4+ Tem	ANXA6
CORO1B	5.15621934791359e-08	1.31773266752421	0.75	0.219	0.00112400425565168	CD4+ Tem	CORO1B
SRGN	5.34642389498244e-08	1.26241860431301	0.917	0.369	0.00116546694486722	CD4+ Tem	SRGN
TMSB4X	5.96394487871388e-08	0.854978819109783	1	1	0.00130008034411084	CD4+ Tem	TMSB4X
GYPC	7.1401226546228e-08	0.867028461369208	0.417	0.06	0.00155647533748122	CD4+ Tem	GYPC
RGS1	7.17482368494581e-08	1.57427355943906	0.833	0.267	0.00156403981508134	CD4+ Tem	RGS1
ARHGAP30	9.86196690570983e-08	0.782348538556963	0.333	0.04	0.00214981016577569	CD4+ Tem	ARHGAP30
ATPAF1	9.87445055056723e-08	0.766695203820298	0.417	0.061	0.00215253147551815	CD4+ Tem	ATPAF1
CREM	1.44771874996295e-07	1.00667886414407	0.5	0.09	0.00315588210304424	CD4+ Tem	CREM
MSI2	1.52265232373847e-07	0.752163882057806	0.417	0.063	0.00331922980051749	CD4+ Tem	MSI2
SFSWAP	1.54483704091755e-07	0.665945787065863	0.417	0.062	0.00336759026549616	CD4+ Tem	SFSWAP
ACAP1	1.92114213274703e-07	1.45182466687419	0.333	0.042	0.00418789773517526	CD4+ Tem	ACAP1
MIAT	2.59197641928541e-07	0.681197107770349	0.333	0.042	0.00565024939640026	CD4+ Tem	MIAT
NKG7	3.37704618027564e-07	1.76718062014632	0.333	0.043	0.00736162296838287	CD4+ Tem	NKG7
DDX24	3.8023440309864e-07	0.966629113951811	0.75	0.231	0.00828872975314725	CD4+ Tem	DDX24
BATF	4.3953865001262e-07	1.56416248060299	0.583	0.141	0.00958150303162511	CD4+ Tem	BATF
RPS24	4.61236054804574e-07	0.804252349784771	1	0.98	0.0100544847586849	CD4+ Tem	RPS24
EMP3	5.27472310299339e-07	1.37668468737071	0.667	0.187	0.0114983688922153	CD4+ Tem	EMP3
USP9X	5.55405393992676e-07	0.895394522168973	0.5	0.1	0.0121072821836463	CD4+ Tem	USP9X
FYB1	6.31835118108754e-07	1.00439396212332	0.417	0.069	0.0137733737396527	CD4+ Tem	FYB1
