p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
MAL	5.34971738160276e-26	0.785479156285115	0.286	0.005	9.8605990777702e-22	CD4+ Tcm	MAL
IKZF2	3.49083888743484e-16	1.119830768629	0.286	0.011	6.4343142373199e-12	CD4+ Tcm	IKZF2
CD2	2.3010121621547e-15	1.53218200905339	0.929	0.153	4.24122561728354e-11	CD4+ Tcm	CD2
BATF	6.11455732055262e-14	1.64607501649444	0.714	0.107	1.12703520532426e-09	CD4+ Tcm	BATF
ICOS	9.75956752118391e-14	1.05631675148666	0.5	0.048	1.79888348550462e-09	CD4+ Tcm	ICOS
TRAC	3.29108309192153e-11	1.28385144936367	0.929	0.211	6.06612435502976e-07	CD4+ Tcm	TRAC
CD3E	5.50219437345345e-11	0.917230926028915	0.714	0.113	1.01416446691494e-06	CD4+ Tcm	CD3E
CD40LG	8.12361822257145e-11	0.613556654745474	0.286	0.019	1.49734531078437e-06	CD4+ Tcm	CD40LG
BCL11B	3.05433052848924e-10	0.970080973112389	0.571	0.084	5.62974203011136e-06	CD4+ Tcm	BCL11B
SPOCK2	5.59973027206292e-09	0.997494291445251	0.571	0.098	0.000103214228374664	CD4+ Tcm	SPOCK2
FYB1	6.75141585163652e-09	1.1475656552361	0.857	0.241	0.000124442096977364	CD4+ Tcm	FYB1
CD37	1.63012906722671e-08	1.00041421783576	0.857	0.259	0.000300465389671227	CD4+ Tcm	CD37
IL32	2.21975998956014e-08	1.77177773312183	1	0.529	0.000409146161275724	CD4+ Tcm	IL32
CD3D	4.03112993153339e-08	1.048932685247	0.857	0.242	0.000743017868980234	CD4+ Tcm	CD3D
FGD3	6.50400372116625e-08	0.659190519961783	0.286	0.029	0.00119881796588536	CD4+ Tcm	FGD3
PBXIP1	1.80008182683139e-07	1.01446194841534	0.571	0.133	0.00331791082321561	CD4+ Tcm	PBXIP1
TNFRSF25	2.08528193905904e-07	0.71191809868906	0.357	0.048	0.00384359167007363	CD4+ Tcm	TNFRSF25
SH2D1A	3.26291534911907e-07	0.822406667476118	0.357	0.049	0.00601420557149626	CD4+ Tcm	SH2D1A
RORA	4.28081689960115e-07	1.22393345593402	0.786	0.281	0.00789040170934483	CD4+ Tcm	RORA
TNFRSF4	4.92529633869468e-07	1.93720640112904	0.571	0.142	0.00907830621148204	CD4+ Tcm	TNFRSF4
IL7R	4.95490557941904e-07	1.20506858851709	0.571	0.131	0.00913288196398518	CD4+ Tcm	IL7R
PTPRC	5.14065314687768e-07	1.2718892497137	0.857	0.352	0.00947525188032493	CD4+ Tcm	PTPRC
OCIAD2	6.62538817548776e-07	0.91279996265139	0.857	0.348	0.012211915485059	CD4+ Tcm	OCIAD2
STAT4	8.10833787962143e-07	0.770849703937993	0.357	0.053	0.0149452883797182	CD4+ Tcm	STAT4
IL2RA	8.28466162359019e-07	1.9009518297584	0.286	0.035	0.0152702883046014	CD4+ Tcm	IL2RA
MAF	1.80128775612525e-06	0.993346958646669	0.643	0.191	0.0332013359209006	CD4+ Tcm	MAF
TRBC2	2.50817675573678e-06	0.889648611369849	0.571	0.136	0.0462307139617403	CD4+ Tcm	TRBC2
RPS29	2.79056031491506e-06	0.785905510596117	1	0.922	0.0514356077245144	CD4+ Tcm	RPS29
