p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
IL2RA	6.51917441534626e-43	1.87495769162579	0.562	0.02	1.32215376317638e-38	CD4+ Tcm	IL2RA
F5	1.01443821329146e-40	0.499710122780003	0.312	0.005	2.05738214037641e-36	CD4+ Tcm	F5
TNFRSF4	1.75543874082751e-37	1.84145587243705	0.562	0.024	3.56020531027227e-33	CD4+ Tcm	TNFRSF4
RTKN2	1.16565983292791e-20	0.949718740784835	0.312	0.014	2.36407470716109e-16	CD4+ Tcm	RTKN2
CTLA4	9.07957050113832e-20	1.20783120084752	0.688	0.073	1.84142769333586e-15	CD4+ Tcm	CTLA4
SORL1	4.00268983054208e-19	0.868011472861581	0.5	0.04	8.1178552453224e-15	CD4+ Tcm	SORL1
LINC02195	6.27135734149203e-16	0.840692840420132	0.5	0.048	1.271893982428e-11	CD4+ Tcm	LINC02195
FCRL3	2.05149849466669e-15	0.576259629321428	0.312	0.019	4.16064409703351e-11	CD4+ Tcm	FCRL3
TNFRSF18	3.79691733654151e-15	1.54227358274589	0.5	0.054	7.70052805023984e-11	CD4+ Tcm	TNFRSF18
ZC3H12D	8.75982221293442e-15	0.53692193172231	0.375	0.029	1.77657954300523e-10	CD4+ Tcm	ZC3H12D
ZNF831	9.76535145389487e-15	0.39484476917203	0.312	0.02	1.98051092836442e-10	CD4+ Tcm	ZNF831
LTB	2.36790159455029e-13	1.43537983913162	0.75	0.136	4.80234122390745e-09	CD4+ Tcm	LTB
CD28	2.9217135601338e-13	0.614161924014655	0.375	0.033	5.92552727130735e-09	CD4+ Tcm	CD28
CD3E	6.18514590013893e-13	1.0116058246806	1	0.223	1.25440944000718e-08	CD4+ Tcm	CD3E
SELL	2.56959991985144e-12	0.995481398125469	0.562	0.081	5.21140559745071e-08	CD4+ Tcm	SELL
SPOCK2	2.84099447624511e-12	1.42434933640968	0.625	0.104	5.76182089727271e-08	CD4+ Tcm	SPOCK2
CXCR4	4.00012066737126e-12	1.70676391824899	0.938	0.26	8.11264472549565e-08	CD4+ Tcm	CXCR4
RGS1	1.09990593093168e-11	1.3233746915032	1	0.286	2.23071921852253e-07	CD4+ Tcm	RGS1
BATF	1.22512400390958e-11	1.16205591874082	0.688	0.134	2.48467399232901e-07	CD4+ Tcm	BATF
AC133644.2	1.49613091763599e-11	0.753196456423643	0.375	0.037	3.03430311405755e-07	CD4+ Tcm	AC133644.2
TIGIT	2.04258728613235e-10	1.1537967233888	0.875	0.218	4.14257127500501e-06	CD4+ Tcm	TIGIT
THADA	2.32352811227969e-10	0.879676303502773	0.5	0.079	4.71234736451443e-06	CD4+ Tcm	THADA
TNFRSF25	6.38816756061654e-10	0.512545436351398	0.375	0.045	1.29558426296864e-05	CD4+ Tcm	TNFRSF25
LINC00513	7.18211934968947e-10	0.912889974559889	0.5	0.084	1.45660562531052e-05	CD4+ Tcm	LINC00513
LCK	9.98470976809427e-10	1.1340982767857	0.812	0.201	2.0249989880672e-05	CD4+ Tcm	LCK
CD27	3.79773761318162e-09	0.729275437214119	0.875	0.208	7.70219165329365e-05	CD4+ Tcm	CD27
TBC1D4	3.86365712186013e-09	0.609397524113553	0.375	0.049	7.83588300884453e-05	CD4+ Tcm	TBC1D4
PTPRC	5.18052053938948e-09	1.14521144574202	1	0.335	0.000105066137059358	CD4+ Tcm	PTPRC
IL32	7.98773074291892e-09	1.68889941398128	1	0.782	0.000161999167197139	CD4+ Tcm	IL32
CD48	8.47721666137946e-09	0.821448973170201	0.875	0.243	0.000171926431109437	CD4+ Tcm	CD48
SATB1	1.02221817900404e-08	1.0381981606725	0.5	0.1	0.000207316068883809	CD4+ Tcm	SATB1
CD2	1.08302590304354e-08	0.959455288334216	0.875	0.243	0.000219648483396261	CD4+ Tcm	CD2
CD247	1.74984477466373e-08	0.718653762508151	0.625	0.131	0.000354886018749551	CD4+ Tcm	CD247
CD3D	2.26195308886876e-08	0.871778445100441	1	0.274	0.000458746705953474	CD4+ Tcm	CD3D
RHOH	2.57427051505615e-08	0.652233661788788	0.688	0.159	0.000522087803158537	CD4+ Tcm	RHOH
CD79B	3.15612150022586e-08	0.749321589246136	0.375	0.055	0.000640093001460807	CD4+ Tcm	CD79B
ICOS	3.58600379402887e-08	0.757812732722605	0.438	0.073	0.000727277429466995	CD4+ Tcm	ICOS
SUSD3	3.97518314323533e-08	0.575240699335441	0.438	0.074	0.000806206893279557	CD4+ Tcm	SUSD3
TRAC	9.19962503271406e-08	1.02902085548351	0.875	0.274	0.00186577595288474	CD4+ Tcm	TRAC
PIM2	2.39003798106681e-07	0.82376235191212	0.5	0.109	0.00484723602940159	CD4+ Tcm	PIM2
GPR183	3.16421769046094e-07	0.539963107150821	0.5	0.098	0.00641734989802383	CD4+ Tcm	GPR183
ITM2A	3.50417802094302e-07	1.04884895611939	0.625	0.174	0.00710682344427453	CD4+ Tcm	ITM2A
PDE3B	3.78785264069154e-07	0.72933520898734	0.438	0.083	0.00768214394058652	CD4+ Tcm	PDE3B
CREM	6.56241701855537e-07	1.220573083355	0.812	0.38	0.0133092379553321	CD4+ Tcm	CREM
TMEM173	7.50197545978424e-07	1.21938509313431	0.625	0.207	0.0152147564299884	CD4+ Tcm	TMEM173
PIK3IP1	7.51196137388037e-07	0.664422187526985	0.375	0.066	0.0152350088623668	CD4+ Tcm	PIK3IP1
KLRB1	7.73251466387374e-07	1.11647418008888	0.375	0.062	0.0156823129898023	CD4+ Tcm	KLRB1
GATA3	8.17655739852166e-07	0.743849719735056	0.5	0.117	0.0165828760599418	CD4+ Tcm	GATA3
CYTIP	9.60256588712599e-07	0.70410804164302	0.625	0.16	0.0194749638756802	CD4+ Tcm	CYTIP
EMB	9.71789840471063e-07	0.813736736203478	0.625	0.176	0.0197088697545936	CD4+ Tcm	EMB
PIK3R1	1.03786608825826e-06	0.835790174006466	0.562	0.146	0.0210489621359658	CD4+ Tcm	PIK3R1
SMCHD1	1.25458805410945e-06	0.858951789423866	0.875	0.443	0.0254443003253937	CD4+ Tcm	SMCHD1
CD3G	1.2984677150381e-06	0.611540308060088	0.75	0.206	0.0263342237286877	CD4+ Tcm	CD3G
CARD16	1.35624900600696e-06	0.911273142461641	0.875	0.456	0.0275060860908272	CD4+ Tcm	CARD16
SLA	1.35631936542853e-06	0.792757216555087	0.562	0.144	0.027507513050256	CD4+ Tcm	SLA
SELPLG	1.56734322655678e-06	0.686691622712642	0.5	0.113	0.031787287977798	CD4+ Tcm	SELPLG
GPR171	1.60496714161279e-06	0.871115858697416	0.562	0.143	0.0325503385990491	CD4+ Tcm	GPR171
GMFG	1.62754523536304e-06	0.953337404870331	0.875	0.37	0.0330082449183977	CD4+ Tcm	GMFG
CXCR6	1.87181265306842e-06	0.647628556673663	0.375	0.068	0.0379622324168807	CD4+ Tcm	CXCR6
RASSF5	1.96036154281247e-06	0.734646217458939	0.5	0.121	0.0397580924497798	CD4+ Tcm	RASSF5
RORA	2.04276958240621e-06	0.829945990406321	0.625	0.195	0.0414294099007803	CD4+ Tcm	RORA
IKZF1	2.07305038139367e-06	0.716071618726633	0.562	0.148	0.0420435347850449	CD4+ Tcm	IKZF1
SAMSN1	2.11864827000545e-06	0.672436252410874	0.688	0.208	0.0429683055639806	CD4+ Tcm	SAMSN1
IQGAP2	2.25268961019425e-06	0.788746873088319	0.5	0.12	0.0456867979843496	CD4+ Tcm	IQGAP2
GIMAP7	2.41719502367806e-06	0.682550980982461	0.75	0.21	0.0490231322752147	CD4+ Tcm	GIMAP7
IGFLR1	2.68765239980061e-06	0.554926615946522	0.312	0.05	0.0545082783203562	CD4+ Tcm	IGFLR1
CD37	2.83611733057927e-06	0.907889370745012	0.75	0.241	0.0575192955814782	CD4+ Tcm	CD37
DAPP1	3.46120088347812e-06	0.429857549293679	0.375	0.071	0.0701966151178197	CD4+ Tcm	DAPP1
B2M	3.70552750948929e-06	0.652704740850144	1	1	0.0751518034199522	CD4+ Tcm	B2M
RPS29	3.85904696376442e-06	0.613724016955182	1	0.971	0.0782653314721063	CD4+ Tcm	RPS29
ISG20	4.00496895917336e-06	1.04840190947024	0.938	0.637	0.0812247754609949	CD4+ Tcm	ISG20
TRBC2	6.54753331364457e-06	0.71013395255933	0.75	0.228	0.132790523134025	CD4+ Tcm	TRBC2
ARHGDIB	6.62663878383511e-06	0.809261996690456	0.875	0.384	0.13439486117496	CD4+ Tcm	ARHGDIB
CD7	7.01647615725939e-06	0.811741931971727	0.688	0.213	0.142301152945378	CD4+ Tcm	CD7
BTG1	7.34730738096685e-06	1.00714334875131	1	0.801	0.149010740993389	CD4+ Tcm	BTG1
IL2RG	8.87269258815297e-06	0.864089923169339	0.75	0.271	0.17994707838033	CD4+ Tcm	IL2RG
IL2RB	9.94233370187172e-06	0.690743107885445	0.438	0.098	0.20164046980766	CD4+ Tcm	IL2RB
YWHAB	1.07920887329762e-05	0.762125843341312	1	0.767	0.218874351593489	CD4+ Tcm	YWHAB
HMGB2	1.48115020419313e-05	0.336332257367857	0.812	0.406	0.300392072912408	CD4+ Tcm	HMGB2
FCMR	1.91829158522885e-05	0.642310804503469	0.312	0.06	0.389048716400263	CD4+ Tcm	FCMR
RPS6KA5	2.1466113661466e-05	0.485970048100003	0.375	0.083	0.435354251168193	CD4+ Tcm	RPS6KA5
SRSF7	2.27644249118303e-05	0.810700435221621	0.875	0.55	0.461685301636831	CD4+ Tcm	SRSF7
OAS1	2.58368401300754e-05	1.09924894162957	0.812	0.441	0.523996954678059	CD4+ Tcm	OAS1
PBXIP1	3.21738822078805e-05	0.685902478900152	0.562	0.205	0.652518505058025	CD4+ Tcm	PBXIP1
HLA-A	3.49552137119525e-05	0.624059236066961	1	0.969	0.708926689292109	CD4+ Tcm	HLA-A
PPP2R5C	3.96866501322791e-05	0.784764283417909	0.812	0.448	0.804884951332752	CD4+ Tcm	PPP2R5C
CD52	4.0625552754766e-05	0.479383656235303	0.938	0.353	0.823926835419409	CD4+ Tcm	CD52
ARHGAP25	4.1990753238594e-05	0.365310946029489	0.312	0.06	0.851614466431924	CD4+ Tcm	ARHGAP25
FAM49B	4.23780119340174e-05	0.64655876211835	0.75	0.336	0.859468460033808	CD4+ Tcm	FAM49B
TRAT1	4.28533361166e-05	0.566649992070072	0.312	0.062	0.869108509780764	CD4+ Tcm	TRAT1
SRGN	4.58559674798743e-05	0.476391609102072	0.938	0.605	0.930004876459331	CD4+ Tcm	SRGN
FYB1	4.63194837904894e-05	1.00500130660686	0.688	0.292	0.939405450754915	CD4+ Tcm	FYB1
N4BP2L1	4.91264574195347e-05	0.586056806144357	0.438	0.119	0.996333682925583	CD4+ Tcm	N4BP2L1
SKAP1	5.14927717239811e-05	0.448953555608376	0.562	0.173	1	CD4+ Tcm	SKAP1
RSRP1	5.73157041710968e-05	0.631151725275043	0.812	0.406	1	CD4+ Tcm	RSRP1
NPM1	6.46002493003566e-05	0.566852528657176	1	0.848	1	CD4+ Tcm	NPM1
SOD1	6.99814565650388e-05	0.685588156694954	0.875	0.77	1	CD4+ Tcm	SOD1
GIMAP4	7.59549395588954e-05	0.458465042416652	0.75	0.253	1	CD4+ Tcm	GIMAP4
RPL14	8.12475039908174e-05	0.538225539651419	1	0.927	1	CD4+ Tcm	RPL14
SP110	8.20542047148338e-05	0.855564170699902	0.75	0.42	1	CD4+ Tcm	SP110
TENT5C	8.59686550681339e-05	0.344067973107242	0.312	0.063	1	CD4+ Tcm	TENT5C
RPS4X	8.87445885273879e-05	0.498476613542166	1	0.959	1	CD4+ Tcm	RPS4X
AKTIP	9.67283600383641e-05	0.60571441223708	0.438	0.127	1	CD4+ Tcm	AKTIP
