p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
C1QL4	3.51347714608186e-251	0.835371471664491	0.377	0.003	7.05295402304472e-247	Astrocytes	C1QL4
FAM107A	1.33846250784858e-185	1.34260838335591	0.584	0.021	2.68682963825524e-181	Astrocytes	FAM107A
ID1	1.34713671313957e-134	1.85146996751628	0.688	0.047	2.70424223795638e-130	Astrocytes	ID1
ID3	2.24934251713722e-120	2.96595779418689	0.87	0.099	4.51533016890125e-116	Astrocytes	ID3
BAALC-AS1	4.26287658968966e-101	1.22775264135343	0.442	0.024	8.55729846614302e-97	Astrocytes	BAALC-AS1
AQP4	7.08106675362864e-99	1.86292778416004	0.935	0.144	1.42145334012341e-94	Astrocytes	AQP4
AQP1	9.23996249212301e-91	1.09358210247269	0.39	0.02	1.85483007066877e-86	Astrocytes	AQP1
S100A3	5.90248316437153e-89	0.43170618681064	0.26	0.008	1.18486447041594e-84	Astrocytes	S100A3
FXYD1	1.89057500890095e-84	1.31421090090067	0.688	0.078	3.79514027286776e-80	Astrocytes	FXYD1
HSPB8	4.29521914919438e-81	0.9972706056993	0.468	0.035	8.6222229200928e-77	Astrocytes	HSPB8
GJA1	3.80034884433467e-80	1.12216367675566	0.792	0.108	7.62882027011741e-76	Astrocytes	GJA1
IGFBP7	2.44665893067401e-79	2.06123678786359	0.883	0.162	4.91142313743501e-75	Astrocytes	IGFBP7
VCAM1	2.85228202600154e-66	0.549876362695386	0.273	0.013	5.72567093899549e-62	Astrocytes	VCAM1
MAOB	1.02628860428761e-65	1.15305970059261	0.688	0.1	2.06017174424694e-61	Astrocytes	MAOB
ANOS1	2.21949270302835e-65	0.469896006623807	0.312	0.018	4.45540965205911e-61	Astrocytes	ANOS1
GFAP	4.73669215117832e-65	2.64854362730499	0.987	0.317	9.50843582427536e-61	Astrocytes	GFAP
BBOX1	7.08585624465703e-65	1.02109031343551	0.675	0.1	1.42241478255245e-60	Astrocytes	BBOX1
FGFR3	1.34089938248204e-63	0.330111884782544	0.26	0.012	2.69172142039446e-59	Astrocytes	FGFR3
SERPINA3	1.5393846535986e-61	2.23339047911109	0.948	0.248	3.09016075363382e-57	Astrocytes	SERPINA3
ID4	8.60876907547619e-59	1.62944474302659	0.818	0.182	1.72812430421109e-54	Astrocytes	ID4
MASP1	8.88218085005362e-59	0.784267355844972	0.442	0.043	1.78300898383976e-54	Astrocytes	MASP1
RGMA	4.56540366479224e-56	0.993746122185427	0.766	0.148	9.16459131670394e-52	Astrocytes	RGMA
LIX1	3.8374874411395e-52	0.446137359383006	0.26	0.016	7.70337228934342e-48	Astrocytes	LIX1
PPP1R1B	2.45893118531876e-51	0.506172412038117	0.299	0.021	4.93605846140888e-47	Astrocytes	PPP1R1B
LRRC3B	8.56894188202438e-51	0.549662175264043	0.273	0.018	1.72012939339757e-46	Astrocytes	LRRC3B
NMB	1.01305021960282e-49	1.67061909610774	0.779	0.189	2.0335970108307e-45	Astrocytes	NMB
NKAIN3-IT1	4.93447801559928e-49	0.647236577352615	0.416	0.046	9.90547116851398e-45	Astrocytes	NKAIN3-IT1
ITM2C	1.83028436621458e-48	1.99018826933321	0.974	0.518	3.67411283673914e-44	Astrocytes	ITM2C
