p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
BATF	1.53308198321814e-36	1.93730684860482	0.484	0.035	2.86333722005651e-32	CD4+ Tcm	BATF
TRBC1	2.54517432416774e-27	1.88259750580555	0.387	0.03	4.75362208524809e-23	CD4+ Tcm	TRBC1
RGS1	8.30636707450336e-24	1.90318819466155	0.71	0.128	1.55138017850499e-19	CD4+ Tcm	RGS1
SRGN	1.41608089833765e-21	1.64963242763052	0.903	0.237	2.64481429382522e-17	CD4+ Tcm	SRGN
CD247	1.29768880895588e-18	1.38997389096265	0.355	0.038	2.42369338848689e-14	CD4+ Tcm	CD247
SPOCK2	1.44829291797327e-18	1.56311885003928	0.452	0.063	2.70497668289868e-14	CD4+ Tcm	SPOCK2
GALM	2.62805216045495e-18	1.50910484032065	0.258	0.021	4.90841302008171e-14	CD4+ Tcm	GALM
CD52	1.39493643686638e-16	1.27052347323376	0.484	0.078	2.60532278313534e-12	CD4+ Tcm	CD52
TRAC	1.81280548760507e-16	1.47827564701695	0.419	0.059	3.38577680919999e-12	CD4+ Tcm	TRAC
CD7	6.76461539354784e-15	1.21381180773242	0.516	0.092	1.26342721705293e-10	CD4+ Tcm	CD7
IL32	3.09720259600968e-14	1.90800935336242	0.484	0.094	5.78464528856727e-10	CD4+ Tcm	IL32
TNFRSF4	9.99240529493616e-14	1.43238129497455	0.258	0.028	1.86628153693523e-09	CD4+ Tcm	TNFRSF4
B2M	1.96305820940796e-13	1.31322415796435	1	0.932	3.66640381771125e-09	CD4+ Tcm	B2M
PTPRC	8.2382126425837e-13	1.26997394980818	0.419	0.076	1.53865097525536e-08	CD4+ Tcm	PTPRC
TIGIT	2.71316940928263e-12	1.50915988461421	0.29	0.039	5.06738650571716e-08	CD4+ Tcm	TIGIT
HLA-B	3.57297201804064e-12	1.14096276522564	0.968	0.58	6.6732398380945e-08	CD4+ Tcm	HLA-B
ISG20	5.03849367153532e-12	1.1950427192302	0.613	0.165	9.41039463032652e-08	CD4+ Tcm	ISG20
TMSB4X	1.73639359954225e-11	1.10978145530992	1	0.817	3.24306232586507e-07	CD4+ Tcm	TMSB4X
HLA-C	5.56800397027733e-11	1.23311757007493	0.903	0.588	1.0399361015287e-06	CD4+ Tcm	HLA-C
CD3D	2.9088234126132e-10	1.10917816006936	0.323	0.054	5.43280948773768e-06	CD4+ Tcm	CD3D
GYPC	6.65846866703261e-10	1.41491486954111	0.355	0.072	1.24360219294168e-05	CD4+ Tcm	GYPC
HLA-A	8.77834651318386e-10	1.21701944489343	0.903	0.659	1.63953177826735e-05	CD4+ Tcm	HLA-A
SH2D2A	1.33794543734403e-09	0.993461908745734	0.258	0.04	2.49888069332745e-05	CD4+ Tcm	SH2D2A
DUSP4	3.47083627736085e-09	1.63569355682982	0.355	0.077	6.48248091522686e-05	CD4+ Tcm	DUSP4
ARHGDIB	8.86961022831702e-09	1.33879415183035	0.419	0.109	0.000165657710234277	CD4+ Tcm	ARHGDIB
BTG1	1.47549471535654e-08	1.24391357527681	0.839	0.553	0.000275578147987141	CD4+ Tcm	BTG1
CD2	1.59172108736602e-08	1.39416495461963	0.258	0.044	0.000297285747487351	CD4+ Tcm	CD2
FYB1	2.38738618997218e-08	1.34919441032964	0.258	0.046	0.000445892118701105	CD4+ Tcm	FYB1
DDIT4	3.28360615326141e-08	1.64277546453759	0.613	0.275	0.000613279121244634	CD4+ Tcm	DDIT4
CXCL13	5.17565685172102e-08	1.66898258526551	0.258	0.047	0.000966657430195934	CD4+ Tcm	CXCL13
TSC22D3	6.26028202133894e-08	1.35397495973337	0.645	0.32	0.00116923287312547	CD4+ Tcm	TSC22D3
CYTIP	1.1445357013956e-07	1.24136581827748	0.258	0.05	0.00213764932949656	CD4+ Tcm	CYTIP
TXNIP	2.07713154901067e-07	1.52939670314436	0.452	0.159	0.00387945859408722	CD4+ Tcm	TXNIP
MT1E	2.96553695394807e-07	1.12898444193138	0.29	0.064	0.00553873336888881	CD4+ Tcm	MT1E
CLEC2D	3.15317572274055e-07	1.022408354499	0.258	0.052	0.00588918629736252	CD4+ Tcm	CLEC2D
FXYD5	3.22206836447051e-07	1.15065983018375	0.452	0.152	0.00601785708432157	CD4+ Tcm	FXYD5
BIRC3	3.56288120530497e-07	0.902523671674212	0.355	0.091	0.00665439322714809	CD4+ Tcm	BIRC3
PLAAT4	5.55838794432783e-07	0.975553170619058	0.29	0.066	0.0103814011636211	CD4+ Tcm	PLAAT4
VAMP5	7.28753847823016e-07	0.848703013656751	0.258	0.054	0.0136109356157905	CD4+ Tcm	VAMP5
CST7	1.35435360575001e-06	1.22017142648793	0.29	0.068	0.0252952622945929	CD4+ Tcm	CST7
MALAT1	3.38568216175401e-06	0.525940226386612	1	0.998	0.0632343857350796	CD4+ Tcm	MALAT1
CD37	3.41808402002919e-06	1.01810466573903	0.258	0.059	0.0638395552420851	CD4+ Tcm	CD37
ARID5B	3.59817183528736e-06	1.09692060234773	0.387	0.127	0.067203055367662	CD4+ Tcm	ARID5B
TMSB10	5.84619351106501e-06	0.539121808755251	0.903	0.949	0.109189356206161	CD4+ Tcm	TMSB10
CXCR4	7.52262632357256e-06	1.35028582690029	0.581	0.304	0.140500091845365	CD4+ Tcm	CXCR4
IQGAP2	7.86756278051598e-06	1.16173661489248	0.258	0.065	0.146942470051697	CD4+ Tcm	IQGAP2
SARAF	8.20810036735095e-06	1.5505399972892	0.548	0.295	0.153302690561014	CD4+ Tcm	SARAF
RPL10	9.33236992261947e-06	0.466605264604035	0.968	0.995	0.174300673044764	CD4+ Tcm	RPL10
TRBC2	1.16793057931793e-05	0.754713551906467	0.258	0.061	0.218134394299209	CD4+ Tcm	TRBC2
EEF1D	1.51387047745212e-05	1.06682192629239	0.742	0.699	0.282745589073733	CD4+ Tcm	EEF1D
RPLP1	2.47761640086888e-05	0.351043454405844	1	0.997	0.46274441519028	CD4+ Tcm	RPLP1
FNBP1	4.10573125174278e-05	1.15317436943639	0.29	0.09	0.766827425887999	CD4+ Tcm	FNBP1
GMFG	4.37224160452973e-05	0.949843402894658	0.258	0.071	0.816603564478019	CD4+ Tcm	GMFG
VAMP8	4.63231798949837e-05	0.936715057465736	0.258	0.072	0.865178030898611	CD4+ Tcm	VAMP8
OAZ1	4.76224756414572e-05	0.794721104679485	0.806	0.849	0.889444977555496	CD4+ Tcm	OAZ1
HCST	5.57807894316902e-05	0.653959091294137	0.258	0.07	1	CD4+ Tcm	HCST
PSMB9	9.12128897625706e-05	0.799943728241558	0.355	0.13	1	CD4+ Tcm	PSMB9
GSTK1	0.000115447480831688	0.648431189683746	0.258	0.076	1	CD4+ Tcm	GSTK1
CD74	0.000335855682977068	0.398417376524629	0.581	0.309	1	CD4+ Tcm	CD74
CREM	0.000400777283929317	1.17821962234176	0.387	0.18	1	CD4+ Tcm	CREM
RPL28	0.000429535065108432	0.362015872311827	1	0.994	1	CD4+ Tcm	RPL28
LEPROTL1	0.000509192519484221	1.09317091119177	0.258	0.091	1	CD4+ Tcm	LEPROTL1
