p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
TIMP1	0	3.13597914842356	0.998	0.521	0	Fibroblasts	TIMP1
TAGLN	0	2.5815525325451	0.96	0.281	0	Fibroblasts	TAGLN
MT2A	0	2.36454631808353	1	0.94	0	Fibroblasts	MT2A
LGALS1	0	2.20364205126233	0.999	0.856	0	Fibroblasts	LGALS1
COL1A1	0	2.16502406230217	0.951	0.423	0	Fibroblasts	COL1A1
IGFBP4	0	2.06048776824919	0.982	0.465	0	Fibroblasts	IGFBP4
TFPI2	0	2.05988499823146	0.886	0.244	0	Fibroblasts	TFPI2
IGFBP5	0	1.99474842227735	0.517	0.048	0	Fibroblasts	IGFBP5
COL3A1	0	1.82039414164198	0.782	0.063	0	Fibroblasts	COL3A1
KRT19	0	1.80015433495987	0.58	0.027	0	Fibroblasts	KRT19
DIRAS3	0	1.79889825676998	0.698	0.06	0	Fibroblasts	DIRAS3
ALDH1A3	0	1.79338431442908	0.838	0.092	0	Fibroblasts	ALDH1A3
COL1A2	0	1.78429988231467	0.696	0.052	0	Fibroblasts	COL1A2
LXN	0	1.75765226311149	0.829	0.076	0	Fibroblasts	LXN
NQO1	0	1.67497964760399	0.884	0.292	0	Fibroblasts	NQO1
SERPINE1	0	1.65686542180293	0.998	0.899	0	Fibroblasts	SERPINE1
SPARC	0	1.65550425151096	0.933	0.476	0	Fibroblasts	SPARC
CXCL8	0	1.59728109142394	0.561	0.034	0	Fibroblasts	CXCL8
ITGB1	0	1.57871264240628	0.991	0.843	0	Fibroblasts	ITGB1
LDHA	0	1.56630445717562	0.991	0.809	0	Fibroblasts	LDHA
UBB	0	1.55426850187313	0.792	0.026	0	Fibroblasts	UBB
FGF2	0	1.44963741767459	0.843	0.421	0	Fibroblasts	FGF2
CCDC80	0	1.40993274088259	0.964	0.802	0	Fibroblasts	CCDC80
LMAN1	0	1.40887747508799	0.858	0.287	0	Fibroblasts	LMAN1
PLOD2	0	1.40548002117728	0.774	0.272	0	Fibroblasts	PLOD2
VEGFA	0	1.40071639087088	0.729	0.122	0	Fibroblasts	VEGFA
LOXL2	0	1.39177893160725	0.851	0.35	0	Fibroblasts	LOXL2
CKAP4	0	1.37509675614766	0.896	0.436	0	Fibroblasts	CKAP4
TPM2	0	1.35884249051856	0.962	0.741	0	Fibroblasts	TPM2
IL1B	0	1.34397367294812	0.504	0.02	0	Fibroblasts	IL1B
GSTO1	0	1.33917741662893	0.911	0.533	0	Fibroblasts	GSTO1
TGFBI	0	1.33835527186184	0.992	0.898	0	Fibroblasts	TGFBI
WNT5A	0	1.31698083410259	0.805	0.325	0	Fibroblasts	WNT5A
PGK1	0	1.31180901497184	0.954	0.735	0	Fibroblasts	PGK1
APLP2	0	1.30852907180318	0.92	0.64	0	Fibroblasts	APLP2
CD63	0	1.30828219536839	0.977	0.794	0	Fibroblasts	CD63
ITGA5	0	1.30082757267099	0.687	0.142	0	Fibroblasts	ITGA5
XIST	0	1.28468704543627	0.699	0.025	0	Fibroblasts	XIST
