p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
CNOT6	2.11255048806721e-16	0.872614539543586	0.333	0.005	2.72159879377699e-12	CD4+ naive T cells	CNOT6
MIB1	2.81790028274075e-13	0.813676562365663	0.333	0.007	3.63030093425491e-09	CD4+ naive T cells	MIB1
CCR7	1.53734502763796e-11	1.33710171265849	0.833	0.07	1.98056159910599e-07	CD4+ naive T cells	CCR7
STMN3	9.94091205167092e-10	0.763964142835209	0.333	0.012	1.28068769961676e-05	CD4+ naive T cells	STMN3
IRS2	9.37775265368468e-09	0.802513916678252	0.5	0.034	0.00012081358743742	CD4+ naive T cells	IRS2
PGGHG	1.46782284653589e-08	0.636628165355255	0.333	0.015	0.000189099617319219	CD4+ naive T cells	PGGHG
AP3M2	2.59705503696233e-08	1.14542703147977	0.5	0.039	0.000334578600411857	CD4+ naive T cells	AP3M2
PASK	2.8117194293534e-08	0.911247284304796	0.5	0.036	0.000362233814083598	CD4+ naive T cells	PASK
GTF2E1	3.78673189864405e-07	1.08870531106815	0.333	0.019	0.00487844670502313	CD4+ naive T cells	GTF2E1
ZNF76	4.05122760251704e-07	0.710109648530177	0.333	0.019	0.0052191965203227	CD4+ naive T cells	ZNF76
LPAR6	5.14748882695802e-07	0.902798955299684	0.5	0.046	0.00663150985577002	CD4+ naive T cells	LPAR6
AL627171.1	6.46419617455254e-07	1.10958706588275	0.5	0.046	0.00832782393167604	CD4+ naive T cells	AL627171.1
RIC3	1.68848467668943e-06	0.924087648618769	0.333	0.022	0.0217527480897899	CD4+ naive T cells	RIC3
LTB	2.93968064335603e-06	1.23132125611732	1	0.215	0.0378719057283557	CD4+ naive T cells	LTB
NIFK	3.60040881113581e-06	1.00683554462842	0.667	0.102	0.0463840667138627	CD4+ naive T cells	NIFK
KLF2	5.88523393061666e-06	0.74363868591524	0.333	0.024	0.0758194687281344	CD4+ naive T cells	KLF2
HAUS6	5.88523393061666e-06	0.586928482766259	0.333	0.024	0.0758194687281344	CD4+ naive T cells	HAUS6
FXYD1	7.34416170830198e-06	0.667403381203748	0.333	0.024	0.0946148352880544	CD4+ naive T cells	FXYD1
IL7R	1.55032637147643e-05	0.926602516580616	1	0.24	0.199728546437309	CD4+ naive T cells	IL7R
CDADC1	1.78547517140864e-05	0.568234161223652	0.333	0.027	0.230022766332575	CD4+ naive T cells	CDADC1
SLC2A3	2.18541473642257e-05	0.766714847838168	0.833	0.16	0.28154698049332	CD4+ naive T cells	SLC2A3
DMTF1	2.74536975533804e-05	0.767308389221881	0.333	0.029	0.353685985580199	CD4+ naive T cells	DMTF1
EEPD1	3.02193210420744e-05	0.618615097569674	0.333	0.029	0.389315512985045	CD4+ naive T cells	EEPD1
DIS3L2	3.1699508134058e-05	0.816408149976209	0.333	0.029	0.40838476329107	CD4+ naive T cells	DIS3L2
ARFGAP2	6.88763972832756e-05	1.19765372030923	0.667	0.128	0.887334626200439	CD4+ naive T cells	ARFGAP2
FXYD5	6.97258499405447e-05	1.2431339912472	1	0.588	0.898278124784038	CD4+ naive T cells	FXYD5
EEF1G	7.02538321168661e-05	1.82831237873575	1	0.923	0.905080119161586	CD4+ naive T cells	EEF1G
PMPCB	8.38578101546262e-05	1.062931805354	0.667	0.133	1	CD4+ naive T cells	PMPCB
TMEM71	9.6961596173967e-05	0.563217146599545	0.333	0.031	1	CD4+ naive T cells	TMEM71
TRAF5	0.00011790448866311	0.729157586958214	0.333	0.034	1	CD4+ naive T cells	TRAF5
RPL31	0.000145588271004572	1.19567734900105	1	0.935	1	CD4+ naive T cells	RPL31
RPS6	0.000154061034505109	1.00737174493615	1	0.971	1	CD4+ naive T cells	RPS6
RPL10	0.000162719124973498	0.868519563610576	1	0.985	1	CD4+ naive T cells	RPL10
RPL3	0.000169456890245294	0.829244069790244	1	0.969	1	CD4+ naive T cells	RPL3
RPS27	0.00017651348692366	0.925102500508075	1	0.976	1	CD4+ naive T cells	RPS27
RPL9	0.000185048925215981	1.02352011800141	1	0.901	1	CD4+ naive T cells	RPL9
MINCR	0.000199120409755933	0.825994984722755	0.333	0.036	1	CD4+ naive T cells	MINCR
RPS13	0.000218259431525277	0.970719759233051	1	0.867	1	CD4+ naive T cells	RPS13
JUNB	0.000220148000971165	1.69942430613403	1	0.78	1	CD4+ naive T cells	JUNB
SHISAL2A	0.000232872532006325	0.702726238119145	0.333	0.036	1	CD4+ naive T cells	SHISAL2A
RPS4X	0.000237094906588916	0.829185212346627	1	0.964	1	CD4+ naive T cells	RPS4X
RPL32	0.000256818919379496	0.744001288915273	1	0.983	1	CD4+ naive T cells	RPL32
RPL13	0.000256822501309121	1.03128226064737	1	0.985	1	CD4+ naive T cells	RPL13
EEF1A1	0.000274255578434045	0.899035311186133	1	0.961	1	CD4+ naive T cells	EEF1A1
FAM43A	0.00030518301246324	0.523886196030705	0.333	0.036	1	CD4+ naive T cells	FAM43A
RPS12	0.000316900583976571	0.813493395610277	1	0.969	1	CD4+ naive T cells	RPS12
OSTM1	0.00035512393482813	0.590037036244535	0.333	0.039	1	CD4+ naive T cells	OSTM1
RPL19	0.000356337957049262	0.915624080448957	1	0.983	1	CD4+ naive T cells	RPL19
RPL18A	0.000415985774820461	0.741895384157499	1	0.981	1	CD4+ naive T cells	RPL18A
RPS8	0.00042097051177696	0.75387455757648	1	0.947	1	CD4+ naive T cells	RPS8
RPL7A	0.000425160322913996	0.703401634298059	1	0.915	1	CD4+ naive T cells	RPL7A
RPL11	0.000437792964425485	0.869770037580769	1	0.969	1	CD4+ naive T cells	RPL11
RPL13A	0.000454983781587402	0.718595928193225	1	0.993	1	CD4+ naive T cells	RPL13A
RMND1	0.000475764390666458	0.499131154240298	0.333	0.039	1	CD4+ naive T cells	RMND1
RPS16	0.000493802679004007	0.991569334188611	1	0.949	1	CD4+ naive T cells	RPS16
GAS5	0.000517738866184799	0.972558292341963	1	0.54	1	CD4+ naive T cells	GAS5
RPL6	0.000550103442405503	0.789425940527539	1	0.964	1	CD4+ naive T cells	RPL6
RPLP2	0.000556952629559389	0.66881538368295	1	0.956	1	CD4+ naive T cells	RPLP2
ZFP36L2	0.00057846610942452	0.989242954027092	1	0.475	1	CD4+ naive T cells	ZFP36L2
RPL14	0.00066299577733428	0.751867741187181	1	0.939	1	CD4+ naive T cells	RPL14
RPS5	0.00068804696536781	0.682881304765136	1	0.937	1	CD4+ naive T cells	RPS5
RPL30	0.00069267596621323	0.833790968833731	1	0.893	1	CD4+ naive T cells	RPL30
RPS28	0.000697418851508149	0.719387805931939	1	0.961	1	CD4+ naive T cells	RPS28
RPL10A	0.000758391451889504	0.573073261679624	1	0.92	1	CD4+ naive T cells	RPL10A
FOS	0.000759656936419455	0.99308161587213	1	0.571	1	CD4+ naive T cells	FOS
RPL34	0.000788547081186863	0.822630319795771	1	0.947	1	CD4+ naive T cells	RPL34
TXNIP	0.000812923556700184	0.846254216556743	1	0.545	1	CD4+ naive T cells	TXNIP
RPL7	0.000848575956998208	0.712726462365064	1	0.944	1	CD4+ naive T cells	RPL7
PPM1K	0.000874551669832923	0.863911371785532	0.5	0.099	1	CD4+ naive T cells	PPM1K
RPS3	0.000947630435160332	0.683341300932479	1	0.976	1	CD4+ naive T cells	RPS3
SNHG6	0.00103160840732856	0.676439567061293	1	0.363	1	CD4+ naive T cells	SNHG6
RACK1	0.00110241984113059	0.73494269489083	1	0.901	1	CD4+ naive T cells	RACK1
RPS25	0.00110745916884466	0.664379016230908	1	0.947	1	CD4+ naive T cells	RPS25
RPS18	0.00110833719982208	0.577241928932827	1	0.981	1	CD4+ naive T cells	RPS18
LEPROTL1	0.0011669761212587	0.926640880121063	0.833	0.288	1	CD4+ naive T cells	LEPROTL1
ARID1B	0.00128293647935673	0.858043114187401	0.333	0.048	1	CD4+ naive T cells	ARID1B
RPL21	0.0013066439122785	0.786636525622158	1	0.927	1	CD4+ naive T cells	RPL21
RPL18	0.00131650849944066	0.594635446396568	1	0.956	1	CD4+ naive T cells	RPL18
BTG2	0.0013374468606126	1.21256221083459	0.833	0.341	1	CD4+ naive T cells	BTG2
SNHG29	0.00142753381520697	0.750088191251858	1	0.649	1	CD4+ naive T cells	SNHG29
RPS3A	0.00147048584985381	0.617129472108961	1	0.932	1	CD4+ naive T cells	RPS3A
RPS23	0.00148806877726654	0.625542109070884	1	0.935	1	CD4+ naive T cells	RPS23
PABPC1	0.00149965230763048	1.07432913961483	1	0.724	1	CD4+ naive T cells	PABPC1
GIMAP6	0.00158706666248695	0.68577453280997	0.333	0.048	1	CD4+ naive T cells	GIMAP6
RPL23A	0.00165364394176213	0.590091635335702	1	0.944	1	CD4+ naive T cells	RPL23A
RPS14	0.00167440774358744	0.629857428655829	1	0.985	1	CD4+ naive T cells	RPS14
SMCHD1	0.00189294438803548	0.729800934451125	0.5	0.104	1	CD4+ naive T cells	SMCHD1
RPS2	0.00205961167343604	0.456880268600516	1	0.995	1	CD4+ naive T cells	RPS2
RPS29	0.00206961790358173	0.667582083519791	1	0.944	1	CD4+ naive T cells	RPS29
RPSA	0.00211263027066051	0.764132455126021	1	0.879	1	CD4+ naive T cells	RPSA
YWHAE	0.0021707318940365	0.797339587486716	0.667	0.208	1	CD4+ naive T cells	YWHAE
SELL	0.00219711726713333	1.29832285298019	0.5	0.119	1	CD4+ naive T cells	SELL
DUSP1	0.00228898073779755	0.84334041819562	1	0.632	1	CD4+ naive T cells	DUSP1
TCF7	0.00229151029399348	0.659900607643394	0.333	0.051	1	CD4+ naive T cells	TCF7
PNRC2	0.0028517362794455	0.866536852314337	0.5	0.123	1	CD4+ naive T cells	PNRC2
RPL27	0.00292636982342706	0.459438100181454	1	0.879	1	CD4+ naive T cells	RPL27
EPB41	0.00374229345434699	0.628320733623455	0.333	0.056	1	CD4+ naive T cells	EPB41
RPL36	0.0038770813738726	0.497971939694823	1	0.969	1	CD4+ naive T cells	RPL36
SARAF	0.00394529004385444	1.46539934316173	0.833	0.61	1	CD4+ naive T cells	SARAF
RPL17	0.00438458126440596	0.577674432827288	1	0.949	1	CD4+ naive T cells	RPL17
RPL12	0.00450539236229616	0.53245304783043	1	0.981	1	CD4+ naive T cells	RPL12
OTULINL	0.00465438545600788	0.592785523012602	0.333	0.058	1	CD4+ naive T cells	OTULINL
SF3A1	0.00479631439137688	0.851112587193955	0.333	0.061	1	CD4+ naive T cells	SF3A1
