p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
DPP4	8.41213696781949e-263	1.08558843441613	0.267	0	1.12798344601492e-258	CD4+ Tcm	DPP4
CCR7	4.7150242798368e-228	1.42188714183849	0.333	0.001	6.32237605683317e-224	CD4+ Tcm	CCR7
IL7R	8.93914752097861e-187	1.67806439200289	0.533	0.004	1.19865029108802e-182	CD4+ Tcm	IL7R
MAL	4.41742467019419e-144	1.53645604956645	0.467	0.004	5.92332474026339e-140	CD4+ Tcm	MAL
ARL4C	1.32148239700225e-138	1.60449129928122	0.467	0.004	1.77197574614032e-134	CD4+ Tcm	ARL4C
IL32	7.71164882681387e-83	2.5732067650517	0.667	0.016	1.03405499118747e-78	CD4+ Tcm	IL32
CD40LG	7.71668181386405e-83	1.59214326677086	0.267	0.002	1.03472986442103e-78	CD4+ Tcm	CD40LG
SKAP1	3.77952545517044e-80	1.3882191085514	0.4	0.006	5.06796568283804e-76	CD4+ Tcm	SKAP1
KLF2	1.78201371131878e-67	1.82704754015796	0.467	0.009	2.38950218550735e-63	CD4+ Tcm	KLF2
ANXA5	4.33053538767025e-66	1.11179760970879	0.267	0.003	5.80681490132704e-62	CD4+ Tcm	ANXA5
CD3E	1.95051789524736e-59	1.860447311737	0.467	0.011	2.61544944573719e-55	CD4+ Tcm	CD3E
NCF1	1.8460063317592e-54	1.44167938099204	0.333	0.006	2.47530989025591e-50	CD4+ Tcm	NCF1
LCK	5.44131371049708e-54	1.99862403126542	0.467	0.012	7.29625755440553e-50	CD4+ Tcm	LCK
RGCC	3.95581338744604e-53	1.22621881116109	0.267	0.004	5.3043501712264e-49	CD4+ Tcm	RGCC
CD3G	5.64554253249567e-48	1.39222480869868	0.333	0.007	7.57010798182344e-44	CD4+ Tcm	CD3G
ZAP70	3.53156504461306e-45	1.26436944143018	0.333	0.007	4.73547556832165e-41	CD4+ Tcm	ZAP70
GZMM	4.78666803683995e-39	1.15677225597549	0.267	0.005	6.41844317059868e-35	CD4+ Tcm	GZMM
CD27	3.85247336709392e-35	1.46640600536289	0.267	0.006	5.16578153793623e-31	CD4+ Tcm	CD27
ABLIM1	6.67156210331855e-26	1.07836209866212	0.267	0.009	8.94589762433984e-22	CD4+ Tcm	ABLIM1
CAST	3.10628160740772e-25	1.31964865382477	0.333	0.014	4.16521300737302e-21	CD4+ Tcm	CAST
VIM	1.78652532806054e-21	2.40299917969149	0.867	0.129	2.39555181239638e-17	CD4+ Tcm	VIM
LTB	2.61793596347181e-21	3.78274747597544	1	0.201	3.51039033341935e-17	CD4+ Tcm	LTB
ISG20	1.01966391718176e-20	1.26795349866956	0.4	0.025	1.36726734654902e-16	CD4+ Tcm	ISG20
AES	1.04738568507103e-14	1.39140277856627	0.467	0.049	1.40443946511174e-10	CD4+ Tcm	AES
CD3D	2.26916227786433e-14	1.94240525055689	0.867	0.211	3.04271969838827e-10	CD4+ Tcm	CD3D
SAMHD1	3.59566812110967e-13	1.06359031248491	0.267	0.018	4.82143138359596e-09	CD4+ Tcm	SAMHD1
HLA-F	5.61279792495712e-13	1.16161907088196	0.333	0.028	7.526200737575e-09	CD4+ Tcm	HLA-F
TUBA4A	2.5482930591285e-12	1.37220651118571	0.333	0.03	3.4170061629854e-08	CD4+ Tcm	TUBA4A
JUN	7.05183182498629e-12	1.83580469785668	1	0.449	9.45580129412412e-08	CD4+ Tcm	JUN
S100A6	7.98552805559128e-12	1.79787365719883	1	0.512	1.07077945697423e-07	CD4+ Tcm	S100A6
CXCR4	1.1694678190763e-11	1.63083067745684	1	0.437	1.56813939859942e-07	CD4+ Tcm	CXCR4
BTG1	4.79002216189047e-11	1.83997023582306	1	0.708	6.42294071687894e-07	CD4+ Tcm	BTG1
B2M	4.91538678111148e-11	1.43534322801043	1	0.993	6.59104213479238e-07	CD4+ Tcm	B2M
RCAN3	1.47594917809465e-10	1.41604432740766	0.533	0.094	1.97910025290712e-06	CD4+ Tcm	RCAN3
ALOX5AP	1.86365517536478e-10	1.2152616130913	0.4	0.05	2.49897522464664e-06	CD4+ Tcm	ALOX5AP
TMSB10	2.65008213629758e-10	1.08968241858657	1	0.986	3.55349513656143e-06	CD4+ Tcm	TMSB10
TPT1	2.82561501223732e-10	0.909607230010928	1	0.988	3.78886716990903e-06	CD4+ Tcm	TPT1
