p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
AXL	2.18468144418342e-69	1.15200692096109	0.952	0.045	4.40409932332935e-65	Dendritic cells	AXL
NCF4	9.13987824463569e-64	0.625785063380095	0.762	0.029	1.84250805533611e-59	Dendritic cells	NCF4
FAM26F	1.37243479461895e-63	1.05463073531066	0.905	0.044	2.76669130247233e-59	Dendritic cells	FAM26F
PLEK	6.0704239491025e-63	0.679063824768453	0.81	0.033	1.22373676389957e-58	Dendritic cells	PLEK
FCGR2B	1.10886246940578e-61	1.44139450294861	0.905	0.047	2.2353558520751e-57	Dendritic cells	FCGR2B
CD1E	1.27610768803763e-61	1.46087874727748	0.714	0.027	2.57250548831505e-57	Dendritic cells	CD1E
CD1C	8.74976912433849e-61	1.5802224834079	0.762	0.032	1.7638659577754e-56	Dendritic cells	CD1C
MARCH1	4.37748661268855e-59	0.677984577011715	0.762	0.032	8.82457526251886e-55	Dendritic cells	MARCH1
FGL2	3.44316566838256e-58	0.995232947666389	0.905	0.05	6.9410776708924e-54	Dendritic cells	FGL2
MNDA	1.15396342344393e-57	1.49619234244162	0.905	0.05	2.32627486532061e-53	Dendritic cells	MNDA
SPI1	2.10957079815924e-57	1.71153035219801	1	0.065	4.25268377200922e-53	Dendritic cells	SPI1
CYBB	6.14081410033282e-57	1.17853123815151	0.952	0.058	1.23792671448609e-52	Dendritic cells	CYBB
BTK	4.12076248006097e-56	0.44434186279432	0.571	0.017	8.3070450835549e-52	Dendritic cells	BTK
LILRB1	6.46264589670397e-56	0.477222404066169	0.524	0.014	1.30280478631655e-51	Dendritic cells	LILRB1
CST7	5.21819221449996e-55	0.855130757580718	0.714	0.031	1.05193536852105e-50	Dendritic cells	CST7
A2M	2.77235273288257e-54	0.775184640156317	0.667	0.026	5.58878587421798e-50	Dendritic cells	A2M
HCLS1	2.2030405411567e-53	0.93875122881927	0.857	0.05	4.44110942691779e-49	Dendritic cells	HCLS1
GMFG	2.22822585268393e-53	1.20454556377039	0.952	0.062	4.49188049642554e-49	Dendritic cells	GMFG
CSF1R	3.72396747857362e-52	1.14458229895464	0.81	0.045	7.50714604005656e-48	Dendritic cells	CSF1R
CLECL1	1.09360358490664e-51	0.583104156938047	0.619	0.024	2.20459546681329e-47	Dendritic cells	CLECL1
CD86	1.50066635509401e-51	0.886963544831432	0.714	0.035	3.02519330523401e-47	Dendritic cells	CD86
CLEC10A	4.63106913550927e-51	1.18273498700996	0.714	0.034	9.33577227027313e-47	Dendritic cells	CLEC10A
FCGR2A	5.5533416926575e-51	1.2501946337587	0.857	0.053	1.11949815182283e-46	Dendritic cells	FCGR2A
CACNA2D4	1.21136035538847e-50	0.333568660760319	0.476	0.013	2.44198134042762e-46	Dendritic cells	CACNA2D4
CLEC2B	1.26988006916118e-50	0.948669392126956	0.857	0.053	2.55995123142202e-46	Dendritic cells	CLEC2B
PTPRC	3.95645240849986e-50	1.07685681386597	0.905	0.059	7.97581241029487e-46	Dendritic cells	PTPRC
LST1	3.52283924716841e-49	1.8508552970235	1	0.08	7.1016916383668e-45	Dendritic cells	LST1
HAMP	7.1374379858378e-49	1.54737015489398	0.667	0.031	1.43883612356504e-44	Dendritic cells	HAMP
CD40	1.31623110695449e-48	0.763071670069808	0.762	0.043	2.65339028850955e-44	Dendritic cells	CD40
IGSF6	1.54241682061809e-48	1.3450865588723	0.857	0.055	3.109358068684e-44	Dendritic cells	IGSF6
