p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
IL1B	2.06606304657366e-106	3.27226146565899	0.895	0.023	3.68771593182933e-102	Dendritic cells	IL1B
CCL3L1	3.10845066504715e-105	3.7999543249707	1	0.037	5.54827359204266e-101	Dendritic cells	CCL3L1
PLEK	6.04802124102033e-100	2.58313963821382	0.868	0.024	1.07951131130972e-95	Dendritic cells	PLEK
FCGR2A	2.01037181892064e-99	2.33514064244233	0.947	0.033	3.58831265959145e-95	Dendritic cells	FCGR2A
C1QB	2.09492130652134e-99	2.46435258828661	0.921	0.029	3.73922504000993e-95	Dendritic cells	C1QB
GPR183	4.37611814083727e-99	2.64850532851865	0.868	0.024	7.81093326958044e-95	Dendritic cells	GPR183
TYROBP	3.5319024540184e-96	2.49951719670685	0.947	0.034	6.30409269017745e-92	Dendritic cells	TYROBP
CCL3	1.58707468810339e-91	3.57218766928746	1	0.05	2.83276961079574e-87	Dendritic cells	CCL3
C1QA	1.47614433301239e-90	2.36251536094758	0.868	0.029	2.63477001999381e-86	Dendritic cells	C1QA
C1QC	3.28586614848427e-90	2.20466039553503	0.842	0.027	5.86494248842958e-86	Dendritic cells	C1QC
FCER1G	3.50062341595492e-85	2.01012825429712	0.816	0.028	6.24826273513793e-81	Dendritic cells	FCER1G
CXCL8	2.64703973294838e-83	3.36896535445094	1	0.061	4.72470121933957e-79	Dendritic cells	CXCL8
CCL4	7.49389687740957e-82	3.38469057265371	0.868	0.039	1.33758565364883e-77	Dendritic cells	CCL4
LAPTM5	2.79703038051475e-81	1.85986701898811	0.868	0.037	4.99241952618078e-77	Dendritic cells	LAPTM5
CD83	1.26664913920828e-80	2.54003561622977	0.947	0.055	2.26084204857285e-76	Dendritic cells	CD83
CCL4L2	1.32682887393733e-78	3.53025165070492	0.816	0.035	2.36825685709074e-74	Dendritic cells	CCL4L2
RGS1	9.75978701410815e-78	2.64354335046537	0.895	0.045	1.74202438414816e-73	Dendritic cells	RGS1
BCL2A1	3.89781827806512e-77	2.35622293648177	0.579	0.01	6.95721584451843e-73	Dendritic cells	BCL2A1
LYZ	3.94272227169633e-76	1.44694144450737	0.711	0.022	7.03736498275078e-72	Dendritic cells	LYZ
HLA-DQA1	7.98268628918786e-75	2.12532999845429	0.868	0.045	1.42482967575714e-70	Dendritic cells	HLA-DQA1
HLA-DQB1	9.10566942932715e-74	2.37236543138242	0.947	0.062	1.6252709364406e-69	Dendritic cells	HLA-DQB1
MSR1	2.2084818697359e-72	1.71490691844842	0.684	0.022	3.94191928929161e-68	Dendritic cells	MSR1
AIF1	4.16050286985905e-72	1.8219277577074	0.737	0.028	7.42608157241143e-68	Dendritic cells	AIF1
LCP2	1.35128649941713e-68	1.60840155180754	0.579	0.015	2.41191127280963e-64	Dendritic cells	LCP2
TNF	8.13188932263493e-68	2.49160420916814	0.711	0.031	1.45146092519711e-63	Dendritic cells	TNF
C5AR1	5.53488938658451e-67	1.898186953428	0.632	0.021	9.8792240661147e-63	Dendritic cells	C5AR1
MS4A7	1.94510687859835e-64	1.85470534382659	0.684	0.028	3.47182126761019e-60	Dendritic cells	MS4A7
ITGAX	2.29672882669743e-63	1.13888264515502	0.447	0.006	4.09943128277225e-59	Dendritic cells	ITGAX
CSF1R	3.38910940494804e-59	1.34554659913605	0.526	0.015	6.04922137689175e-55	Dendritic cells	CSF1R
PLAUR	5.66573997584585e-59	2.66724622004673	0.868	0.073	1.01127792828873e-54	Dendritic cells	PLAUR
MRC1	8.22924678727101e-58	1.5280347742824	0.447	0.009	1.46883825906e-53	Dendritic cells	MRC1
LST1	2.94584487702561e-57	1.43382603566119	0.526	0.016	5.25803852100301e-53	Dendritic cells	LST1
LUCAT1	2.54156399213608e-56	1.74811772257946	0.632	0.029	4.53643756956369e-52	Dendritic cells	LUCAT1
NLRP3	3.57579659015359e-55	1.50790747007639	0.5	0.015	6.38243933376514e-51	Dendritic cells	NLRP3
OLR1	9.13425862784509e-54	2.00999627800043	0.5	0.016	1.63037382248407e-49	Dendritic cells	OLR1
FCGR3A	1.05192019358235e-53	1.54566846589949	0.579	0.024	1.87757235352514e-49	Dendritic cells	FCGR3A
HLA-DRA	4.29316990921673e-52	2.7595652950858	1	0.135	7.66287897096094e-48	Dendritic cells	HLA-DRA
MS4A6A	3.01531243804307e-51	1.56413958553186	0.5	0.017	5.38203117066308e-47	Dendritic cells	MS4A6A
MMP9	4.59482038866205e-51	1.48879348203609	0.342	0.004	8.20129491172289e-47	Dendritic cells	MMP9
ITGB2	2.89460624757148e-49	1.27396952168334	0.474	0.016	5.16658269129033e-45	Dendritic cells	ITGB2
CD84	6.46865051462272e-49	1.16129388263947	0.421	0.011	1.15458943035501e-44	Dendritic cells	CD84
CXCL3	1.44627801144325e-47	2.47594714308708	0.816	0.083	2.58146162262506e-43	Dendritic cells	CXCL3
HCST	2.6846591886877e-47	1.21199356944265	0.526	0.023	4.79184818588867e-43	Dendritic cells	HCST
SPP1	3.11902672631222e-46	2.38385114339135	0.579	0.033	5.56715080379469e-42	Dendritic cells	SPP1
ALOX5AP	3.30755753293138e-45	1.3191220362939	0.553	0.029	5.90365944052922e-41	Dendritic cells	ALOX5AP
HLA-DPB1	1.11829107155038e-44	2.47623839695981	0.974	0.155	1.99603773361028e-40	Dendritic cells	HLA-DPB1
PTPRC	5.15493625967257e-44	1.10642332107295	0.474	0.02	9.20104572988957e-40	Dendritic cells	PTPRC
HLA-DRB5	1.89292187025349e-43	2.18357430770707	0.974	0.157	3.37867624621546e-39	Dendritic cells	HLA-DRB5
