p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
GJB6	8.27168176634224e-136	2.29708807985367	0.92	0.004	2.99186729488599e-131	Astrocytes	GJB6
PPP1R1B	8.26409702101098e-129	1.77784795780986	0.96	0.008	2.98912389249967e-124	Astrocytes	PPP1R1B
ETNPPL	8.54164037706993e-128	3.10483215451396	1	0.011	3.08951132438619e-123	Astrocytes	ETNPPL
SLC39A12	3.91611781538149e-122	1.26991410316061	0.84	0.004	1.41645981382348e-117	Astrocytes	SLC39A12
LINC00499	1.1388372766833e-110	0.786110778901137	0.8	0.005	4.11917442976351e-106	Astrocytes	LINC00499
NTSR2	6.07733344878802e-109	1.4939985468489	0.76	0.004	2.19817150842663e-104	Astrocytes	NTSR2
CPNE6	2.56378416425374e-108	2.20520896920829	0.84	0.008	9.27320732210576e-104	Astrocytes	CPNE6
WIF1	1.24129712800714e-93	2.33447657476272	0.72	0.007	4.48977171200183e-89	Astrocytes	WIF1
HHATL	4.20203128649802e-89	2.0100283911865	0.84	0.016	1.51987471632633e-84	Astrocytes	HHATL
GRM3	8.7876472928026e-89	1.79743358485734	0.84	0.016	3.1784920258067e-84	Astrocytes	GRM3
PRDM16-DT	3.61295954144408e-76	0.535110904738634	0.64	0.008	1.30680746614032e-71	Astrocytes	PRDM16-DT
C16orf89	3.62946095497442e-76	1.25604626824303	0.68	0.011	1.31277602741425e-71	Astrocytes	C16orf89
SNCG	5.81511786370882e-70	0.518484163661354	0.52	0.004	2.10332813130348e-65	Astrocytes	SNCG
GABRA2	6.62596326849838e-68	1.94550664850403	0.84	0.031	2.39661091421587e-63	Astrocytes	GABRA2
GABRG1	2.5424678027456e-67	0.87799353929711	0.64	0.012	9.19610604253083e-63	Astrocytes	GABRG1
STOX1	1.09434528154527e-66	0.788775040756647	0.64	0.012	3.95824688334923e-62	Astrocytes	STOX1
FBXO2	1.42179496359567e-65	1.50946861884843	0.84	0.033	5.14263238332553e-61	Astrocytes	FBXO2
HSPB8	2.17614816060304e-65	1.47560365463997	0.84	0.031	7.87112789690118e-61	Astrocytes	HSPB8
GRIN2C	7.13799326961135e-64	0.644149737182853	0.76	0.025	2.58181216561843e-59	Astrocytes	GRIN2C
SPON1	3.08270767798611e-63	1.96895072200373	0.84	0.036	1.11501536712758e-58	Astrocytes	SPON1
COL5A3	1.16959260219748e-60	0.554905135872859	0.88	0.042	4.23041644214828e-56	Astrocytes	COL5A3
OAF	6.80359168803098e-60	1.10483162356763	0.92	0.049	2.46085911356081e-55	Astrocytes	OAF
MMP28	3.86752951781166e-59	1.25868131742763	0.72	0.025	1.39888542659248e-54	Astrocytes	MMP28
ACBD7	1.20955543930315e-58	0.323522196209015	0.56	0.011	4.37496202395948e-54	Astrocytes	ACBD7
SLC13A5	1.23384041425464e-58	1.17078679412818	0.52	0.008	4.46280077835903e-54	Astrocytes	SLC13A5
AL109809.1	1.63148472585291e-57	0.827236954793781	0.64	0.018	5.90108025340998e-53	Astrocytes	AL109809.1
IRAG1	7.90742781503704e-56	1.07586189747433	0.72	0.027	2.8601166406989e-51	Astrocytes	IRAG1
IQCA1	8.06023434412787e-56	0.894021317323721	0.52	0.01	2.91538676227105e-51	Astrocytes	IQCA1
RNF182	7.82781761664756e-54	0.555497390991156	0.36	0.001	2.83132163194142e-49	Astrocytes	RNF182
ADGRV1	5.23498282605367e-52	2.7417455134659	1	0.087	1.89349328818361e-47	Astrocytes	ADGRV1
PPP1R3C	2.25813613532755e-51	1.40671368041786	0.8	0.042	8.16767840147977e-47	Astrocytes	PPP1R3C
ACSBG1	6.47096939106227e-51	1.40310187567922	0.72	0.033	2.34054962874722e-46	Astrocytes	ACSBG1
SLC14A1	1.09867989986284e-50	1.5373648259484	0.8	0.044	3.97392519780389e-46	Astrocytes	SLC14A1
RANBP3L	3.71617708487776e-50	1.09913755375053	0.88	0.059	1.34414125160028e-45	Astrocytes	RANBP3L
