p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
IL7R	9.57421803900065e-44	1.61559638819623	0.718	0.085	2.05338254282447e-39	CD4+ naive T cells	IL7R
CD3D	9.74336530325014e-33	1.41182843934529	0.667	0.097	2.08965955658806e-28	CD4+ naive T cells	CD3D
CCR7	6.52279657057182e-31	1.4778964496965	0.513	0.062	1.39894418049054e-26	CD4+ naive T cells	CCR7
LTB	1.22376054247675e-28	1.26543474538858	0.744	0.127	2.6245992354499e-24	CD4+ naive T cells	LTB
CD3E	2.13907328658473e-24	1.25091710449604	0.795	0.169	4.58767047773826e-20	CD4+ naive T cells	CD3E
CD7	2.24357779235631e-24	1.15670162251441	0.718	0.137	4.81180129126658e-20	CD4+ naive T cells	CD7
PIK3IP1	8.70440247710602e-24	1.15393996149449	0.436	0.058	1.86683319926493e-19	CD4+ naive T cells	PIK3IP1
FXYD5	1.23588519745747e-23	1.51462510785545	0.795	0.204	2.65060298298704e-19	CD4+ naive T cells	FXYD5
CD69	2.91410477195124e-21	1.22742074339158	0.744	0.171	6.24988050440382e-17	CD4+ naive T cells	CD69
FYB1	5.44737587615777e-21	1.21537981088774	0.59	0.114	1.16829870415956e-16	CD4+ naive T cells	FYB1
SRGN	1.38144976021643e-20	1.11100037457821	0.923	0.257	2.96279530073618e-16	CD4+ naive T cells	SRGN
SLC2A3	2.60493546231549e-20	1.58115239759086	0.718	0.182	5.58680508602804e-16	CD4+ naive T cells	SLC2A3
ARHGDIB	1.28746645321126e-19	1.26223718923993	0.821	0.238	2.76122930220219e-15	CD4+ naive T cells	ARHGDIB
ZFP36	4.43444130099364e-19	1.10285852821986	0.872	0.261	9.51054625824106e-15	CD4+ naive T cells	ZFP36
PTPRC	7.82785814517932e-19	1.04976932336508	0.718	0.177	1.67884073639661e-14	CD4+ naive T cells	PTPRC
IL32	1.06991452967855e-18	0.873452334904951	0.744	0.172	2.29464569180158e-14	CD4+ naive T cells	IL32
LEF1	1.48610163430723e-18	0.962351258747389	0.359	0.051	3.18724217509871e-14	CD4+ naive T cells	LEF1
ZFP36L2	8.71025302741444e-18	1.54591829285792	0.872	0.365	1.86808796678957e-13	CD4+ naive T cells	ZFP36L2
SARAF	1.24194316964078e-17	1.28739386021198	0.974	0.703	2.66359551592859e-13	CD4+ naive T cells	SARAF
IFITM1	1.52008731408053e-17	0.960527912585288	0.59	0.127	3.26013126250852e-13	CD4+ naive T cells	IFITM1
RPL10	3.16538671968714e-17	0.76495469416211	1	0.998	6.788804897713e-13	CD4+ naive T cells	RPL10
RHOH	4.03801134622068e-17	1.15321016009945	0.538	0.113	8.6603229342395e-13	CD4+ naive T cells	RHOH
HLA-A	5.3903692249838e-17	1.00651793875974	0.923	0.298	1.15607248768228e-12	CD4+ naive T cells	HLA-A
ANXA1	5.68618807768461e-16	1.90375222424816	0.487	0.104	1.21951675702102e-11	CD4+ naive T cells	ANXA1
IL2RG	9.56186208455079e-16	0.995865654263704	0.667	0.171	2.05073256127361e-11	CD4+ naive T cells	IL2RG
PLAAT4	1.26706992716343e-15	0.897808513439122	0.513	0.107	2.71748487278741e-11	CD4+ naive T cells	PLAAT4
EEF1A1	2.0333773199068e-15	0.600342731859496	1	0.998	4.36098433800411e-11	CD4+ naive T cells	EEF1A1
GPR183	3.59196291713497e-15	1.31230560707508	0.513	0.116	7.70368286837937e-11	CD4+ naive T cells	GPR183
RPL19	3.62678762019965e-15	0.621422640372792	0.974	0.99	7.7783714090422e-11	CD4+ naive T cells	RPL19
CYTIP	3.63843201168319e-15	1.14843936290471	0.641	0.176	7.80334513545693e-11	CD4+ naive T cells	CYTIP
CD2	8.91516624740003e-15	0.902478242415571	0.436	0.082	1.91203570507989e-10	CD4+ naive T cells	CD2
HLA-C	1.15585965030986e-14	1.00512673661976	1	0.532	2.47897219201956e-10	CD4+ naive T cells	HLA-C
HLA-E	1.32894728634972e-14	1.17859682270348	0.923	0.527	2.85019324503424e-10	CD4+ naive T cells	HLA-E
TPT1	1.84779865418465e-14	0.968670702719303	0.974	0.983	3.96297377362981e-10	CD4+ naive T cells	TPT1
RPS12	2.02206983140969e-14	0.94640913690862	0.974	0.962	4.33673316742435e-10	CD4+ naive T cells	RPS12
GIMAP5	2.88583344048983e-14	0.764913669481271	0.282	0.039	6.18924697981854e-10	CD4+ naive T cells	GIMAP5
VIM	3.62608666690807e-14	1.12813541825153	0.718	0.224	7.77686807451774e-10	CD4+ naive T cells	VIM
CD37	4.35420213564921e-14	0.691188042839821	0.769	0.227	9.33845732032685e-10	CD4+ naive T cells	CD37
RPLP1	4.92699078667847e-14	0.637919436008142	0.974	0.982	1.05669171401893e-09	CD4+ naive T cells	RPLP1
RPL30	5.19966063151744e-14	0.685872327001687	0.974	0.964	1.11517121564154e-09	CD4+ naive T cells	RPL30
RPL28	1.32174641588831e-13	0.591209869198967	1	0.97	2.83474953815565e-09	CD4+ naive T cells	RPL28
RPS3	1.47619406791373e-13	0.594091927634904	1	0.992	3.16599341745458e-09	CD4+ naive T cells	RPS3
BTG1	2.35188672043725e-13	1.02229032330458	0.974	0.855	5.04409144932177e-09	CD4+ naive T cells	BTG1
RPL13	8.08717570843267e-13	0.691876816692719	1	0.991	1.73445657418755e-08	CD4+ naive T cells	RPL13
CD48	8.99037806601747e-13	1.1421075378916	0.564	0.166	1.92816638381877e-08	CD4+ naive T cells	CD48
CD3G	9.6329575113955e-13	0.895932705432108	0.282	0.045	2.06598039746899e-08	CD4+ naive T cells	CD3G
CD44	1.35981681041726e-12	0.95440428850537	0.59	0.171	2.9163991133019e-08	CD4+ naive T cells	CD44
B2M	1.58255865982293e-12	1.05423400147932	1	0.753	3.39411355772225e-08	CD4+ naive T cells	B2M
EEF1D	1.98337303878751e-12	1.02838094565748	0.923	0.874	4.25374015628758e-08	CD4+ naive T cells	EEF1D
HCLS1	2.02596148627314e-12	0.827286441890276	0.462	0.11	4.34507959961001e-08	CD4+ naive T cells	HCLS1
RPL32	2.18371947741522e-12	0.622523911232857	1	0.973	4.68342316321243e-08	CD4+ naive T cells	RPL32
RPS27A	2.79178036915533e-12	0.652502953055733	0.974	0.961	5.98753135772744e-08	CD4+ naive T cells	RPS27A
TMSB4X	4.10396233158758e-12	0.744432996518846	1	0.962	8.80176801255589e-08	CD4+ naive T cells	TMSB4X
CD55	5.28093507775671e-12	1.42757742705364	0.385	0.085	1.13260214612648e-07	CD4+ naive T cells	CD55
SKAP1	5.40294675840736e-12	0.733036922379545	0.308	0.054	1.15876999127563e-07	CD4+ naive T cells	SKAP1
DUSP2	9.14404916669408e-12	0.824683268289472	0.744	0.268	1.96112422478088e-07	CD4+ naive T cells	DUSP2
CD96	9.73477584962278e-12	0.902331756552748	0.385	0.082	2.0878173764686e-07	CD4+ naive T cells	CD96
RPS3A	9.92661639223217e-12	0.473478864532709	1	0.998	2.12896141764203e-07	CD4+ naive T cells	RPS3A
CXCR4	1.63920682349077e-11	1.05490959920113	0.795	0.393	3.51560687434066e-07	CD4+ naive T cells	CXCR4
LCK	1.8202087702688e-11	0.742298320169708	0.41	0.091	3.9038017495955e-07	CD4+ naive T cells	LCK
ALOX5AP	2.38079016084544e-11	0.762064266920707	0.385	0.083	5.10608065796522e-07	CD4+ naive T cells	ALOX5AP
LAPTM5	3.88693528366529e-11	0.715667617523289	0.667	0.212	8.33631010287694e-07	CD4+ naive T cells	LAPTM5
TCF7	7.89852553198693e-11	0.717214970374973	0.256	0.043	1.69399677084524e-06	CD4+ naive T cells	TCF7
CD5	7.94763344546268e-11	0.689389165413809	0.282	0.05	1.70452894504838e-06	CD4+ naive T cells	CD5
TNFRSF14	9.14357933661598e-11	0.963096467624385	0.41	0.102	1.96102346032403e-06	CD4+ naive T cells	TNFRSF14
RPS4X	1.20136203159592e-10	0.465648690333237	0.949	0.993	2.57656114916377e-06	CD4+ naive T cells	RPS4X
TRAT1	1.44089850220876e-10	0.800155751387607	0.282	0.051	3.09029501768714e-06	CD4+ naive T cells	TRAT1
HLA-B	1.67436125974446e-10	0.956932841258355	0.897	0.563	3.59100259377395e-06	CD4+ naive T cells	HLA-B
ICAM2	1.82136455866315e-10	0.703480471186172	0.256	0.044	3.90628056896486e-06	CD4+ naive T cells	ICAM2
RPS14	2.32573826288149e-10	0.605902972818571	0.974	0.965	4.98801085240194e-06	CD4+ naive T cells	RPS14
SPOCK2	4.16588829529492e-10	1.06896294628575	0.667	0.316	8.93458062691901e-06	CD4+ naive T cells	SPOCK2
RPL11	4.21499537286386e-10	0.519037222777625	1	0.985	9.03990057618112e-06	CD4+ naive T cells	RPL11
GIMAP7	4.67438386299625e-10	0.926076763422805	0.282	0.055	1.00251510709681e-05	CD4+ naive T cells	GIMAP7
CD6	6.4832374843971e-10	0.663861072896403	0.282	0.054	1.39045994327865e-05	CD4+ naive T cells	CD6
TSC22D3	6.7442922308903e-10	0.971317724716055	0.744	0.408	1.44644835475904e-05	CD4+ naive T cells	TSC22D3
RGCC	6.8095253028391e-10	1.35258587156569	0.487	0.156	1.4604388916999e-05	CD4+ naive T cells	RGCC
JUNB	8.78443690647659e-10	1.38501478948102	0.821	0.677	1.88399818333203e-05	CD4+ naive T cells	JUNB
RPL3	1.28310275351952e-09	0.5055874153721	1	0.983	2.75187047547331e-05	CD4+ naive T cells	RPL3
LITAF	2.19762940451562e-09	0.945150796756608	0.538	0.183	4.71325578386465e-05	CD4+ naive T cells	LITAF
KLF6	2.84657863202224e-09	0.859741124606843	0.769	0.41	6.1050571920981e-05	CD4+ naive T cells	KLF6
GMFG	3.59586083046939e-09	0.918351677927131	0.359	0.094	7.7120427231077e-05	CD4+ naive T cells	GMFG
RPL9	3.86790052502175e-09	0.569502767550071	0.974	0.968	8.29548625601414e-05	CD4+ naive T cells	RPL9
