p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
MS4A1	1.2809432682236e-21	1.93514612961514	0.818	0.071	2.23165936189915e-17	Activated B cells	MS4A1
BANK1	6.48842310091962e-17	1.5333302948669	0.636	0.056	1.13041307264222e-12	Activated B cells	BANK1
CXCR5	3.69969539866392e-13	0.722336925601838	0.273	0.013	6.44560932355227e-09	Activated B cells	CXCR5
TCL1A	5.32113175115146e-13	1.65635566127886	0.545	0.051	9.27047573685607e-09	Activated B cells	TCL1A
VPREB3	2.44228966296938e-12	1.38440251343595	0.636	0.072	4.25495705082525e-08	Activated B cells	VPREB3
NIBAN3	2.91592248007926e-12	0.581079975129076	0.273	0.013	5.08012014479409e-08	Activated B cells	NIBAN3
IRF8	8.91333199138066e-11	1.40329103260638	0.636	0.093	1.55288069953834e-06	Activated B cells	IRF8
CD22	3.74745964163924e-10	1.03082340858929	0.455	0.046	6.52882418766389e-06	Activated B cells	CD22
CNFN	3.87311026509554e-10	0.795850448455082	0.273	0.017	6.74773270384944e-06	Activated B cells	CNFN
AC119396.1	8.77893572548839e-10	0.697902893481848	0.273	0.018	1.52946618209459e-05	Activated B cells	AC119396.1
CIITA	6.58650772899778e-09	1.14763636011227	0.455	0.057	0.000114750137654599	Activated B cells	CIITA
CD79B	6.88185665113325e-09	1.70761231349217	0.727	0.157	0.000119895706576044	Activated B cells	CD79B
FCMR	1.84029874221091e-08	1.18136451191483	0.727	0.156	0.000320616846867984	Activated B cells	FCMR
MARCHF1	4.66272558990739e-08	1.24957829409074	0.545	0.09	0.000812340052273666	Activated B cells	MARCHF1
SNN	4.98094869162678e-08	0.80216775570963	0.364	0.04	0.000867780881055218	Activated B cells	SNN
FCRLA	1.33225847766105e-07	0.698550166558605	0.273	0.024	0.00232106071978108	Activated B cells	FCRLA
LTB	1.39822699007229e-07	1.1507301828836	1	0.345	0.00243599106210395	Activated B cells	LTB
SIDT1	1.54854713134284e-07	0.57185235285211	0.273	0.024	0.00269787881222549	Activated B cells	SIDT1
CD37	1.57863081398826e-07	1.40457449610855	1	0.448	0.00275029060413034	Activated B cells	CD37
HLA-DPB1	3.24458106889881e-07	0.875983798337392	1	0.32	0.0056527091382355	Activated B cells	HLA-DPB1
IGHD	5.23927451377251e-07	1.10381084440993	0.364	0.045	0.00912786405789447	Activated B cells	IGHD
HLA-DRA	9.88490444785888e-07	0.913215288626279	1	0.367	0.0172214805290597	Activated B cells	HLA-DRA
HLA-DQB1	1.48137697820611e-06	0.886669357160207	0.727	0.161	0.0258085497143069	Activated B cells	HLA-DQB1
RUBCNL	1.89343124280924e-06	0.698695271257148	0.273	0.029	0.0329873591122227	Activated B cells	RUBCNL
HVCN1	2.45246760892028e-06	0.946557462685006	0.455	0.081	0.0427268906826091	Activated B cells	HVCN1
BLM	2.6294248263627e-06	0.659224530851695	0.364	0.052	0.045809839324891	Activated B cells	BLM
HLA-DQA1	2.9643073070763e-06	0.334784347166519	0.818	0.199	0.0516441619038833	Activated B cells	HLA-DQA1
