p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
GAP43	0	2.31865458449926	0.76	0.15	0	Malignant cells	GAP43
CLU	0	2.29727585647899	0.973	0.61	0	Malignant cells	CLU
IGFBP3	0	2.24342148135103	0.715	0.175	0	Malignant cells	IGFBP3
CHI3L1	0	2.03446616527295	0.796	0.344	0	Malignant cells	CHI3L1
LTF	0	2.0276096648984	0.537	0.103	0	Malignant cells	LTF
CXCL14	0	1.98222911784193	0.604	0.112	0	Malignant cells	CXCL14
TCIM	0	1.92219829749786	0.582	0.071	0	Malignant cells	TCIM
FLNC	0	1.82110340549201	0.525	0.081	0	Malignant cells	FLNC
GFAP	0	1.78543373293959	0.485	0.079	0	Malignant cells	GFAP
SERPINE1	0	1.78372023811937	0.57	0.125	0	Malignant cells	SERPINE1
CCN1	0	1.73963378836607	0.485	0.05	0	Malignant cells	CCN1
MAP1B	0	1.73029458534409	0.741	0.226	0	Malignant cells	MAP1B
TNC	0	1.64369947859244	0.472	0.042	0	Malignant cells	TNC
NRCAM	0	1.62595779470756	0.535	0.071	0	Malignant cells	NRCAM
RDH10	0	1.56751848972688	0.477	0.049	0	Malignant cells	RDH10
OCIAD2	0	1.56047017945101	0.473	0.056	0	Malignant cells	OCIAD2
SPARC	0	1.53805808997186	0.542	0.087	0	Malignant cells	SPARC
TUBB2B	0	1.47462777664174	0.595	0.154	0	Malignant cells	TUBB2B
ADGRG1	0	1.43770867474914	0.498	0.096	0	Malignant cells	ADGRG1
ANXA1	0	1.4120796994214	0.752	0.368	0	Malignant cells	ANXA1
S100A16	0	1.38175379365729	0.486	0.063	0	Malignant cells	S100A16
TNFRSF12A	0	1.30102157359022	0.576	0.143	0	Malignant cells	TNFRSF12A
CNN3	0	1.2533627109121	0.425	0.04	0	Malignant cells	CNN3
S100A10	0	1.12981997702953	0.753	0.456	0	Malignant cells	S100A10
SOD2	0	1.09253237401655	0.945	0.799	0	Malignant cells	SOD2
ACTG1	0	1.0699643994575	0.926	0.786	0	Malignant cells	ACTG1
CRYAB	0	0.815539043926223	0.764	0.336	0	Malignant cells	CRYAB
NES	2.22037118311765e-305	1.30728466922528	0.417	0.045	5.27027304024806e-301	Malignant cells	NES
CALD1	1.9645669262584e-304	1.2692747903932	0.407	0.039	4.66309605616693e-300	Malignant cells	CALD1
HSPD1	7.44824225788256e-298	1.17309663271675	0.67	0.294	1.767914782331e-293	Malignant cells	HSPD1
GADD45A	2.46661559455506e-295	1.37518950200751	0.396	0.038	5.85475877523588e-291	Malignant cells	GADD45A
PTPRZ1	3.71808701341941e-283	1.25337631208548	0.342	0.016	8.82525133505231e-279	Malignant cells	PTPRZ1
EGR1	6.36929489220955e-283	1.11210021018795	0.579	0.168	1.51181583561486e-278	Malignant cells	EGR1
MGST1	1.03667483644999e-281	1.15116138496156	0.479	0.094	2.4606513917977e-277	Malignant cells	MGST1
SERPINE2	5.91921511084115e-276	1.40162183738885	0.389	0.045	1.40498489870925e-271	Malignant cells	SERPINE2
PLK2	1.85630527832329e-271	1.31776677465634	0.352	0.027	4.40612620862816e-267	Malignant cells	PLK2
AEBP1	6.74601375689318e-267	1.12782202203269	0.336	0.021	1.60123382533616e-262	Malignant cells	AEBP1
RDX	1.387392396911e-263	1.27654557988591	0.557	0.186	3.29311459330794e-259	Malignant cells	RDX
PTX3	3.31732831178286e-263	1.4056485737878	0.348	0.029	7.87401048084779e-259	Malignant cells	PTX3
IFITM3	1.06680066898751e-259	1.12497348368126	0.512	0.136	2.53215806790876e-255	Malignant cells	IFITM3
