p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
MS4A1	3.2003213611066e-107	2.22974561806018	0.96	0.038	6.60482322505181e-103	Activated B cells	MS4A1
VPREB3	5.02673571869288e-99	1.68686707888897	0.76	0.025	1.03741771762384e-94	Activated B cells	VPREB3
CD79A	1.50812789447374e-65	2.10752577403686	0.96	0.069	3.11247434861491e-61	Activated B cells	CD79A
LINC02397	2.40033043777732e-57	1.32485263487071	0.48	0.018	4.95380195748483e-53	Activated B cells	LINC02397
TLR10	3.15871647741978e-55	0.918123073341667	0.36	0.01	6.51895906609894e-51	Activated B cells	TLR10
LINC00926	6.83362890937207e-47	1.26382537490277	0.44	0.019	1.41032433431621e-42	Activated B cells	LINC00926
BANK1	1.81888151816232e-41	1.47533714725865	0.52	0.031	3.75380767718339e-37	Activated B cells	BANK1
CD79B	4.24788198384735e-31	1.64017647510294	0.76	0.091	8.76677883826416e-27	Activated B cells	CD79B
LINC01781	6.16716275070944e-29	0.986201277205818	0.36	0.021	1.27277904849141e-24	Activated B cells	LINC01781
ARHGAP24	7.50501156738194e-29	1.30334173261737	0.48	0.039	1.54888428727628e-24	Activated B cells	ARHGAP24
HLA-DOB	2.87192500268232e-28	1.12313140217648	0.32	0.017	5.92707882053577e-24	Activated B cells	HLA-DOB
LINC01857	4.22724318400754e-27	1.07512343406927	0.36	0.023	8.72418448315475e-23	Activated B cells	LINC01857
STAG3	1.67411286616365e-26	1.17598185472121	0.36	0.023	3.45503413318854e-22	Activated B cells	STAG3
TNFRSF17	9.0402349107406e-24	0.912009103780334	0.28	0.016	1.86572368087864e-19	Activated B cells	TNFRSF17
FCRLA	1.26337028006488e-22	0.942808261735431	0.28	0.016	2.6073435839979e-18	Activated B cells	FCRLA
HLA-DQA1	1.2019399512366e-19	1.18563103139872	0.96	0.23	2.48056367136209e-15	Activated B cells	HLA-DQA1
CLECL1	2.35759900183128e-19	1.07680160834194	0.44	0.049	4.86561281997939e-15	Activated B cells	CLECL1
LTB	6.79485593779288e-17	1.33589356145885	0.88	0.222	1.40232236844169e-12	Activated B cells	LTB
IGHM	1.61147386243189e-16	0.772165235196339	0.64	0.125	3.32575975728694e-12	Activated B cells	IGHM
ADAM28	1.47632374288145e-13	1.05981918603434	0.4	0.058	3.04683694055874e-09	Activated B cells	ADAM28
CD74	6.1813893490405e-13	1.31320379932972	1	0.709	1.27571513385498e-08	Activated B cells	CD74
HLA-DRA	8.04031310000273e-13	1.16255835947542	1	0.522	1.65935981757856e-08	Activated B cells	HLA-DRA
SELL	8.44442650972046e-13	1.09019199472964	0.52	0.097	1.74276074307611e-08	Activated B cells	SELL
RPS8	9.80298970308901e-13	0.806477216696236	1	0.941	2.02314101492351e-08	Activated B cells	RPS8
RPL13A	9.88510528909612e-13	0.756565880013342	1	0.988	2.04008802956366e-08	Activated B cells	RPL13A
QRSL1	1.04240323513415e-12	0.7163081137167	0.28	0.03	2.15131179666986e-08	Activated B cells	QRSL1
RPL21	1.1875885025552e-12	0.808762848096845	1	0.958	2.45094515157342e-08	Activated B cells	RPL21
HLA-DMB	2.16161326964685e-12	1.20059975129509	0.64	0.153	4.46113746589716e-08	Activated B cells	HLA-DMB
CCR7	3.90224644111366e-12	0.747208887135005	0.32	0.039	8.05345620517036e-08	Activated B cells	CCR7
CD37	4.70116027496459e-12	1.29051342942899	0.88	0.39	9.70225457547193e-08	Activated B cells	CD37
RPLP2	6.75490613218796e-12	0.686193425095963	1	0.985	1.39407752756095e-07	Activated B cells	RPLP2
RPS29	7.43329439424774e-12	0.713546333678839	1	0.967	1.53408329708485e-07	Activated B cells	RPS29
RPS14	1.50711808634389e-11	0.650151137289591	1	0.962	3.11039030659652e-07	Activated B cells	RPS14
RPS28	1.80188430781903e-11	0.605430462556893	1	0.972	3.71872883447691e-07	Activated B cells	RPS28
HLA-DPB1	5.19868621840734e-11	1.04831194474483	0.96	0.533	1.07290486175491e-06	Activated B cells	HLA-DPB1
RPL34	5.63255812933416e-11	0.708058625738906	1	0.981	1.16244734673198e-06	Activated B cells	RPL34
RPL39	5.89376897835247e-11	0.699573848590096	1	0.978	1.21635604175238e-06	Activated B cells	RPL39
RPS27	8.2182845004437e-11	0.615845834925509	1	0.992	1.69608955520157e-06	Activated B cells	RPS27
RPS23	1.71222007447722e-10	0.682552571300985	1	0.943	3.53367978970608e-06	Activated B cells	RPS23
RPS25	2.06625639678359e-10	0.639475505817283	0.96	0.953	4.26433995168197e-06	Activated B cells	RPS25
HLA-DPA1	2.73680507083065e-10	0.87423394783433	0.96	0.444	5.64821830518029e-06	Activated B cells	HLA-DPA1
RPL18	3.35855005411215e-10	0.697377497314236	1	0.909	6.93137560167665e-06	Activated B cells	RPL18
FCMR	4.65225418917331e-10	0.813938654199327	0.44	0.083	9.60132219561587e-06	Activated B cells	FCMR
EEF1A1	5.21310047790847e-10	0.663799659311917	1	0.975	1.07587967663075e-05	Activated B cells	EEF1A1
RPL32	6.0835442447737e-10	0.626726628583133	1	0.976	1.2555218612364e-05	Activated B cells	RPL32
RPL23A	8.55817886514927e-10	0.603128388099442	1	0.966	1.76623695418951e-05	Activated B cells	RPL23A
RPS27A	9.29013823117697e-10	0.606476134226416	1	0.974	1.9172987281503e-05	Activated B cells	RPS27A
RPS12	9.56664252363289e-10	0.714054571024787	1	0.965	1.97436368402736e-05	Activated B cells	RPS12
HVCN1	9.97009821288236e-10	0.883105309317066	0.28	0.04	2.05762886917466e-05	Activated B cells	HVCN1
CD48	1.29666279494468e-09	1.04354061296537	0.72	0.228	2.67605267620682e-05	Activated B cells	CD48
RPL26	1.31200913208167e-09	0.573304128587871	1	0.96	2.70772444679016e-05	Activated B cells	RPL26
RPL30	2.01592004558301e-09	0.630077184283927	1	0.949	4.16045579007421e-05	Activated B cells	RPL30
RPS18	2.17959236880291e-09	0.575628343817409	1	0.99	4.49824273073544e-05	Activated B cells	RPS18
RPL13	2.23772456747933e-09	0.552491044182636	1	0.985	4.61821596236384e-05	Activated B cells	RPL13
RPSA	2.38843808938911e-09	0.706519411566036	1	0.816	4.92925852888124e-05	Activated B cells	RPSA
ORAI2	2.92614763490348e-09	0.709733144867229	0.28	0.042	6.03898348891379e-05	Activated B cells	ORAI2
HLA-DRB1	4.59999381668356e-09	0.701920369556672	1	0.563	9.49346723887154e-05	Activated B cells	HLA-DRB1
RPS6	4.74059902176034e-09	0.59953731322907	1	0.966	9.78364826110899e-05	Activated B cells	RPS6
RPLP1	5.09436972731615e-09	0.471205121531196	1	0.991	0.000105137602432351	Activated B cells	RPLP1
RPL11	6.45215673110484e-09	0.549802327409847	1	0.969	0.000133159610616542	Activated B cells	RPL11
PLEKHF2	6.49310653944014e-09	0.883599478336976	0.32	0.056	0.000134004732760966	Activated B cells	PLEKHF2
HLA-DQB1	1.11157102912036e-08	0.911788525798628	0.76	0.268	0.000229406028989861	Activated B cells	HLA-DQB1
RPS17	1.18834838672078e-08	0.582088994113714	1	0.949	0.000245251340051435	Activated B cells	RPS17
RPL3	1.40857496502185e-08	0.578137160464336	1	0.949	0.000290701701281209	Activated B cells	RPL3
RPL19	1.84827061590138e-08	0.519090548668747	1	0.968	0.000381446089709726	Activated B cells	RPL19
RPL8	1.90491515082059e-08	0.597652085976468	1	0.938	0.000393136388826354	Activated B cells	RPL8
RPL5	1.92160001327057e-08	0.719182961327466	1	0.814	0.000396579810738781	Activated B cells	RPL5
RPS5	2.19648962236797e-08	0.684179218499811	1	0.834	0.000453311528264302	Activated B cells	RPS5
SMIM14	2.22503699866192e-08	1.22044273750306	0.52	0.16	0.000459203135783848	Activated B cells	SMIM14
RPL17	2.57697034275975e-08	0.565477920390776	1	0.947	0.000531835139338757	Activated B cells	RPL17
MARCH1	4.18674755862477e-08	1.09719548738152	0.36	0.08	0.00086406096114898	Activated B cells	MARCH1
RPL10A	4.43737003396871e-08	0.705429104325473	1	0.906	0.000915784427610462	Activated B cells	RPL10A
RPS15A	5.21286262094166e-08	0.50791278973216	1	0.978	0.00107583058770994	Activated B cells	RPS15A
RPS3A	5.79741913743983e-08	0.575434260005968	1	0.953	0.00119647136158483	Activated B cells	RPS3A
RPL27A	6.1202284749231e-08	0.580285484482447	1	0.968	0.00126309275265463	Activated B cells	RPL27A
LAPTM5	7.98836057278539e-08	0.901635273468454	0.88	0.504	0.00164863785501145	Activated B cells	LAPTM5
LY86	8.46385652209422e-08	0.894628719639973	0.4	0.097	0.00174677070902981	Activated B cells	LY86
RPL28	9.72773457306888e-08	0.471171661936997	1	0.97	0.00200760986118996	Activated B cells	RPL28
MEF2C	1.16746560435816e-07	0.766347723306664	0.4	0.095	0.00240941551427437	Activated B cells	MEF2C
RPL10	1.46072023644134e-07	0.451805015363679	1	0.987	0.00301463442396765	Activated B cells	RPL10
EEF1B2	1.47109275428983e-07	0.748140898172776	0.92	0.643	0.00303604122630334	Activated B cells	EEF1B2
RPS7	2.05003832044391e-07	0.52797207006035	1	0.923	0.00423086908573215	Activated B cells	RPS7
RPS4X	2.0680029172521e-07	0.56051384632992	1	0.919	0.00426794442062488	Activated B cells	RPS4X
HLA-DRB5	2.15458277143994e-07	0.536367954446748	0.84	0.314	0.00444662792369775	Activated B cells	HLA-DRB5
