p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
GTSCR1	1.88091198345314e-294	1.35515858003287	0.5	0	2.41132916278692e-290	CD4+ naive T cells	GTSCR1
ADTRP	2.3978860385491e-111	1.27140531488548	0.5	0.001	3.07408990141995e-107	CD4+ naive T cells	ADTRP
CCR7	1.319913395274e-77	1.6659361368011	0.75	0.006	1.69212897274127e-73	CD4+ naive T cells	CCR7
TSHZ2	9.28546432554213e-75	1.91118602789817	0.75	0.006	1.1903965265345e-70	CD4+ naive T cells	TSHZ2
BTBD19	2.77912748034791e-64	1.34327136195181	0.5	0.003	3.56284142980602e-60	CD4+ naive T cells	BTBD19
SUSD3	1.5362630432668e-59	1.65133844374833	0.75	0.008	1.96948922146803e-55	CD4+ naive T cells	SUSD3
ICOS	1.47778754929507e-56	1.6242151329259	0.5	0.003	1.89452363819628e-52	CD4+ naive T cells	ICOS
NELL2	2.56522768695094e-43	1.3278792414509	0.5	0.005	3.28862189467111e-39	CD4+ naive T cells	NELL2
MAL	5.59433860014234e-22	1.20287437024232	0.5	0.01	7.17194208538248e-18	CD4+ naive T cells	MAL
TRAF1	9.19932475754236e-22	1.23105856210413	0.5	0.01	1.17935343391693e-17	CD4+ naive T cells	TRAF1
TULP4	1.55498223829325e-16	1.52765350159432	0.5	0.014	1.99348722949195e-12	CD4+ naive T cells	TULP4
ZBTB10	5.36429612563982e-14	1.27794031087891	0.5	0.017	6.87702763307025e-10	CD4+ naive T cells	ZBTB10
FHIT	8.75629159587904e-12	1.25542361213189	0.5	0.02	1.12255658259169e-07	CD4+ naive T cells	FHIT
RAPGEF6	4.36118564824725e-10	1.45106231330932	0.75	0.056	5.59104000105298e-06	CD4+ naive T cells	RAPGEF6
ZNF721	2.84395062603365e-09	1.24761163999379	0.5	0.027	3.64594470257513e-05	CD4+ naive T cells	ZNF721
XPC	2.29632951449271e-08	1.49677388522783	1	0.132	0.000294389443757966	CD4+ naive T cells	XPC
CD3E	2.4145945732273e-08	1.77817162236977	1	0.125	0.00030955102428774	CD4+ naive T cells	CD3E
CD27	1.08169619666859e-07	1.8597394555533	0.5	0.033	0.00138673452412913	CD4+ naive T cells	CD27
MFHAS1	9.11492155020793e-07	1.83158915356807	0.5	0.039	0.0116853294273666	CD4+ naive T cells	MFHAS1
SIRT1	1.15022896526626e-06	1.23359935324243	0.5	0.039	0.0147459353347134	CD4+ naive T cells	SIRT1
LHPP	1.42037442426224e-06	1.30712416079289	0.5	0.04	0.0182092001190419	CD4+ naive T cells	LHPP
FLT3LG	3.59806664971895e-06	1.17662637145287	0.5	0.042	0.0461272144493969	CD4+ naive T cells	FLT3LG
C6orf120	6.61013077633232e-06	1.13418644695051	0.5	0.045	0.0847418765525803	CD4+ naive T cells	C6orf120
GCC1	1.97557164829328e-05	1.19129569193717	0.5	0.05	0.253268285311198	CD4+ naive T cells	GCC1
FAM8A1	2.15556102917344e-05	1.10657895492273	0.5	0.05	0.276342923940035	CD4+ naive T cells	FAM8A1
PYROXD1	2.17379876571229e-05	1.1731911357238	0.5	0.051	0.278681001764315	CD4+ naive T cells	PYROXD1
ITPKB	3.77787514246788e-05	1.1662101428394	0.5	0.053	0.484323593264383	CD4+ naive T cells	ITPKB
RANBP3	6.630095433562e-05	1.18764203002646	0.5	0.057	0.849978234582649	CD4+ naive T cells	RANBP3
CCDC107	6.66353265361693e-05	1.20043237339704	0.75	0.129	0.85426488619369	CD4+ naive T cells	CCDC107
OPTN	6.78451551043866e-05	1.54357972157867	0.75	0.132	0.869774888438237	CD4+ naive T cells	OPTN
CD3G	8.4005624618435e-05	1.3219592088421	1	0.232	1	CD4+ naive T cells	CD3G
FAM122A	8.4278903509479e-05	1.11528544432641	0.5	0.059	1	CD4+ naive T cells	FAM122A
SLC25A26	0.000104540019155708	1.22907395451761	0.75	0.142	1	CD4+ naive T cells	SLC25A26
IL16	0.000108545550925878	1.26887081127571	0.75	0.147	1	CD4+ naive T cells	IL16
ZNF354A	0.000115271789091317	1.17364307580761	0.5	0.061	1	CD4+ naive T cells	ZNF354A
S100A10	0.000116812918438969	1.25592153622854	1	0.215	1	CD4+ naive T cells	S100A10
IKZF1	0.000121781822622958	1.32294095374909	1	0.328	1	CD4+ naive T cells	IKZF1
PTPN7	0.000143966500173881	1.13849846238056	0.75	0.134	1	CD4+ naive T cells	PTPN7
GRK6	0.000150530139916145	1.24211613163261	0.75	0.149	1	CD4+ naive T cells	GRK6
MRRF	0.000151493750906265	1.23763735520606	0.5	0.064	1	CD4+ naive T cells	MRRF
ASTE1	0.000262837798562453	1.13544795609647	0.5	0.066	1	CD4+ naive T cells	ASTE1
LCK	0.000315983962725988	0.991503554902515	0.75	0.131	1	CD4+ naive T cells	LCK
CD48	0.000327991048705715	1.65337762750193	1	0.474	1	CD4+ naive T cells	CD48
FASTKD2	0.000345984298334962	1.1552360525657	0.5	0.07	1	CD4+ naive T cells	FASTKD2
