p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
TIGIT	7.95580241452869e-27	1.55454899777395	0.625	0.058	1.60205993221364e-22	CD4+ Tcm	TIGIT
TNFRSF4	8.49919143570889e-26	2.25644471974147	0.65	0.075	1.7114821794087e-21	CD4+ Tcm	TNFRSF4
LTB	1.07639277050806e-25	2.0230918502219	0.975	0.251	2.16753212197208e-21	CD4+ Tcm	LTB
TNFRSF18	5.99369764738388e-24	1.69729479725791	0.625	0.072	1.20695089525369e-19	CD4+ Tcm	TNFRSF18
ICOS	7.66870228145396e-22	0.99193158690729	0.475	0.039	1.54424657841638e-17	CD4+ Tcm	ICOS
FOXP3	2.93752253722672e-21	0.965974385372553	0.4	0.022	5.91528913321345e-17	CD4+ Tcm	FOXP3
TRAC	1.49921027286514e-20	1.43060630047747	0.975	0.284	3.01895972646853e-16	CD4+ Tcm	TRAC
IL32	2.49322909648031e-18	1.38170845291396	1	0.387	5.02061543158239e-14	CD4+ Tcm	IL32
LAIR2	5.23732912102541e-18	1.2469766330481	0.475	0.056	1.05464096510089e-13	CD4+ Tcm	LAIR2
IL7R	1.02066529706461e-16	1.1444338657701	0.725	0.17	2.055313708699e-12	CD4+ Tcm	IL7R
TNFRSF25	1.2518971970247e-16	0.86929978745277	0.55	0.084	2.52094538564865e-12	CD4+ Tcm	TNFRSF25
CTLA4	4.67253826534664e-16	1.10914411995018	0.4	0.042	9.40909030492853e-12	CD4+ Tcm	CTLA4
CARD16	7.52115440371723e-16	1.11495202140935	0.725	0.192	1.51453486227654e-11	CD4+ Tcm	CARD16
MAL	1.23936225430943e-15	0.946951815139748	0.3	0.019	2.49570377150291e-11	CD4+ Tcm	MAL
SOCS1	3.6256444451059e-15	1.34611328420278	0.625	0.145	7.30096021910975e-11	CD4+ Tcm	SOCS1
CD27	7.0117477420957e-15	1.14802424748283	0.65	0.145	1.41195564282581e-10	CD4+ Tcm	CD27
CD3D	7.6931153332613e-15	0.897566247446859	0.975	0.29	1.54916263465883e-10	CD4+ Tcm	CD3D
TRAF3IP3	3.54908873384678e-14	0.909888400001836	0.75	0.214	7.14679998334726e-10	CD4+ Tcm	TRAF3IP3
HLA-A	4.19205975609291e-14	0.991853611535856	1	0.774	8.44155073084429e-10	CD4+ Tcm	HLA-A
CD3E	4.43962741186844e-14	0.920908091464749	0.85	0.245	8.94007771927948e-10	CD4+ Tcm	CD3E
BCL2	5.46808644718877e-14	0.997875618998091	0.45	0.07	1.1011085678704e-09	CD4+ Tcm	BCL2
RTKN2	1.57142406083253e-13	1.02570893574636	0.325	0.033	3.16437663129847e-09	CD4+ Tcm	RTKN2
TRBC2	2.12645458677624e-13	0.958688927869519	0.825	0.251	4.28204160139131e-09	CD4+ Tcm	TRBC2
HLA-B	4.17553968121551e-13	0.94459439395603	1	0.685	8.40828425606367e-09	CD4+ Tcm	HLA-B
RGS1	1.20852042766709e-12	1.26686777663385	0.725	0.245	2.43359758519322e-08	CD4+ Tcm	RGS1
STK17B	1.57190591345822e-12	0.949907381023443	0.85	0.407	3.16534693793082e-08	CD4+ Tcm	STK17B
RORA	2.45419345411625e-12	0.915869038057846	0.7	0.237	4.94200935855388e-08	CD4+ Tcm	RORA
LAYN	3.15433128432222e-12	0.939074868226228	0.275	0.025	6.35187690723965e-08	CD4+ Tcm	LAYN
B2M	3.50052244691955e-12	0.802758174935666	1	0.967	7.0490020513619e-08	CD4+ Tcm	B2M
IL2RG	5.69116053704631e-12	1.01401128643049	0.725	0.253	1.14602899734502e-07	CD4+ Tcm	IL2RG
TNFRSF9	6.19447865573122e-12	0.73012040066004	0.275	0.025	1.2473821669046e-07	CD4+ Tcm	TNFRSF9
BIRC3	6.88896967502482e-12	1.47734647491295	0.6	0.181	1.38723182345975e-07	CD4+ Tcm	BIRC3
BTG1	8.23776712863752e-12	0.909709787308542	0.975	0.844	1.65883916669374e-07	CD4+ Tcm	BTG1
CD7	1.01302536020186e-11	0.827932619507318	0.625	0.159	2.03992916783849e-07	CD4+ Tcm	CD7
SPOCK2	1.21275926644786e-11	1.11059132678332	0.6	0.167	2.44213333484607e-07	CD4+ Tcm	SPOCK2
SH2D2A	2.24278402410847e-11	0.873384452298621	0.45	0.086	4.51629418934722e-07	CD4+ Tcm	SH2D2A
CD2	3.75076438626847e-11	0.734528014853538	0.9	0.292	7.55291424462881e-07	CD4+ Tcm	CD2
CLEC2D	1.46381212293748e-10	1.05503137666545	0.7	0.295	2.94767847195921e-06	CD4+ Tcm	CLEC2D
CXCR6	1.70255912948058e-10	0.924216594313692	0.325	0.047	3.42844331903503e-06	CD4+ Tcm	CXCR6
IKZF4	1.88173919686583e-10	0.852122200543513	0.35	0.061	3.78925822072872e-06	CD4+ Tcm	IKZF4
SAMSN1	2.03206128561746e-10	0.912576721352251	0.625	0.203	4.09196181084787e-06	CD4+ Tcm	SAMSN1
HLA-C	2.91056988780521e-10	0.69548967962741	1	0.9	5.86101458307336e-06	CD4+ Tcm	HLA-C
PSIP1	3.85978071487589e-10	0.890015427601026	0.6	0.195	7.77244042554558e-06	CD4+ Tcm	PSIP1
BTN3A2	4.92659570084321e-10	0.726644112094424	0.625	0.195	9.92068576278798e-06	CD4+ Tcm	BTN3A2
SKAP1	6.69230235023128e-10	0.786097278170161	0.6	0.184	1.34762892426607e-05	CD4+ Tcm	SKAP1
CD3G	7.00262336378568e-10	0.746404579888929	0.7	0.223	1.41011826676552e-05	CD4+ Tcm	CD3G
LCK	7.22547141089729e-10	0.721678956908234	0.675	0.203	1.45499317801239e-05	CD4+ Tcm	LCK
TNFRSF1B	9.54528283980876e-10	0.956606996131782	0.625	0.228	1.92213360545229e-05	CD4+ Tcm	TNFRSF1B
TRAF1	1.95955036618646e-09	0.876816840219668	0.35	0.067	3.94594657238967e-05	CD4+ Tcm	TRAF1
SELL	2.00328929178471e-09	0.732904937743639	0.3	0.045	4.03402364686688e-05	CD4+ Tcm	SELL
PTPRC	2.46595371253612e-09	0.775778901978483	0.95	0.515	4.96569099093398e-05	CD4+ Tcm	PTPRC
TMEM173	3.36966260263964e-09	0.790814454374046	0.525	0.156	6.78548958293544e-05	CD4+ Tcm	TMEM173
CCND2	3.66511878647176e-09	0.918410581569177	0.575	0.189	7.38044970031818e-05	CD4+ Tcm	CCND2
STK4	6.36704524943579e-09	0.698610618544159	0.825	0.462	0.000128213190187889	CD4+ Tcm	STK4
DDX5	9.6120521819482e-09	0.55028161475237	1	0.93	0.000193557894787891	CD4+ Tcm	DDX5
TNFAIP3	1.01888463347556e-08	0.816573811600637	0.6	0.217	0.000205172798642974	CD4+ Tcm	TNFAIP3
PHACTR2	1.51767139359048e-08	0.882690394893768	0.475	0.145	0.000305613488527315	CD4+ Tcm	PHACTR2
CD247	1.59273097396227e-08	0.566133798479006	0.55	0.159	0.000320728236226783	CD4+ Tcm	CD247
HLA-F	1.94460357565018e-08	0.750782394978299	0.725	0.306	0.000391584822028676	CD4+ Tcm	HLA-F
S100A4	2.00923229239208e-08	0.701152295341884	1	0.616	0.000404599106718993	CD4+ Tcm	S100A4
PBXIP1	2.69177466866215e-08	0.95269093361551	0.6	0.27	0.000542042665028497	CD4+ Tcm	PBXIP1
PRDM1	2.95522416965786e-08	0.828044981006625	0.425	0.111	0.000595093491044003	CD4+ Tcm	PRDM1
DUSP4	3.11297420462809e-08	1.07360335612441	0.525	0.189	0.000626859615585959	CD4+ Tcm	DUSP4
CD79B	3.17464433990951e-08	0.604193079197919	0.35	0.072	0.000639278130727578	CD4+ Tcm	CD79B
ETS1	3.66690774314125e-08	0.756695945624851	0.55	0.175	0.000738405212236353	CD4+ Tcm	ETS1
ITM2A	6.21466593697713e-08	0.738627058785719	0.425	0.114	0.00125144727972909	CD4+ Tcm	ITM2A
PIM2	6.41743326117155e-08	0.74727735388188	0.275	0.047	0.00129227853580211	CD4+ Tcm	PIM2
CYTIP	7.30990887865406e-08	0.833472591996301	0.55	0.198	0.00147199635089457	CD4+ Tcm	CYTIP
RCAN3	1.03102274759775e-07	0.736033218658745	0.55	0.214	0.00207617050683759	CD4+ Tcm	RCAN3
RHOH	1.73162255337994e-07	0.70015313444758	0.525	0.184	0.00348696833574118	CD4+ Tcm	RHOH
SIT1	1.78211718505409e-07	0.588106623937684	0.45	0.125	0.00358864937554341	CD4+ Tcm	SIT1
DUSP2	1.79964978938019e-07	0.640119920076998	0.675	0.279	0.00362395478087489	CD4+ Tcm	DUSP2
P2RY10	2.28659454295999e-07	0.658113174539273	0.3	0.061	0.00460451543115853	CD4+ Tcm	P2RY10
IKZF2	2.31189344600852e-07	0.863597838335636	0.275	0.056	0.00465545983222735	CD4+ Tcm	IKZF2
DNPH1	2.64606983014269e-07	1.04008613176244	0.6	0.337	0.00532839081695834	CD4+ Tcm	DNPH1
SEPT6	3.08838442851685e-07	0.731121163423979	0.7	0.365	0.00621907972370439	CD4+ Tcm	SEPT6
GATA3	4.57728185741634e-07	0.931037722336099	0.5	0.206	0.00921727247627929	CD4+ Tcm	GATA3
ICAM3	8.07917856618698e-07	0.684831546590116	0.65	0.326	0.0162690418787307	CD4+ Tcm	ICAM3
SLAMF1	1.07710190026454e-06	0.498002513203776	0.325	0.075	0.021689600965627	CD4+ Tcm	SLAMF1
TRBC1	1.25352287704907e-06	1.14515259937629	0.525	0.203	0.0252421901751372	CD4+ Tcm	TRBC1
IL27RA	1.56196775327945e-06	0.641353188922265	0.375	0.111	0.0314533446477883	CD4+ Tcm	IL27RA
