p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
HBB	8.94066768888389e-188	2.21749147675971	0.941	0.551	1.7430725726248e-183	Erythrocytes	HBB
LINC01304	1.49664689021553e-95	1.10738579927732	0.893	0.825	2.91786277716419e-91	Erythrocytes	LINC01304
HBD	2.53221413699143e-82	2.33304664472545	0.557	0.076	4.93680468147849e-78	Erythrocytes	HBD
HBA2	1.27946387589185e-73	1.76953054534016	0.647	0.265	2.49444277243874e-69	Erythrocytes	HBA2
HBA1	6.19350672330425e-65	1.95295845413487	0.545	0.147	1.2074860707754e-60	Erythrocytes	HBA1
SLC25A37	2.32358079862802e-32	1.00767134314495	0.627	0.522	4.53005312500519e-28	Erythrocytes	SLC25A37
IGLC3	1.80748736063118e-31	2.16754921208206	0.319	0.076	3.52387735828655e-27	Erythrocytes	IGLC3
CDKN2A	4.47084037423366e-29	1.58617604746033	0.299	0.065	8.71635039360595e-25	Erythrocytes	CDKN2A
IGLC2	1.55356638718806e-26	2.08752211666677	0.252	0.043	3.02883302846184e-22	Erythrocytes	IGLC2
IGKC	3.91488159096937e-24	2.04750610535412	0.318	0.12	7.63245314975388e-20	Erythrocytes	IGKC
FP671120.7	2.30179998264482e-21	0.656958618430501	0.744	0.735	4.48758924616434e-17	Erythrocytes	FP671120.7
MTRNR2L12	1.88528207186261e-14	0.258076018168413	0.95	0.969	3.67554592730334e-10	Erythrocytes	MTRNR2L12
SH3KBP1	8.79563119529209e-14	0.84846247428495	0.498	0.453	1.71479625783415e-09	Erythrocytes	SH3KBP1
MTRNR2L8	2.69396134264066e-13	0.296413761838717	0.903	0.931	5.25214703361224e-09	Erythrocytes	MTRNR2L8
MT-ND4	1.65676589912663e-12	0.674129783713748	0.622	0.647	3.23003079693729e-08	Erythrocytes	MT-ND4
AC127024.5	8.5237644180014e-10	0.893265922391252	0.386	0.316	1.66179311093355e-05	Erythrocytes	AC127024.5
MT-CO2	6.06026300955576e-08	0.671892596939777	0.509	0.541	0.00118150887634299	Erythrocytes	MT-CO2
AC138207.8	2.68689428035041e-07	0.83321583221669	0.486	0.514	0.00523836908897117	Erythrocytes	AC138207.8
AC133435.1	2.89978690414848e-06	0.286369433302809	0.137	0.251	0.0565342454832787	Erythrocytes	AC133435.1
FP236383.5	4.80429285598676e-06	0.581688490669616	0.549	0.608	0.0936644935203178	Erythrocytes	FP236383.5
AL049830.1	1.43820302630416e-05	0.258910078825354	0.152	0.265	0.280392062008259	Erythrocytes	AL049830.1
RPL36AP26	2.54801612874262e-05	0.269769719189065	0.21	0.353	0.49676122445966	Erythrocytes	RPL36AP26
EEF1B2P2	3.61465383851989e-05	0.257581122614128	0.148	0.253	0.704712912357839	Erythrocytes	EEF1B2P2
GAS5	4.12201008530468e-05	0.303144945190774	0.179	0.298	0.803627086231	Erythrocytes	GAS5
RPS24P8	6.23229320235771e-05	0.273179598791066	0.197	0.327	1	Erythrocytes	RPS24P8
AL590556.1	7.84499538525702e-05	0.322828677135824	0.172	0.288	1	Erythrocytes	AL590556.1
RPL36	9.62600170252949e-05	0.264856390201854	0.207	0.337	1	Erythrocytes	RPL36
AL590135.1	9.8586965512636e-05	0.267367817560843	0.22	0.359	1	Erythrocytes	AL590135.1
RPL31P7	0.000112926599091873	0.287804444223525	0.174	0.286	1	Erythrocytes	RPL31P7
AC090498.1	0.000122928131058272	0.319882553112721	0.162	0.269	1	Erythrocytes	AC090498.1
HMGB2	0.000144647343773276	0.519467502709584	0.374	0.337	1	Erythrocytes	HMGB2
RPL15P14	0.000152080186029633	0.289268989377327	0.239	0.39	1	Erythrocytes	RPL15P14
RPL39L	0.000200340658760865	0.256014442542432	0.204	0.329	1	Erythrocytes	RPL39L
RPL18AP3	0.000218858413815246	0.282869065458169	0.156	0.255	1	Erythrocytes	RPL18AP3
