p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
XIST	1.01234150644582e-09	0.487713931449041	0.57	0.319	2.5055452284534e-05	CD4+ effector T cells	XIST
RPLP2	2.51271675314009e-07	0.273695561914242	0.948	0.898	0.00621897396402173	CD4+ effector T cells	RPLP2
AP000936.3	2.84842591198583e-05	0.27145225512654	0.867	0.75	0.704985413216492	CD4+ effector T cells	AP000936.3
RPL18	3.73782686463583e-05	0.358451028979586	0.689	0.588	0.925112148997367	CD4+ effector T cells	RPL18
TMSB10	5.34078617902848e-05	0.294207207348305	0.844	0.739	1	CD4+ effector T cells	TMSB10
AC005912.1	5.5895962338153e-05	0.267322366362165	0.844	0.749	1	CD4+ effector T cells	AC005912.1
AC007688.2	9.73363044164034e-05	0.261729501760231	0.741	0.646	1	CD4+ effector T cells	AC007688.2
PCED1B-AS1	0.000203210083198642	0.422509540189074	0.311	0.19	1	CD4+ effector T cells	PCED1B-AS1
RPL39L	0.000233280077994876	0.380727622820221	0.43	0.302	1	CD4+ effector T cells	RPL39L
BX679664.1	0.000592954464603348	0.264667219072296	0.674	0.557	1	CD4+ effector T cells	BX679664.1
RPS28P4	0.000816663939402607	0.363534953217836	0.541	0.442	1	CD4+ effector T cells	RPS28P4
RPS28	0.00137672899033884	0.316146842469412	0.733	0.666	1	CD4+ effector T cells	RPS28
NDUFA4	0.00224481444617491	0.382057650300768	0.363	0.264	1	CD4+ effector T cells	NDUFA4
CD48	0.00310152418864084	0.377849066257215	0.326	0.234	1	CD4+ effector T cells	CD48
NOP53	0.00342696240381093	0.347236114751906	0.452	0.364	1	CD4+ effector T cells	NOP53
LEF1	0.0048348616097718	0.339111756225532	0.281	0.189	1	CD4+ effector T cells	LEF1
COX4I1	0.00557904902129728	0.358994743944191	0.422	0.34	1	CD4+ effector T cells	COX4I1
TXNIP	0.00695886581909747	0.290290702800447	0.711	0.652	1	CD4+ effector T cells	TXNIP
AC002075.2	0.00712785128150321	0.263083904861185	0.719	0.642	1	CD4+ effector T cells	AC002075.2
TRAT1	0.00950704751865589	0.339328755930947	0.252	0.171	1	CD4+ effector T cells	TRAT1
RPLP21	4.98525659784211e-43	0.43660257467634	0.997	0.891	1.23385100796592e-38	CD4+ naive T cells	RPLP2
RPL13	1.44165425311709e-40	0.428918273189804	0.99	0.901	3.5680942764648e-36	CD4+ naive T cells	RPL13
