p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
LTB	2.74539747112479e-63	2.47539540988351	0.933	0.041	6.06705387143868e-59	CD4+ Tcm	LTB
IL7R	1.21462785449015e-43	2.55814116628539	1	0.071	2.68420609563778e-39	CD4+ Tcm	IL7R
CD3D	4.0155903686526e-40	1.80430257962633	0.8	0.047	8.87405315568537e-36	CD4+ Tcm	CD3D
KLRB1	3.79353652470809e-36	1.58297212064407	0.6	0.028	8.38333636595241e-32	CD4+ Tcm	KLRB1
TRBC2	5.66603928996696e-36	1.59072566698953	0.6	0.029	1.2521380226898e-31	CD4+ Tcm	TRBC2
GPR171	5.80494682439154e-35	1.17820881613308	0.533	0.023	1.28283519872229e-30	CD4+ Tcm	GPR171
CD247	6.64120047296323e-32	0.925872777396886	0.4	0.014	1.46763889252014e-27	CD4+ Tcm	CD247
TUBA4A	1.34740618198811e-31	1.39132939807806	0.533	0.026	2.97763292157553e-27	CD4+ Tcm	TUBA4A
ITK	4.19856460395854e-31	1.38153327192568	0.4	0.015	9.27840791828797e-27	CD4+ Tcm	ITK
CD40LG	1.00633795914968e-30	0.937909389027056	0.267	0.006	2.22390625592487e-26	CD4+ Tcm	CD40LG
CD96	5.79530798102478e-26	1.17772718124954	0.467	0.025	1.28070511072667e-21	CD4+ Tcm	CD96
CD52	1.9481161259516e-25	1.82052085083377	0.867	0.092	4.30514182674045e-21	CD4+ Tcm	CD52
CD3G	2.92523054084351e-24	1.28816071997965	0.533	0.034	6.46446697221008e-20	CD4+ Tcm	CD3G
CD3E	1.27850795670441e-22	1.57287626982786	0.533	0.038	2.82537473352108e-18	CD4+ Tcm	CD3E
SPOCK2	1.33078606257104e-22	1.08873345880774	0.4	0.021	2.94090411967574e-18	CD4+ Tcm	SPOCK2
CD6	1.62394287899295e-22	0.92680772284066	0.267	0.009	3.58875136828651e-18	CD4+ Tcm	CD6
CD27	2.36400523593924e-21	1.05503783123819	0.333	0.015	5.22421517090213e-17	CD4+ Tcm	CD27
CD2	2.15429552387109e-20	1.56868811178794	0.6	0.052	4.76077767820271e-16	CD4+ Tcm	CD2
P2RY10	3.38638321427177e-20	1.03714727270081	0.267	0.01	7.48356826521918e-16	CD4+ Tcm	P2RY10
SKAP1	5.63715705907842e-18	0.957516177272014	0.333	0.018	1.24575533848574e-13	CD4+ Tcm	SKAP1
IKZF1	8.63689664283882e-18	1.32529851628356	0.667	0.078	1.90866778910095e-13	CD4+ Tcm	IKZF1
TMEM238	1.27891635908324e-17	0.889372131710827	0.333	0.019	2.82627726193806e-13	CD4+ Tcm	TMEM238
