p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
LINC01781	5.24161374224388e-140	1.46372643919448	0.581	0.04	1.06105986984243e-135	Activated B cells	LINC01781
VPREB3	3.59039064633048e-82	1.28473458830765	0.863	0.18	7.2680277853668e-78	Activated B cells	VPREB3
TNFRSF13B	8.42894206119016e-80	0.800488763486234	0.385	0.031	1.70627074144672e-75	Activated B cells	TNFRSF13B
BANK1	6.23445754801744e-76	1.18176171617333	0.692	0.122	1.26204124144517e-71	Activated B cells	BANK1
MS4A1	2.26022011249426e-70	1.38237582786072	0.94	0.264	4.57536357372214e-66	Activated B cells	MS4A1
LINC00926	5.86674243860251e-63	0.780009467125453	0.41	0.047	1.18760467184631e-58	Activated B cells	LINC00926
CD79A	1.96326392747972e-57	1.13569305997208	0.966	0.305	3.9742351683972e-53	Activated B cells	CD79A
HLA-DQA1	1.0191389636054e-53	1.12037805506398	0.94	0.343	2.06304300402641e-49	Activated B cells	HLA-DQA1
CD37	1.33499349586815e-48	1.10904144947836	0.974	0.556	2.7024273336859e-44	Activated B cells	CD37
RPLP2	1.09782788913071e-47	0.763288115034299	1	0.981	2.2223329959673e-43	Activated B cells	RPLP2
RPL39	1.20876382544609e-46	0.703689121232877	1	0.979	2.44690061185052e-42	Activated B cells	RPL39
RPS23	1.49075042125512e-46	0.687900856875899	1	0.982	3.01772607774674e-42	Activated B cells	RPS23
RPL13A	2.97257154463662e-46	0.715378905609642	1	0.989	6.01737657780792e-42	Activated B cells	RPL13A
RPL23A	7.24413337292021e-46	0.677194839767159	1	0.973	1.46642991868024e-41	Activated B cells	RPL23A
ADAM28	1.33764062194582e-45	0.893524131473411	0.487	0.094	2.70778591100492e-41	Activated B cells	ADAM28
RPL11	1.53406944436351e-45	0.670501743850588	1	0.98	3.10541677622505e-41	Activated B cells	RPL11
RPS8	6.26327799124249e-45	0.698638552482831	1	0.967	1.26787536376722e-40	Activated B cells	RPS8
RPS25	9.22432523642019e-44	0.69063306262632	1	0.973	1.86728015760854e-39	Activated B cells	RPS25
CD74	1.17188269324466e-43	0.938287922315483	1	0.91	2.37224213593516e-39	Activated B cells	CD74
RPL27A	1.52177288305119e-43	0.616985337917687	1	0.984	3.08052484716052e-39	Activated B cells	RPL27A
RPL32	2.65192874166475e-43	0.643396281232171	1	0.987	5.36829935175196e-39	Activated B cells	RPL32
RPS18	4.64031586882643e-43	0.655373707270642	1	0.987	9.39339141326535e-39	Activated B cells	RPS18
RPS27	1.14653300580918e-41	0.680943154546469	1	0.99	2.32092676365953e-37	Activated B cells	RPS27
CD79B	4.50516219154726e-41	1.04722822343256	0.855	0.315	9.11979982434912e-37	Activated B cells	CD79B
RPL10	1.02498012284265e-40	0.616430468347999	1	0.991	2.07486726267038e-36	Activated B cells	RPL10
EEF1G	2.17217950608729e-40	0.769116323046787	0.991	0.922	4.3971429741725e-36	Activated B cells	EEF1G
RPL19	5.80215916272441e-40	0.56693092431329	1	0.976	1.1745310793103e-35	Activated B cells	RPL19
RPL30	1.48276982122758e-39	0.650157573123984	1	0.965	3.00157094911099e-35	Activated B cells	RPL30
RPS28	1.97292899286695e-39	0.535938633154387	1	0.985	3.99380016026057e-35	Activated B cells	RPS28
EEF1A1	2.0342543618572e-39	0.55403229296561	1	0.995	4.11794110470753e-35	Activated B cells	EEF1A1
HLA-DRA	4.02441336662034e-39	0.903997922027496	1	0.833	8.14661997804955e-35	Activated B cells	HLA-DRA
HLA-DQB1	6.78742442535007e-39	0.965464926201902	0.923	0.419	1.37397832642361e-34	Activated B cells	HLA-DQB1
LINC02397	7.13789640277162e-39	0.662398172313568	0.35	0.055	1.44492436881306e-34	Activated B cells	LINC02397
RPL8	8.22277930250746e-39	0.615037102411744	0.991	0.962	1.66453721420659e-34	Activated B cells	RPL8
RPL21	2.86914311058849e-38	0.616926737632032	0.991	0.985	5.80800639876427e-34	Activated B cells	RPL21
RPL34	3.60850520309991e-38	0.601162486748295	1	0.988	7.30469708263515e-34	Activated B cells	RPL34
RPL9	9.62269467675307e-38	0.662563967888222	1	0.971	1.94792208341512e-33	Activated B cells	RPL9
RPL12	1.68417006221494e-37	0.586538311066202	1	0.971	3.40926545694169e-33	Activated B cells	RPL12
RPL41	4.10145484773529e-37	0.561843066526576	1	0.993	8.30257504827054e-33	Activated B cells	RPL41
RPL31	4.64707892959211e-37	0.665616423482728	1	0.964	9.4070818771733e-33	Activated B cells	RPL31
RPLP1	5.20418529526334e-37	0.562129275278357	0.991	0.994	1.05348322932016e-32	Activated B cells	RPLP1
RPS15A	6.05017919036605e-37	0.577571979868686	1	0.983	1.2247377735058e-32	Activated B cells	RPS15A
RPS21	6.12621087363679e-37	0.691811232691701	0.983	0.923	1.2401288671503e-32	Activated B cells	RPS21
LTB	1.75450789132778e-36	0.950358527088328	0.949	0.529	3.55165032441483e-32	Activated B cells	LTB
RPS14	1.9516306983913e-36	0.653452794796895	1	0.982	3.95068602275351e-32	Activated B cells	RPS14
RPS12	5.59926398669879e-36	0.696964078868771	0.991	0.974	1.13345900882744e-31	Activated B cells	RPS12
RPS5	9.73992708581396e-36	0.676310878614645	0.983	0.918	1.97165343998132e-31	Activated B cells	RPS5
ARHGAP24	4.47027858688056e-35	0.691198211669912	0.35	0.063	9.04918494342232e-31	Activated B cells	ARHGAP24
RPS27A	1.03354264961633e-34	0.555010115253228	1	0.98	2.09220038561833e-30	Activated B cells	RPS27A
RPS29	1.82226874757666e-34	0.661526142668709	0.991	0.975	3.68881862571943e-30	Activated B cells	RPS29
HLA-DPB1	6.81704031751917e-34	0.837607409328361	0.983	0.701	1.37997347147541e-29	Activated B cells	HLA-DPB1
