p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
MS4A1	4.67818056863143e-88	1.58841681496991	0.737	0.111	9.27215388702749e-84	Activated B cells	MS4A1
CD79A	6.30683211350451e-73	1.41988771568462	0.798	0.161	1.25001412489659e-68	Activated B cells	CD79A
BANK1	4.8100753934323e-53	1.18328872207685	0.465	0.07	9.53356942978282e-49	Activated B cells	BANK1
HLA-DRA	9.8502827097574e-52	1.25752429332399	0.991	0.461	1.95232603307392e-47	Activated B cells	HLA-DRA
CD74	5.63976223322357e-51	1.28254303846093	1	0.687	1.11780087462491e-46	Activated B cells	CD74
FCRLA	1.93123134071015e-50	1.21071129459824	0.36	0.044	3.82770051728751e-46	Activated B cells	FCRLA
CD79B	4.43516931364906e-44	1.16730745179504	0.544	0.114	8.79050557965243e-40	Activated B cells	CD79B
HLA-DQA1	3.12151876275368e-42	1.09892293163552	0.781	0.244	6.1868501877778e-38	Activated B cells	HLA-DQA1
TNFRSF13C	3.13231093632018e-40	0.905680976253008	0.325	0.044	6.2082402757866e-36	Activated B cells	TNFRSF13C
TNFRSF13B	5.43065864031905e-38	0.967345580886353	0.342	0.051	1.07635654251124e-33	Activated B cells	TNFRSF13B
IRF8	1.70720150590363e-37	1.14680547303522	0.421	0.081	3.383673384701e-33	Activated B cells	IRF8
HLA-DPA1	2.61544292037829e-37	0.938783749020501	0.93	0.448	5.18380786818978e-33	Activated B cells	HLA-DPA1
LY86	2.51752145861556e-36	1.15218686247851	0.43	0.089	4.98972753097604e-32	Activated B cells	LY86
VPREB3	1.42511638129182e-35	0.92298034149194	0.395	0.071	2.82458066772039e-31	Activated B cells	VPREB3
ADAM28	8.5967056803073e-35	1.06556510648125	0.43	0.09	1.70386706583691e-30	Activated B cells	ADAM28
BLK	4.25848371457878e-34	1.05154203726582	0.316	0.049	8.44031472229514e-30	Activated B cells	BLK
ARHGAP24	1.57781202306548e-33	1.06138936563842	0.386	0.074	3.12722342971579e-29	Activated B cells	ARHGAP24
HLA-DPB1	3.53896284719569e-33	0.855053599639278	0.912	0.436	7.01422436314185e-29	Activated B cells	HLA-DPB1
HLA-DRB1	2.45812469292282e-32	0.993025305027425	0.86	0.412	4.87200314137302e-28	Activated B cells	HLA-DRB1
MARCH1	1.25895499772366e-31	1.09663096536166	0.412	0.09	2.4952488054883e-27	Activated B cells	MARCH1
LTB	1.34688653868896e-30	0.988172613537547	0.737	0.264	2.66952911968152e-26	Activated B cells	LTB
HLA-DQB1	9.55558711145988e-29	0.91937662350347	0.754	0.295	1.89391736549135e-24	Activated B cells	HLA-DQB1
LINC01781	1.56921441135793e-28	0.843922819923644	0.289	0.048	3.11018296331141e-24	Activated B cells	LINC01781
EEF1A1	3.49494648500745e-27	0.490768105175906	1	0.98	6.92698393328476e-23	Activated B cells	EEF1A1
SMIM14	7.28065065626972e-27	1.11910876201851	0.526	0.173	1.44302496007266e-22	Activated B cells	SMIM14
RPS23	1.18964069173868e-26	0.625211283336625	0.982	0.934	2.35786785102606e-22	Activated B cells	RPS23
RPL13A	1.46048584245427e-26	0.478044826477304	0.991	0.989	2.89468293974437e-22	Activated B cells	RPL13A
RPLP2	5.97524548475987e-26	0.534108874198234	1	0.969	1.18429365507941e-21	Activated B cells	RPLP2
EEF1G	1.63623855839147e-24	0.645844193839831	0.965	0.845	3.2430248227319e-20	Activated B cells	EEF1G
RPL11	4.31022455702804e-24	0.498726945271931	0.991	0.97	8.54286507202958e-20	Activated B cells	RPL11
RPS8	8.20593883014052e-24	0.534258386381465	1	0.939	1.62641707613385e-19	Activated B cells	RPS8
CD37	8.27008403381004e-24	0.87598348715276	0.798	0.384	1.63913065550115e-19	Activated B cells	CD37
MEF2C	1.10933269219278e-22	1.00621662184928	0.325	0.076	2.19869739592609e-18	Activated B cells	MEF2C
RPSA	1.77373204267018e-22	0.590846245355702	0.974	0.815	3.5155369085723e-18	Activated B cells	RPSA
RPS14	5.3851340891284e-22	0.453923795265428	1	0.981	1.06733357646525e-17	Activated B cells	RPS14
RPL21	1.23278914348539e-20	0.448597740354134	0.991	0.975	2.44338808238805e-16	Activated B cells	RPL21
RPS6	2.70245721614406e-20	0.435692003912588	0.991	0.974	5.35627020239752e-16	Activated B cells	RPS6
