p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
TBC1D4	1.70923832269187e-09	1.12687209455546	0.512	0.124	1.97194825288961e-05	CD4+ Tcm	TBC1D4
SPOCK2	1.21013277000603e-08	0.839784476261465	0.884	0.433	0.000139613017675596	CD4+ Tcm	SPOCK2
LTB	2.79110806583731e-08	1.01237355969497	0.512	0.143	0.00032201013755565	CD4+ Tcm	LTB
FAS	2.86668158169227e-07	1.00483767432069	0.535	0.19	0.00330729054079837	CD4+ Tcm	FAS
ANKRD12	4.13232579965847e-07	0.689869763402515	0.884	0.595	0.00476746427506598	CD4+ Tcm	ANKRD12
ZC3H12D	1.50008968399126e-06	0.746206039135115	0.465	0.143	0.0173065346842072	CD4+ Tcm	ZC3H12D
THEM4	1.69937470975501e-06	0.713260591035115	0.442	0.133	0.0196056860264436	CD4+ Tcm	THEM4
TAB2	3.94433727289456e-06	0.645391645015952	0.465	0.157	0.0455058191173845	CD4+ Tcm	TAB2
LINC00649	6.48726938552497e-06	0.753328385943134	0.419	0.133	0.0748436269008016	CD4+ Tcm	LINC00649
SYNE2	1.40919336382861e-05	0.612609465148766	0.744	0.433	0.162578638384907	CD4+ Tcm	SYNE2
TRAF3IP3	2.00170299957102e-05	0.741254902915762	0.395	0.129	0.230936475060509	CD4+ Tcm	TRAF3IP3
CAMK4	2.09055716406631e-05	0.687479670659064	0.581	0.243	0.24118758001833	CD4+ Tcm	CAMK4
POU2F2	2.65017536595941e-05	0.97585375314273	0.326	0.09	0.305750731970737	CD4+ Tcm	POU2F2
RORA	3.97031079113105e-05	0.596827429844477	0.651	0.338	0.458054755972789	CD4+ Tcm	RORA
GIMAP2	3.98644315370808e-05	0.481267653225216	0.279	0.067	0.459915946643301	CD4+ Tcm	GIMAP2
JAK3	4.31822989653929e-05	0.565526433850485	0.349	0.114	0.498194183163738	CD4+ Tcm	JAK3
HNRNPLL	5.00759282366342e-05	0.802770579265157	0.512	0.238	0.577725984066048	CD4+ Tcm	HNRNPLL
LINC01943	5.40040395767972e-05	0.783745106874945	0.279	0.071	0.62304460459751	CD4+ Tcm	LINC01943
IFNAR2	6.56615722734256e-05	0.624256413664969	0.581	0.286	0.757537559318511	CD4+ Tcm	IFNAR2
PHF21A	8.73510941167547e-05	0.591288842040385	0.302	0.09	1	CD4+ Tcm	PHF21A
EPB41	9.83387970503932e-05	0.624932920314715	0.581	0.319	1	CD4+ Tcm	EPB41
ARHGAP15	0.000137364849852274	0.592836227300464	0.535	0.262	1	CD4+ Tcm	ARHGAP15
PIM2	0.000167577991802644	0.60868165895111	0.326	0.105	1	CD4+ Tcm	PIM2
SKAP1	0.000174656052804593	0.456668781411147	0.395	0.138	1	CD4+ Tcm	SKAP1
TNIK	0.00018908684015951	0.670906835033593	0.535	0.252	1	CD4+ Tcm	TNIK
ANP32B	0.000209177242060335	0.46867171782993	0.698	0.443	1	CD4+ Tcm	ANP32B
PBXIP1	0.000281094768398607	0.446460759138955	0.651	0.362	1	CD4+ Tcm	PBXIP1
FYB1	0.00032647889286951	0.754273666388524	0.558	0.324	1	CD4+ Tcm	FYB1
ATXN10	0.000330274817640081	0.574423691781698	0.279	0.09	1	CD4+ Tcm	ATXN10
CD2	0.000372957215467653	0.797572409774066	0.674	0.467	1	CD4+ Tcm	CD2
APBB1IP	0.000375695835042059	0.568858489884722	0.628	0.333	1	CD4+ Tcm	APBB1IP
C1GALT1	0.000381521739773275	0.350435040670437	0.279	0.086	1	CD4+ Tcm	C1GALT1
TXNIP	0.000388359653840055	0.501849771735037	0.535	0.276	1	CD4+ Tcm	TXNIP
SELL	0.000438887063699668	0.70854196418333	0.302	0.105	1	CD4+ Tcm	SELL
GK	0.000502025280679836	0.598803442923702	0.372	0.148	1	CD4+ Tcm	GK
ZZEF1	0.00050205179140309	0.671970583996943	0.279	0.095	1	CD4+ Tcm	ZZEF1
RPL4	0.000632533634100808	0.379097952332627	0.93	0.729	1	CD4+ Tcm	RPL4
PDCD10	0.000643124709449101	0.516372995189433	0.488	0.248	1	CD4+ Tcm	PDCD10
RPL22	0.000832543863236529	0.37484552458639	0.93	0.833	1	CD4+ Tcm	RPL22
KIAA0319L	0.000880205362280226	0.608693191212279	0.349	0.152	1	CD4+ Tcm	KIAA0319L
STK4	0.000889724778663254	0.375412725040003	0.86	0.61	1	CD4+ Tcm	STK4
PHTF2	0.000915170053607092	0.425201984058752	0.302	0.11	1	CD4+ Tcm	PHTF2
CCDC18-AS1	0.00104096680639076	0.604559042642133	0.279	0.1	1	CD4+ Tcm	CCDC18-AS1
RPS6KA5	0.00105547112625183	0.467577371954402	0.279	0.1	1	CD4+ Tcm	RPS6KA5
LDLRAD4	0.00113953202813856	0.568642066486313	0.395	0.186	1	CD4+ Tcm	LDLRAD4
MDH1	0.00117241875154838	0.490763251565807	0.442	0.214	1	CD4+ Tcm	MDH1
RPL34	0.00122430661354698	0.313995618113474	1	0.981	1	CD4+ Tcm	RPL34
LIMS1	0.00127060921697597	0.541494957891326	0.349	0.148	1	CD4+ Tcm	LIMS1
RCAN3	0.00127961934117367	0.506293275256292	0.256	0.09	1	CD4+ Tcm	RCAN3
ELMO1	0.00131598226873593	0.538975619039392	0.302	0.124	1	CD4+ Tcm	ELMO1
BATF	0.00134480691295729	0.461643906581517	0.488	0.252	1	CD4+ Tcm	BATF
MGAT4A	0.00136441765867718	0.50437737426903	0.442	0.214	1	CD4+ Tcm	MGAT4A
MRPS21	0.00137943182949001	0.346998924611572	0.535	0.271	1	CD4+ Tcm	MRPS21
FXYD5	0.00155122931230033	0.471508732328353	0.744	0.614	1	CD4+ Tcm	FXYD5
LINC00861	0.00164853757026819	0.483357574140226	0.256	0.09	1	CD4+ Tcm	LINC00861
AIP	0.00168794709378755	0.410096738179851	0.395	0.186	1	CD4+ Tcm	AIP
FOXP1	0.00180217019985072	0.60082198233571	0.605	0.405	1	CD4+ Tcm	FOXP1
CD247	0.00186471418185563	0.540687623812503	0.512	0.267	1	CD4+ Tcm	CD247
SLAMF1	0.00188861860360364	0.384426302019057	0.349	0.143	1	CD4+ Tcm	SLAMF1
IKZF3	0.00237978496638533	0.581607096261525	0.465	0.248	1	CD4+ Tcm	IKZF3
VPS13C	0.00238766787316688	0.652476814783632	0.488	0.3	1	CD4+ Tcm	VPS13C
SAFB	0.00248189263294643	0.489312716176334	0.488	0.276	1	CD4+ Tcm	SAFB
TNFAIP8	0.00260053392095904	0.655524851745163	0.419	0.224	1	CD4+ Tcm	TNFAIP8
PFDN5	0.0026410802798523	0.387015390909259	0.93	0.786	1	CD4+ Tcm	PFDN5
IL27RA	0.00285672553103568	0.386754290823217	0.302	0.119	1	CD4+ Tcm	IL27RA
RPS13	0.00288595186638673	0.288769240500261	1	0.924	1	CD4+ Tcm	RPS13
CXCR6	0.00292422813302925	0.453505936042053	0.349	0.152	1	CD4+ Tcm	CXCR6
IL32	0.00301506206772069	0.639970149987936	0.674	0.51	1	CD4+ Tcm	IL32
PARP1	0.00306006031190426	0.440035170458655	0.395	0.2	1	CD4+ Tcm	PARP1
ODF2L	0.00309347900783312	0.447964082270898	0.372	0.176	1	CD4+ Tcm	ODF2L
FKBP5	0.00310085605644727	0.295393621162097	0.279	0.105	1	CD4+ Tcm	FKBP5
KLRB1	0.00310298869537405	0.522986641621204	0.372	0.167	1	CD4+ Tcm	KLRB1
EMB	0.00316226791256707	0.489003904000554	0.465	0.257	1	CD4+ Tcm	EMB
HCLS1	0.00324363754123892	0.508590134293403	0.535	0.319	1	CD4+ Tcm	HCLS1
