p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
PLP1	1.12463896281289e-127	1.62099027450007	0.391	0.026	2.99626312472611e-123	Astrocytes	PLP1
AQP4	7.60713753791676e-124	1.62861200970042	0.777	0.15	2.02669358285178e-119	Astrocytes	AQP4
AQP1	1.61266747648591e-120	1.79179956659437	0.818	0.184	4.29646869085377e-116	Astrocytes	AQP1
BCAN	1.68327120055702e-98	1.43704641686698	0.591	0.098	4.48457113252401e-94	Astrocytes	BCAN
GFAP	1.81825756233415e-82	1.19750412664149	0.973	0.437	4.84420179757065e-78	Astrocytes	GFAP
FAM189A2	1.06023652352314e-71	1.08341719568061	0.4	0.058	2.82468214597035e-67	Astrocytes	FAM189A2
LIFR	1.74819350901527e-60	1.24065200807342	0.473	0.103	4.65753714671847e-56	Astrocytes	LIFR
LINC01088	7.06502797974343e-58	0.944827424846933	0.268	0.031	1.88226475436324e-53	Astrocytes	LINC01088
F2R	1.9422751949224e-57	1.13361269572457	0.427	0.085	5.17460957431227e-53	Astrocytes	F2R
CA3	8.13955760394131e-56	1.05311573732498	0.291	0.039	2.16854093684204e-51	Astrocytes	CA3
CCDC146	5.58742414005929e-54	1.00919837838706	0.309	0.045	1.4886015393946e-49	Astrocytes	CCDC146
CTNND2	1.40276204606974e-49	1.08524184636069	0.427	0.098	3.73723864313901e-45	Astrocytes	CTNND2
NTRK2	8.14357528099263e-47	1.07706697952563	0.677	0.262	2.16961132636206e-42	Astrocytes	NTRK2
NFIA	9.83022352315289e-47	1.09160475429123	0.714	0.301	2.61896815103839e-42	Astrocytes	NFIA
HSPB8	9.94661583934256e-45	0.916175977221413	0.286	0.047	2.64997739191765e-40	Astrocytes	HSPB8
MT3	2.77734866429784e-42	0.755085077615307	0.614	0.205	7.3994123114223e-38	Astrocytes	MT3
CKB	2.34548338154131e-41	1.07551217302096	0.541	0.175	6.24883682510237e-37	Astrocytes	CKB
MYBPC1	3.77986424043224e-41	1.04249918420796	0.432	0.119	1.00703143093596e-36	Astrocytes	MYBPC1
PON2	1.1355791080982e-40	1.0486487737888	0.532	0.178	3.02540985979522e-36	Astrocytes	PON2
FHL1	7.94309020100428e-40	0.811732811102704	0.436	0.116	2.11619809135156e-35	Astrocytes	FHL1
NKAIN3	9.55057755118045e-40	0.823555118406654	0.323	0.067	2.5444648711855e-35	Astrocytes	NKAIN3
MIR9-1HG	4.68654954726105e-37	0.831449392079411	0.614	0.218	1.24859053038129e-32	Astrocytes	MIR9-1HG
NDRG2	2.60404502390587e-35	0.869448168478142	0.277	0.057	6.93769675269002e-31	Astrocytes	NDRG2
RGMA	3.18766721897244e-35	0.922779177258956	0.277	0.056	8.49258300478638e-31	Astrocytes	RGMA
SOX2	4.35204938296075e-33	0.725052940983404	0.818	0.457	1.1594729966084e-28	Astrocytes	SOX2
FADS2	2.82750935117903e-32	0.919863194239348	0.459	0.157	7.53305041341118e-28	Astrocytes	FADS2
C21orf62	3.40502749144009e-32	1.00047788057413	0.532	0.207	9.07167424269469e-28	Astrocytes	C21orf62
NFIX	4.98704456820884e-32	0.843182117759049	0.636	0.291	1.3286484138622e-27	Astrocytes	NFIX
NCAM1	9.02297387691329e-32	0.871413047721943	0.441	0.148	2.40390070028724e-27	Astrocytes	NCAM1
ITGB8	1.90478673692896e-31	0.829922744795486	0.405	0.121	5.07473282452614e-27	Astrocytes	ITGB8
ZMAT1	6.07688792871523e-30	0.8559579258804	0.464	0.164	1.61900448196831e-25	Astrocytes	ZMAT1
S100B	8.59027431233029e-30	1.01906024556057	0.405	0.136	2.28862088229103e-25	Astrocytes	S100B
SOX9	5.23446977169749e-28	0.789495719830058	0.468	0.172	1.39456743657564e-23	Astrocytes	SOX9
AHCYL1	4.16623973851305e-27	0.808632095768446	0.586	0.278	1.10996959113465e-22	Astrocytes	AHCYL1
SLC1A3	6.25290110504238e-26	0.750988261191044	0.495	0.205	1.66589791240539e-21	Astrocytes	SLC1A3
TGFB2	5.53626713675945e-25	0.744888052167792	0.327	0.099	1.47497229057545e-20	Astrocytes	TGFB2
TSPAN7	2.75360070756992e-24	0.727921417382892	0.277	0.078	7.33614300510777e-20	Astrocytes	TSPAN7
GPM6B	1.13251445715968e-23	0.569369574687418	0.777	0.474	3.01724501676482e-19	Astrocytes	GPM6B
MTCO1P12	8.25138257626549e-23	0.642328979019385	0.809	0.535	2.19833334596865e-18	Astrocytes	MTCO1P12
F3	7.15118966974241e-22	0.609136178410653	0.386	0.14	1.90521995181277e-17	Astrocytes	F3
GATM	9.85741169815621e-22	0.876001171574483	0.286	0.09	2.62621162462278e-17	Astrocytes	GATM
CXXC5	6.06625834478279e-21	0.688016469699957	0.382	0.144	1.61617254821703e-16	Astrocytes	CXXC5
CALM1	6.00768224416236e-20	0.551325324706356	0.723	0.426	1.60056670348974e-15	Astrocytes	CALM1
ID4	7.8507932936583e-20	0.561795972606897	0.4	0.154	2.09160834929644e-15	Astrocytes	ID4
FOS	3.60471643103201e-19	0.49391161116747	0.905	0.664	9.60368551555549e-15	Astrocytes	FOS
RDX	3.77938669783923e-19	0.683449896157131	0.673	0.417	1.00690420403833e-14	Astrocytes	RDX
MT-CO2	1.49342149511223e-18	0.545728653386872	0.736	0.461	3.97877354727801e-14	Astrocytes	MT-CO2
PTPRZ1	2.05398182236872e-18	0.38117773814842	0.491	0.213	5.47221837115474e-14	Astrocytes	PTPRZ1
CRIP2	2.55737514381829e-18	0.711731386023604	0.282	0.096	6.81335885816068e-14	Astrocytes	CRIP2
DPYSL2	1.8588149172912e-17	0.575332985768551	0.614	0.352	4.95225470264721e-13	Astrocytes	DPYSL2
SEPTIN7	3.18355424925712e-17	0.505993474642821	0.759	0.51	8.48162523087082e-13	Astrocytes	SEPTIN7
MT-CO3	4.19605094102946e-17	0.582877358401729	0.764	0.521	1.11791189170907e-12	Astrocytes	MT-CO3
TTC3P1	6.23088655334498e-17	0.67446935660639	0.468	0.235	1.66003279554217e-12	Astrocytes	TTC3P1
CETN2	1.18237578744632e-16	0.557048243081037	0.545	0.293	3.15008557291449e-12	Astrocytes	CETN2
RPGR	1.89834579706328e-16	0.65304670145086	0.309	0.117	5.057572872536e-12	Astrocytes	RPGR
ATP1B1	2.28279110826686e-16	0.786425912586923	0.305	0.121	6.08181207064456e-12	Astrocytes	ATP1B1
MT-ND6	2.48918965103006e-16	0.58089963651818	0.641	0.397	6.63169906827428e-12	Astrocytes	MT-ND6
CSPP1	4.38795729315979e-16	0.662849346034966	0.359	0.156	1.16903958204363e-11	Astrocytes	CSPP1
MT-CO1	7.53877470366285e-16	0.530331405085662	0.677	0.423	2.00848035654986e-11	Astrocytes	MT-CO1
MTCO1P40	2.45970202352497e-15	0.603205323910752	0.459	0.235	6.55313813107522e-11	Astrocytes	MTCO1P40
GADD45B	6.70349243864465e-15	0.691635356357109	0.495	0.271	1.78594445550371e-10	Astrocytes	GADD45B
MT-ND4	6.72678570862986e-15	0.480318532444579	0.709	0.468	1.79215024849317e-10	Astrocytes	MT-ND4
SPAG1	1.34303959626098e-14	0.559668851043289	0.277	0.107	3.57812609235851e-10	Astrocytes	SPAG1
QKI	1.4442286104319e-14	0.602361686949542	0.564	0.338	3.84771386391267e-10	Astrocytes	QKI
ZFP36L2	3.12803669532877e-14	0.432181630743561	0.355	0.152	8.33371536369491e-10	Astrocytes	ZFP36L2
CSRP1	5.38450292803981e-14	0.497856498768818	0.3	0.119	1.43453927008837e-09	Astrocytes	CSRP1
YWHAE	5.39542134239086e-14	0.519984185909886	0.705	0.475	1.43744815403977e-09	Astrocytes	YWHAE
ITM2C	6.13357796710601e-14	0.567970413878228	0.336	0.148	1.63410784199638e-09	Astrocytes	ITM2C
DAAM1	6.40731682764795e-14	0.547275484508568	0.359	0.166	1.70703734922197e-09	Astrocytes	DAAM1
TCEAL3	1.45026562232379e-13	0.527750128251532	0.582	0.356	3.86379767099505e-09	Astrocytes	TCEAL3
MAGED1	2.37032657547031e-13	0.703659787945759	0.427	0.231	6.31502406236799e-09	Astrocytes	MAGED1
ZFP36L1	2.91156725369153e-13	0.375355349980376	0.8	0.566	7.75699747728498e-09	Astrocytes	ZFP36L1
STAC2	3.58386637794811e-13	0.579980732677278	0.295	0.123	9.54813680412937e-09	Astrocytes	STAC2
EZR	8.32240168413056e-13	0.423457432252544	0.564	0.334	2.21725425668606e-08	Astrocytes	EZR
GRIA3	4.51956783376464e-12	0.517580698725493	0.277	0.118	1.20410326227157e-07	Astrocytes	GRIA3
ANKRD36	6.05432659052485e-12	0.413214839043925	0.491	0.271	1.61299369024763e-07	Astrocytes	ANKRD36
NFIB	7.00801893583431e-12	0.495482980456948	0.536	0.333	1.86707640488498e-07	Astrocytes	NFIB
SYTL4	7.13179683308235e-12	0.601065971221817	0.314	0.148	1.9000533122698e-07	Astrocytes	SYTL4
PLEKHA5	7.81731852898927e-12	0.564763968704545	0.377	0.193	2.08269000249332e-07	Astrocytes	PLEKHA5
HILPDA	8.89232955490544e-12	0.802979923324232	0.282	0.124	2.36909444001791e-07	Astrocytes	HILPDA
CPE	1.69923839497031e-11	0.493791156101957	0.441	0.247	4.5271109318799e-07	Astrocytes	CPE
PMP2	2.18416390842666e-11	0.250678592296898	0.705	0.427	5.8190494848303e-07	Astrocytes	PMP2
HMGN5	8.46818380911264e-11	0.391822215488136	0.359	0.184	2.25609353042379e-06	Astrocytes	HMGN5
BBX	1.61818454568912e-10	0.403325354428693	0.445	0.255	4.31116726662495e-06	Astrocytes	BBX
PSIP1	2.0206392309771e-10	0.363752728069888	0.591	0.374	5.38338703916918e-06	Astrocytes	PSIP1
HES1	2.42520007718178e-10	0.484377618347992	0.614	0.424	6.46121804562771e-06	Astrocytes	HES1
NR2F1	3.89476200599988e-10	0.528646850162632	0.345	0.181	1.03764249363849e-05	Astrocytes	NR2F1
DTNA	4.32967527386849e-10	0.481006856958454	0.405	0.229	1.15351208646404e-05	Astrocytes	DTNA
COPS9	5.73661117334468e-10	0.496671078863777	0.445	0.272	1.52834794880249e-05	Astrocytes	COPS9
MT-ND5	7.00162166749609e-10	0.409130259331798	0.595	0.394	1.86537204465431e-05	Astrocytes	MT-ND5
TUBB2B	7.64042269638752e-10	0.380233282199296	0.395	0.21	2.03556141477156e-05	Astrocytes	TUBB2B
MTCO2P12	2.57100421484549e-09	0.327379546916359	0.459	0.269	6.84966942919135e-05	Astrocytes	MTCO2P12
FNBP1	2.73837727614239e-09	0.428810765425274	0.336	0.18	7.29558473909855e-05	Astrocytes	FNBP1
MT-ND3	4.47604698599336e-09	0.365384775937551	0.514	0.321	0.000119250843800835	Astrocytes	MT-ND3
ABCA1	6.38557340178218e-09	0.404408212318157	0.273	0.133	0.000170124446570281	Astrocytes	ABCA1
MAOB	6.68196752667781e-09	0.417412533760967	0.259	0.123	0.00017802097884575	Astrocytes	MAOB
IGFBP5	8.59148710807865e-09	0.412827165024376	0.459	0.276	0.000228894399533431	Astrocytes	IGFBP5
GABPB1-AS1	1.00214955281774e-08	0.489676593610626	0.377	0.22	0.000266992683861702	Astrocytes	GABPB1-AS1
NES	1.37964604713964e-08	0.361439503988797	0.373	0.214	0.000367565299878943	Astrocytes	NES
