p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
LIX1	0	1.03379040658757	0.476	0.007	0	Astrocytes	LIX1
NKAIN4	1.17912180697037e-233	1.62734959079657	0.818	0.097	2.34668822023242e-229	Astrocytes	NKAIN4
GFAP	4.55620085428797e-213	2.02155321963227	0.56	0.036	9.06775094020393e-209	Astrocytes	GFAP
BCAN	3.89440820393051e-208	2.24678705688817	0.907	0.169	7.75065120746251e-204	Astrocytes	BCAN
PLP1	4.01017226493981e-199	1.14898537513051	0.347	0.008	7.9810448416832e-195	Astrocytes	PLP1
ID3	1.10508660368236e-194	2.15441260863065	0.969	0.205	2.19934335864863e-190	Astrocytes	ID3
AQP1	1.13058569253062e-157	1.05916474333781	0.378	0.02	2.25009164527443e-153	Astrocytes	AQP1
ID1	3.96452139272378e-143	1.51004889048252	0.782	0.149	7.89019047579886e-139	Astrocytes	ID1
FAM107A	2.06892115724147e-137	0.919341041239285	0.484	0.048	4.11756688714197e-133	Astrocytes	FAM107A
KCNN3	2.24674280520182e-136	0.661995564465723	0.32	0.016	4.47146753091267e-132	Astrocytes	KCNN3
AQP4	2.15275720652892e-130	1.88039157828132	0.933	0.404	4.28441739243386e-126	Astrocytes	AQP4
C1QL1	2.79634501427553e-129	1.29435819932629	0.578	0.085	5.56528584741115e-125	Astrocytes	C1QL1
PPP1R1B	3.93534765208931e-128	0.711032323052411	0.267	0.01	7.83212889718814e-124	Astrocytes	PPP1R1B
OLFM2	6.00478238660314e-128	0.894435388376785	0.431	0.041	1.19507179058176e-123	Astrocytes	OLFM2
SCRG1	3.52642326043267e-114	1.50452677950184	0.871	0.293	7.0182875729131e-110	Astrocytes	SCRG1
ID4	3.12039274347866e-113	1.8103473794896	0.933	0.432	6.21020563807122e-109	Astrocytes	ID4
HEPN1	1.529067972596e-97	1.37988401590031	0.689	0.182	3.04315107906057e-93	Astrocytes	HEPN1
CRYAB	1.66823619571347e-97	1.71022583467832	0.982	0.632	3.32012367670895e-93	Astrocytes	CRYAB
ADCYAP1R1	4.76457119628224e-97	0.855547508098591	0.444	0.063	9.48244959484092e-93	Astrocytes	ADCYAP1R1
LINC00844	5.01531759569546e-97	0.981279161650545	0.462	0.07	9.9814850789531e-93	Astrocytes	LINC00844
C1orf61	8.18856132373215e-97	1.64419741721906	0.88	0.428	1.62968747464917e-92	Astrocytes	C1orf61
CLU	8.00977072066966e-93	1.2471394253751	0.991	0.859	1.59410456882767e-88	Astrocytes	CLU
HEPACAM	4.893831723035e-92	1.07828805819792	0.591	0.13	9.73970389518425e-88	Astrocytes	HEPACAM
NMB	8.14567275153668e-91	1.58779283762457	0.862	0.406	1.62115179101083e-86	Astrocytes	NMB
RGMA	2.3375718314204e-90	1.12102507009612	0.671	0.19	4.65223545889287e-86	Astrocytes	RGMA
