p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
FGFBP2	1.8536697021382e-25	2.6872846795336	1	0.032	1.75876181338873e-21	CD8+ effector T cells	FGFBP2
KLRD1	5.73838268172459e-22	1.76418231450634	0.75	0.016	5.44457748842029e-18	CD8+ effector T cells	KLRD1
GZMH	1.57936718349179e-18	2.14649483235333	1	0.059	1.49850358369701e-14	CD8+ effector T cells	GZMH
HOPX	2.71098358149035e-18	2.00215788834131	0.875	0.043	2.57218122211805e-14	CD8+ effector T cells	HOPX
CCL5	3.91006725116443e-18	2.71576779912211	1	0.064	3.70987180790482e-14	CD8+ effector T cells	CCL5
TBX21	3.96083869602956e-18	1.0306053889697	0.5	0.005	3.75804375479284e-14	CD8+ effector T cells	TBX21
GZMB	4.9856794036561e-18	2.28795278043394	0.875	0.043	4.7304126181889e-14	CD8+ effector T cells	GZMB
IL32	1.45924833376179e-17	2.67929739857856	1	0.07	1.38453481907319e-13	CD8+ effector T cells	IL32
GIMAP4	2.78959611328943e-17	1.58638836877676	0.75	0.032	2.64676879228901e-13	CD8+ effector T cells	GIMAP4
S1PR5	4.3794721430985e-17	0.915767458082531	0.375	0	4.15524316937186e-13	CD8+ effector T cells	S1PR5
UBE2E3	4.3794721430985e-17	0.896984226891805	0.375	0	4.15524316937186e-13	CD8+ effector T cells	UBE2E3
TC2N	4.3794721430985e-17	0.829742235429266	0.375	0	4.15524316937186e-13	CD8+ effector T cells	TC2N
CD3E	4.03879642188042e-16	2.13993628785979	1	0.08	3.83201004508014e-12	CD8+ effector T cells	CD3E
LAT	4.68601288887387e-16	1.52518467929801	0.875	0.053	4.44608902896353e-12	CD8+ effector T cells	LAT
GZMA	7.74078305312208e-16	1.74569072443977	0.875	0.048	7.34445496080223e-12	CD8+ effector T cells	GZMA
GNLY	7.75630991069266e-16	3.27619102239971	0.875	0.059	7.35918684326519e-12	CD8+ effector T cells	GNLY
SAMD3	1.36216924637019e-15	1.61217437075049	0.625	0.021	1.29242618095604e-11	CD8+ effector T cells	SAMD3
KLRG1	1.36451536240727e-15	1.56866244609098	0.875	0.053	1.29465217585201e-11	CD8+ effector T cells	KLRG1
SKAP1	3.88340150987324e-15	1.198110732857	0.5	0.011	3.68457135256773e-11	CD8+ effector T cells	SKAP1
CD8A	6.31313136367018e-15	2.00357722053146	0.75	0.043	5.98989903785027e-11	CD8+ effector T cells	CD8A
CD2	3.02119115356134e-14	1.57876820983671	0.75	0.043	2.866506166499e-10	CD8+ effector T cells	CD2
PATL2	3.34812701088637e-14	1.42155108725881	0.875	0.064	3.17670290792898e-10	CD8+ effector T cells	PATL2
MYBL1	4.02042130781749e-13	1.31099870664925	0.5	0.016	3.81457573685724e-09	CD8+ effector T cells	MYBL1
PRSS23	5.83954959878615e-13	1.09797415017121	0.375	0.005	5.54056465932829e-09	CD8+ effector T cells	PRSS23
SLFN5	6.23124376934767e-13	0.958875426220097	0.5	0.016	5.91220408835707e-09	CD8+ effector T cells	SLFN5
CD8B	7.20564473061951e-13	1.29421635012394	0.5	0.016	6.83671572041179e-09	CD8+ effector T cells	CD8B
LINC00861	8.54807240537852e-13	0.819252341732265	0.375	0.005	8.11041109822314e-09	CD8+ effector T cells	LINC00861
GZMM	4.26933752013019e-12	1.09517854088806	0.625	0.032	4.05074743909952e-08	CD8+ effector T cells	GZMM
CST7	4.85826673925155e-11	1.9277779045337	1	0.15	4.60952348220187e-07	CD8+ effector T cells	CST7
FCRL6	5.31061839001703e-11	1.0880201649685	0.5	0.021	5.03871472844816e-07	CD8+ effector T cells	FCRL6
MVB12B	1.53483983856799e-10	0.903147711799379	0.375	0.011	1.45625603883331e-06	CD8+ effector T cells	MVB12B
MT2A	3.28163037457229e-10	1.19220876718339	0.75	0.07	3.11361089939419e-06	CD8+ effector T cells	MT2A
MED31	1.3235494892748e-09	1.17728669540604	0.625	0.053	1.25578375542393e-05	CD8+ effector T cells	MED31
PPP2R5C	2.57272646685623e-09	1.60871910431067	1	0.193	2.44100287175319e-05	CD8+ effector T cells	PPP2R5C
CAST	3.6386802509911e-09	1.14868330760624	0.5	0.032	3.45237982214035e-05	CD8+ effector T cells	CAST
CD52	3.86482958037958e-09	2.40813853941438	1	0.235	3.66695030586415e-05	CD8+ effector T cells	CD52
ANXA5	7.2778744769572e-09	1.14430406463886	0.375	0.016	6.90524730373699e-05	CD8+ effector T cells	ANXA5
SOCS1	8.26320671443224e-09	0.92232417833082	0.375	0.016	7.84013053065331e-05	CD8+ effector T cells	SOCS1
NKG7	8.46031625504092e-09	2.51050447042109	1	0.251	8.02714806278282e-05	CD8+ effector T cells	NKG7
SLAMF6	9.37776161431466e-09	1.04757562763436	0.375	0.016	8.89762021966175e-05	CD8+ effector T cells	SLAMF6
PARP8	1.06379099017231e-08	1.26576714589702	0.375	0.016	0.000100932489147549	CD8+ effector T cells	PARP8
RINL	1.06379099017231e-08	0.846490176158683	0.375	0.016	0.000100932489147549	CD8+ effector T cells	RINL
PLEKHA1	1.75368233828314e-08	0.833358723769474	0.375	0.016	0.000166389380256304	CD8+ effector T cells	PLEKHA1
ITGB7	3.70348764670656e-08	0.999277412909959	0.625	0.064	0.000351386907919518	CD8+ effector T cells	ITGB7
VAMP5	3.98843982198347e-08	1.25286826416861	0.625	0.064	0.000378423170309792	CD8+ effector T cells	VAMP5
PSMB9	4.80439071261046e-08	1.53981744790805	1	0.241	0.000455840590812481	CD8+ effector T cells	PSMB9
GIMAP5	6.66506882053355e-08	0.818078229880519	0.5	0.037	0.000632381729692223	CD8+ effector T cells	GIMAP5
SYNE2	7.3415209186584e-08	1.32753752766128	0.625	0.07	0.000696563504762309	CD8+ effector T cells	SYNE2
FKBP11	9.73264220416485e-08	1.12384670142185	0.625	0.07	0.000923433092331161	CD8+ effector T cells	FKBP11
ZBTB38	1.60419107663755e-07	0.979070834782561	0.375	0.021	0.0015220564935137	CD8+ effector T cells	ZBTB38
CCL4	1.64583732565123e-07	1.39834998844084	0.75	0.107	0.00156157045457789	CD8+ effector T cells	CCL4
PRF1	1.94630303895082e-07	1.51617414499623	0.875	0.155	0.00184665232335653	CD8+ effector T cells	PRF1
MT1X	2.15260729291921e-07	1.09692221638735	0.5	0.048	0.00204239379952174	CD8+ effector T cells	MT1X
FAM129A	2.82435044615021e-07	0.938563940299974	0.625	0.075	0.00267974370330731	CD8+ effector T cells	FAM129A
LITAF	4.10174348651126e-07	1.32140371747009	0.875	0.171	0.00389173422000188	CD8+ effector T cells	LITAF
MRPS21	4.17955440665642e-07	1.10651130583765	0.625	0.08	0.00396556122103561	CD8+ effector T cells	MRPS21
OPTN	5.73775587955959e-07	1.03602352931862	0.625	0.08	0.00544398277852614	CD8+ effector T cells	OPTN
NT5C3A	5.73775587955959e-07	0.949730063761355	0.625	0.08	0.00544398277852614	CD8+ effector T cells	NT5C3A
ID2	6.4110149423873e-07	1.64311040987361	1	0.257	0.00608277097733707	CD8+ effector T cells	ID2
ISG15	6.50657910739916e-07	0.961330929778113	0.625	0.08	0.00617344225710033	CD8+ effector T cells	ISG15
POLE4	8.00202118298775e-07	1.05582908921715	0.75	0.123	0.00759231769841878	CD8+ effector T cells	POLE4
VAMP2	8.30643170466276e-07	1.35307077353336	1	0.289	0.00788114240138402	CD8+ effector T cells	VAMP2
PPDPF	9.09425994050175e-07	1.50402078189285	1	0.294	0.00862863383154806	CD8+ effector T cells	PPDPF
ZNF217	1.49351320446186e-06	0.739534240094474	0.375	0.027	0.0141704532839341	CD8+ effector T cells	ZNF217
C12orf75	1.54073047649928e-06	1.35728886751992	0.75	0.139	0.0146184507610252	CD8+ effector T cells	C12orf75
SYTL3	1.74047429282873e-06	1.01186359561098	0.5	0.053	0.016513620090359	CD8+ effector T cells	SYTL3
GSTK1	1.89026952364375e-06	1.16509837758101	0.875	0.176	0.0179348772403319	CD8+ effector T cells	GSTK1
CKAP2	1.97217080965839e-06	0.755259516279913	0.375	0.027	0.0187119566420388	CD8+ effector T cells	CKAP2
UPP1	2.35936933493619e-06	0.888890640752046	0.625	0.086	0.0223856962498745	CD8+ effector T cells	UPP1
TOMM7	3.5653918851238e-06	1.34074598139514	1	0.337	0.0338284382060546	CD8+ effector T cells	TOMM7
B2M	4.0330237426039e-06	1.85902030259976	1	0.941	0.0382653292698258	CD8+ effector T cells	B2M
REEP5	4.2743746125394e-06	1.07540521805924	0.75	0.139	0.0405552663237738	CD8+ effector T cells	REEP5
AES	5.01029630027505e-06	1.3900478112762	1	0.342	0.0475376912970097	CD8+ effector T cells	AES
S100A10	5.21030358855396e-06	1.41663120186854	1	0.433	0.0494353604481999	CD8+ effector T cells	S100A10
CCDC88C	5.50780978509024e-06	0.875334896772359	0.875	0.16	0.0522580992409362	CD8+ effector T cells	CCDC88C
CD3G	6.46812323298769e-06	1.12104952313344	1	0.262	0.0613695532345872	CD8+ effector T cells	CD3G
POM121C	6.80060248117808e-06	0.871705533184364	0.625	0.096	0.0645241163414177	CD8+ effector T cells	POM121C
A2M-AS1	7.21915784832153e-06	0.901246563635868	0.375	0.032	0.0684953696648747	CD8+ effector T cells	A2M-AS1
CD6	7.84663752882014e-06	1.24609502828294	0.5	0.064	0.0744488968734455	CD8+ effector T cells	CD6
ANXA2R	8.51021653256361e-06	0.873252505463676	0.375	0.032	0.0807449344609635	CD8+ effector T cells	ANXA2R
TMSB4X	8.61385386273725e-06	1.47778955975014	1	0.984	0.0817282454496511	CD8+ effector T cells	TMSB4X
PSME1	9.53060736245084e-06	1.12254235603553	1	0.487	0.0904264026549336	CD8+ effector T cells	PSME1
SPCS2	1.14693501039954e-05	1.02653773415652	1	0.299	0.108821193786708	CD8+ effector T cells	SPCS2
EEF1A1	1.15720221467144e-05	1.04386188601665	1	0.957	0.109795346128026	CD8+ effector T cells	EEF1A1
CRIP1	1.20589278809782e-05	1.30594472285056	0.875	0.246	0.114415107734721	CD8+ effector T cells	CRIP1
HLA-C	1.2615794872151e-05	0.981631337599013	1	0.936	0.119698661746969	CD8+ effector T cells	HLA-C
NDUFB10	1.39856879392207e-05	1.0900622323505	0.75	0.16	0.132696207167326	CD8+ effector T cells	NDUFB10
HTATIP2	1.46255066176063e-05	0.964582972636206	0.5	0.07	0.138766806787849	CD8+ effector T cells	HTATIP2
CEP78	1.51466558735996e-05	1.18045987880188	0.375	0.037	0.143711470928713	CD8+ effector T cells	CEP78
CD48	1.52732012486289e-05	1.27656028727409	0.75	0.166	0.144912133446991	CD8+ effector T cells	CD48
HLA-B	2.44952493947934e-05	0.948274653308103	1	0.941	0.232410926257799	CD8+ effector T cells	HLA-B
ABHD14B	2.56066812370079e-05	0.812115268418275	0.375	0.037	0.242956191576731	CD8+ effector T cells	ABHD14B
CX3CR1	2.56066812370079e-05	0.717664744568378	0.375	0.037	0.242956191576731	CD8+ effector T cells	CX3CR1
CDK2AP2	2.59186211950926e-05	1.15720169079388	0.625	0.128	0.245915877899038	CD8+ effector T cells	CDK2AP2
ADD3	2.75717314271979e-05	0.886874158244515	0.375	0.037	0.261600587781253	CD8+ effector T cells	ADD3
TXNIP	2.92841649159071e-05	1.1786852872882	1	0.529	0.277848156722126	CD8+ effector T cells	TXNIP
ITK	2.96796246713331e-05	0.926671527140183	0.375	0.037	0.281600278881608	CD8+ effector T cells	ITK
CALM1	3.29587750430122e-05	1.49655108262741	1	0.556	0.3127128576081	CD8+ effector T cells	CALM1
CXCR4	3.36091155333936e-05	1.23649572526623	1	0.513	0.318883288180838	CD8+ effector T cells	CXCR4
NQO2	3.43635584348675e-05	0.719875066153865	0.375	0.037	0.326041442430023	CD8+ effector T cells	NQO2
ORAI1	3.56354455173724e-05	0.806452842890806	0.5	0.075	0.338109107068829	CD8+ effector T cells	ORAI1
