p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
LTB	4.40703919629311e-136	2.47342485844293	0.8	0.009	9.21027121633296e-132	CD4+ Tcm	LTB
IL7R	1.10962332159188e-104	2.4270897693813	0.8	0.013	2.31900177979488e-100	CD4+ Tcm	IL7R
CD3E	6.8868571637274e-104	1.83857311003398	0.933	0.019	1.43928427864739e-99	CD4+ Tcm	CD3E
CCR7	1.02653349567849e-95	1.4363075933931	0.467	0.003	2.14535235261847e-91	CD4+ Tcm	CCR7
LEF1	3.43555983255424e-91	0.50917258604581	0.333	0.001	7.1799764940551e-87	CD4+ Tcm	LEF1
KLRB1	1.18744046196849e-84	1.57088959134483	0.6	0.009	2.48163182146794e-80	CD4+ Tcm	KLRB1
ICOS	1.32906255448315e-79	0.674932100314269	0.333	0.002	2.77760783261434e-75	CD4+ Tcm	ICOS
CD2	5.30393703860838e-76	1.93444875919768	0.867	0.024	1.10846980169877e-71	CD4+ Tcm	CD2
IL2RG	1.34917386539002e-72	1.45063191985126	0.8	0.022	2.8196384612786e-68	CD4+ Tcm	IL2RG
SKAP1	1.02336516145382e-70	0.523260246495356	0.333	0.002	2.13873085092233e-66	CD4+ Tcm	SKAP1
CD3D	1.101360567621e-68	1.85110467541054	0.733	0.019	2.30173345027113e-64	CD4+ Tcm	CD3D
CD40LG	5.94727847396294e-64	0.710182278872772	0.333	0.003	1.24292172827352e-59	CD4+ Tcm	CD40LG
TRAC	3.36916622674345e-63	2.16311212193487	0.667	0.017	7.04122049727114e-59	CD4+ Tcm	TRAC
SPOCK2	5.43532799219441e-63	0.956109177102367	0.6	0.013	1.13592919708871e-58	CD4+ Tcm	SPOCK2
CD3G	6.79552793241495e-63	1.18535042257584	0.6	0.013	1.4201973825954e-58	CD4+ Tcm	CD3G
TRBC2	1.36768852886187e-62	1.6637444512191	0.667	0.017	2.85833225646842e-58	CD4+ Tcm	TRBC2
RIPOR2	1.06830873272152e-61	0.873443237713448	0.467	0.008	2.2326584205147e-57	CD4+ Tcm	RIPOR2
FLT3LG	3.65080699257564e-61	1.06132851414256	0.6	0.014	7.62982153378384e-57	CD4+ Tcm	FLT3LG
CD69	4.46153010367157e-61	2.08438397941491	0.8	0.028	9.32415176366322e-57	CD4+ Tcm	CD69
SIT1	7.74612303890488e-61	0.86270769436155	0.4	0.005	1.61886225390073e-56	CD4+ Tcm	SIT1
RHOH	1.9129206563183e-54	0.956566197944119	0.6	0.017	3.99781287963961e-50	CD4+ Tcm	RHOH
ITK	3.77732536681045e-53	0.927351159886249	0.333	0.004	7.89423228409717e-49	CD4+ Tcm	ITK
SCML4	5.56588021028609e-53	0.592045323678268	0.333	0.004	1.16321330514769e-48	CD4+ Tcm	SCML4
TRBC1	5.16117243767919e-52	1.84659472725948	0.533	0.013	1.07863342775057e-47	CD4+ Tcm	TRBC1
IL27RA	1.70423836822596e-51	0.980429669423833	0.467	0.01	3.56168776575544e-47	CD4+ Tcm	IL27RA
SIRPG	4.76986013932367e-49	0.784918139227829	0.333	0.005	9.96853070517254e-45	CD4+ Tcm	SIRPG
ACAP1	9.01886500353431e-49	1.9885544230938	0.867	0.045	1.88485259708864e-44	CD4+ Tcm	ACAP1
PRKCQ-AS1	1.6933561400648e-48	0.751526927706071	0.4	0.008	3.53894499712142e-44	CD4+ Tcm	PRKCQ-AS1
LCK	6.58810168754472e-48	1.17830221082325	0.667	0.024	1.37684737167997e-43	CD4+ Tcm	LCK
CD52	1.93861326711154e-47	1.87321496400456	0.933	0.051	4.05150786693641e-43	CD4+ Tcm	CD52
LINC02273	1.18575381420677e-45	0.54315477278141	0.267	0.003	2.47810689631073e-41	CD4+ Tcm	LINC02273
CD48	1.81202147602135e-42	1.59544665037473	0.733	0.036	3.78694368273703e-38	CD4+ Tcm	CD48
TRAT1	4.34285498094254e-41	0.567053730996116	0.267	0.003	9.07613262467182e-37	CD4+ Tcm	TRAT1
IL32	2.78864274975573e-40	1.90004743694801	0.733	0.037	5.8279844827145e-36	CD4+ Tcm	IL32
P2RY8	4.57030733848495e-40	0.565556112913603	0.333	0.006	9.55148530669969e-36	CD4+ Tcm	P2RY8
CD6	6.26484090215799e-39	1.21133219194335	0.467	0.014	1.309289100142e-34	CD4+ Tcm	CD6
BCL11B	8.34959045308874e-38	0.708828258375536	0.4	0.01	1.74498090879102e-33	CD4+ Tcm	BCL11B
INPP4B	2.36391497943884e-37	0.466817491745117	0.267	0.004	4.94034591552923e-33	CD4+ Tcm	INPP4B
BIRC3	4.87792933376022e-37	1.23244805381131	0.4	0.011	1.01943845146255e-32	CD4+ Tcm	BIRC3
ITM2A	2.49942503039016e-34	0.859555632974686	0.533	0.022	5.22354837101239e-30	CD4+ Tcm	ITM2A
MAP4K1	1.18687486224954e-33	0.597801607130047	0.4	0.012	2.48044977461531e-29	CD4+ Tcm	MAP4K1
TMEM173	1.31902589233914e-32	1.0946411080132	0.533	0.024	2.75663221239957e-28	CD4+ Tcm	TMEM173
ZNF211	3.66448407951804e-32	0.496495704517649	0.333	0.009	7.65840527778476e-28	CD4+ Tcm	ZNF211
DOCK8	2.23880758472414e-31	1.00040791588277	0.6	0.032	4.67888397131498e-27	CD4+ Tcm	DOCK8
CYTIP	6.90915854603787e-31	1.10470771249938	0.667	0.041	1.44394504453645e-26	CD4+ Tcm	CYTIP
GIMAP7	8.95625621316159e-30	1.15927533147713	0.533	0.027	1.87176798598864e-25	CD4+ Tcm	GIMAP7
TBC1D10C	1.10906162948447e-29	0.738712269685848	0.467	0.02	2.31782789945958e-25	CD4+ Tcm	TBC1D10C
CD226	1.94089789177097e-29	0.417434684617472	0.267	0.006	4.05628250401216e-25	CD4+ Tcm	CD226
PIK3IP1	2.32260833943168e-29	1.52005599539938	0.8	0.065	4.85401916857828e-25	CD4+ Tcm	PIK3IP1
PCED1B-AS1	2.48819961458174e-29	1.38930001532129	0.733	0.053	5.20008837451437e-25	CD4+ Tcm	PCED1B-AS1
ZAP70	3.17058705024039e-29	0.397193457359293	0.267	0.006	6.62620987629739e-25	CD4+ Tcm	ZAP70
ANXA2R	3.68601965260083e-29	0.372456082825311	0.267	0.006	7.70341247197048e-25	CD4+ Tcm	ANXA2R
PLAAT4	1.51043139437433e-28	1.07985521538844	0.8	0.064	3.15665057110291e-24	CD4+ Tcm	PLAAT4
CD27	3.87079443715315e-28	0.968040175517085	0.4	0.015	8.08957329420637e-24	CD4+ Tcm	CD27
