p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
MAL	2.28385205492578e-39	1.13756828711366	0.35	0.023	4.91781862987168e-35	CD4+ naive T cells	MAL
LTB	3.0701529779969e-32	1.54746685220404	0.75	0.129	6.61096040752072e-28	CD4+ naive T cells	LTB
CD69	8.65495541415378e-32	1.61839014026661	0.875	0.171	1.86367154932973e-27	CD4+ naive T cells	CD69
CD3E	2.90899592647696e-29	1.27459614929987	0.875	0.171	6.26394092848284e-25	CD4+ naive T cells	CD3E
PIK3IP1	3.04870033414313e-27	1.32211049618004	0.475	0.062	6.5647664295104e-23	CD4+ naive T cells	PIK3IP1
FXYD5	7.97371343296909e-27	1.40422415694699	0.85	0.209	1.71697971352123e-22	CD4+ naive T cells	FXYD5
CD7	3.00466289115817e-26	1.16567950619344	0.725	0.135	6.46994060353088e-22	CD4+ naive T cells	CD7
TRAF3IP3	6.28979172956195e-26	1.11318388651607	0.425	0.051	1.35438085312657e-21	CD4+ naive T cells	TRAF3IP3
FYB1	9.08920647334226e-25	1.36122313866068	0.625	0.113	1.95717882990479e-20	CD4+ naive T cells	FYB1
GYPC	2.09245306745932e-24	1.22304072465056	0.675	0.136	4.50567919016014e-20	CD4+ naive T cells	GYPC
IL32	1.27507872382317e-23	0.853384730482833	0.825	0.173	2.74562701600844e-19	CD4+ naive T cells	IL32
CD3D	1.32952285669174e-22	1.21553010149526	0.575	0.102	2.86286156731433e-18	CD4+ naive T cells	CD3D
CCR7	1.00021521246398e-21	1.43094444709618	0.425	0.062	2.15376341699869e-17	CD4+ naive T cells	CCR7
IL7R	3.5672456454971e-21	1.47163319116892	0.5	0.085	7.6813500484489e-17	CD4+ naive T cells	IL7R
VIM	8.36164482777839e-21	0.93135116515043	0.875	0.229	1.80051298076552e-16	CD4+ naive T cells	VIM
ARHGDIB	2.37986640351495e-19	1.05935211155418	0.85	0.245	5.12456632668874e-15	CD4+ naive T cells	ARHGDIB
SLC2A3	3.51971203580366e-19	1.61750274540944	0.7	0.178	7.57899592669602e-15	CD4+ naive T cells	SLC2A3
CD3G	4.62342240362481e-19	1.24844832816017	0.35	0.048	9.9556154617253e-15	CD4+ naive T cells	CD3G
