p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
KLRB1	3.60550381839978e-290	1.40024287883941	0.375	0.001	9.03286871623697e-286	CD4+ Tem	KLRB1
TRAT1	3.78448265589176e-261	1.39291426925531	0.375	0.001	9.48126439780564e-257	CD4+ Tem	TRAT1
CD3D	7.87337283494484e-250	2.21673847860294	0.625	0.002	1.97251609633873e-245	CD4+ Tem	CD3D
CD2	1.23152740738056e-201	2.60603109839192	0.625	0.003	3.08534561371052e-197	CD4+ Tem	CD2
CD3E	3.20508836336398e-154	1.46520432535138	0.375	0.001	8.02970787673578e-150	CD4+ Tem	CD3E
CD3G	1.43090445403001e-145	1.66172406166866	0.375	0.001	3.58484492868139e-141	CD4+ Tem	CD3G
TRBC2	8.72411559653628e-111	2.15052543799084	0.5	0.004	2.18565268040023e-106	CD4+ Tem	TRBC2
TRBC1	2.52360135423611e-82	1.99433196690762	0.375	0.003	6.32237847276772e-78	CD4+ Tem	TRBC1
CLEC2D	8.72339361343093e-58	1.59047016285581	0.5	0.007	2.18547180197285e-53	CD4+ Tem	CLEC2D
GBP5	1.09023251017899e-40	2.29167316393717	0.375	0.006	2.73135950775142e-36	CD4+ Tem	GBP5
FCMR	8.10761907855615e-37	2.03983861493866	0.375	0.007	2.03120180775067e-32	CD4+ Tem	FCMR
ARHGAP15	2.29943990151084e-32	1.42231544357574	0.375	0.008	5.7607867852551e-28	CD4+ Tem	ARHGAP15
SPOCK2	6.00411270832757e-30	1.71321048601746	0.375	0.008	1.50421035681731e-25	CD4+ Tem	SPOCK2
SYNE2	1.1137128020597e-26	2.18387532536835	0.5	0.017	2.79018468300017e-22	CD4+ Tem	SYNE2
L3MBTL3	2.38530501020615e-26	1.72816964828899	0.375	0.009	5.97590464206946e-22	CD4+ Tem	L3MBTL3
CDKN1B	7.24097022790139e-19	1.91417874976372	0.75	0.055	1.81408027119614e-14	CD4+ Tem	CDKN1B
CASP8	1.63226974602479e-16	1.34662548682211	0.375	0.015	4.0893253947159e-12	CD4+ Tem	CASP8
CCL5	4.62091513370392e-14	2.33941831447471	0.625	0.051	1.15767786844684e-09	CD4+ Tem	CCL5
ETS1	2.15433969362259e-12	1.84180751367866	0.5	0.037	5.39726723443268e-08	CD4+ Tem	ETS1
MAT2B	2.52007170752572e-12	1.83753168010215	0.625	0.06	6.31353564886419e-08	CD4+ Tem	MAT2B
ANKRD36	6.78480763501969e-11	1.46557084127967	0.375	0.024	1.69979785680148e-06	CD4+ Tem	ANKRD36
IL32	7.78788272589531e-09	1.53813724866563	0.625	0.084	0.000195109825931855	CD4+ Tem	IL32
GOLGA8B	3.11584348183992e-08	1.46813016870902	0.375	0.032	0.000780612267505356	CD4+ Tem	GOLGA8B
HLA-F	4.28784514098392e-08	1.98202570361573	0.625	0.094	0.0010742338431707	CD4+ Tem	HLA-F
FBXO25	4.54696379829571e-08	1.55138464832566	0.375	0.033	0.00113915084038702	CD4+ Tem	FBXO25
HNRNPLL	4.91008458543947e-08	2.11387656959485	0.375	0.034	0.00123012349119015	CD4+ Tem	HNRNPLL
NIPBL	6.78704909240965e-08	1.68535029737618	0.625	0.094	0.00170035940912139	CD4+ Tem	NIPBL
CRBN	7.74592718211623e-08	1.20731994976651	0.375	0.035	0.00194058713693558	CD4+ Tem	CRBN
